date_generated,id,icpsr,bioname,congress,chamber,cqlabel,state,state_abbrev,district_code,party_code,party_noun,dim1,dim2,geo_mean_probability,number_of_errors,number_of_votes,log_likelihood
2017-02-04 08:35:11,MH03501608,1608,"CAVANAUGH, James Michael",35,House,(MN-00),Minnesota,MN,98,100,,-0.096,0.684,0.68,40,216,-83.27523
2017-02-04 08:35:11,MH03507406,7406,"PHELPS, William Wallace",35,House,(MN-00),Minnesota,MN,98,100,,-0.136,0.478,0.638,46,234,-105.00408
2017-02-04 08:35:11,MH03506305,6305,"McKIBBIN, Joseph Chambers",35,House,(CA-00),California,CA,98,100,,-0.164,0.031,0.604,59,263,-132.4172
2017-02-04 08:35:11,MH03508294,8294,"SCOTT, Charles Lewis",35,House,(CA-00),California,CA,98,100,,-0.188,0.87,0.761,47,380,-103.76656
2017-02-04 08:35:11,MH03503107,3107,"FENTON, Reuben Eaton",35,House,(NY-33),New York,NY,33,200,,0.183,-0.553,0.758,60,461,-127.69299
2017-02-04 08:35:11,MH03504186,4186,"HATCH, Israel Thompson",35,House,(NY-32),New York,NY,32,100,,-0.112,0.673,0.697,60,399,-143.78692
2017-02-04 08:35:11,MH03501307,1307,"BURROUGHS, Silas Mainville",35,House,(NY-31),New York,NY,31,200,,0.435,0.25,0.744,38,236,-69.63792
2017-02-04 08:35:11,MH03508455,8455,"SHERMAN, Judson W.",35,House,(NY-30),New York,NY,30,200,,0.496,-0.443,0.801,42,390,-86.36619
2017-02-04 08:35:11,MH03500198,198,"ANDREWS, Samuel George",35,House,(NY-29),New York,NY,29,200,,0.373,-0.375,0.799,49,497,-111.81664
2017-02-04 08:35:11,MH03505156,5156,"KELSEY, William Henry",35,House,(NY-28),New York,NY,28,200,,0.549,-0.415,0.777,59,438,-110.74225
2017-02-04 08:35:11,MH03507198,7198,"PARKER, John Mason",35,House,(NY-27),New York,NY,27,200,,0.397,-0.386,0.775,66,510,-130.32237
2017-02-04 08:35:11,MH03507561,7561,"POTTLE, Emory Bemsley",35,House,(NY-26),New York,NY,26,200,,0.279,-0.496,0.705,81,452,-158.12599
2017-02-04 08:35:11,MH03502556,2556,"DICK, John",35,House,(PA-25),Pennsylvania,PA,25,200,,0.29,-0.348,0.765,44,359,-96.22122
2017-02-04 08:35:11,MH03506676,6676,"MORGAN, Edwin Barber",35,House,(NY-25),New York,NY,25,200,,0.427,-0.904,0.79,56,530,-124.71242
2017-02-04 08:35:11,MH03503606,3606,"GILLIS, James Lisle",35,House,(PA-24),Pennsylvania,PA,24,100,,-0.152,0.853,0.753,34,333,-94.59943
2017-02-04 08:35:11,MH03503747,3747,"GRANGER, Amos Phelps",35,House,(NY-24),New York,NY,24,200,,0.53,-0.848,0.817,40,466,-94.44194
2017-02-04 08:35:11,MH03508947,8947,"STEWART, William",35,House,(PA-23),Pennsylvania,PA,23,200,,0.32,-0.295,0.727,68,440,-140.15019
2017-02-04 08:35:11,MH03504466,4466,"HOARD, Charles Brooks",35,House,(NY-23),New York,NY,23,200,,0.073,-0.69,0.734,65,458,-141.66273
2017-02-04 08:35:11,MH03507657,7657,"PURVIANCE, Samuel Anderson",35,House,(PA-22),Pennsylvania,PA,22,200,,0.316,-0.354,0.717,59,431,-143.27406
2017-02-04 08:35:11,MH03503685,3685,"GOODWIN, Henry Charles",35,House,(NY-22),New York,NY,22,200,,0.399,-0.468,0.809,38,429,-90.84582
2017-02-04 08:35:11,MH03507919,7919,"RITCHIE, David",35,House,(PA-21),Pennsylvania,PA,21,200,,0.222,-0.206,0.647,84,385,-167.40376
2017-02-04 08:35:11,MH03500717,717,"BINGHAM, John Armor",35,House,(OH-21),Ohio,OH,21,200,,0.263,-0.295,0.776,59,509,-128.90584
2017-02-04 08:35:11,MH03500638,638,"BENNETT, Henry",35,House,(NY-21),New York,NY,21,200,,0.324,-0.231,0.708,62,389,-134.39531
2017-02-04 08:35:11,MH03506610,6610,"MONTGOMERY, William",35,House,(PA-20),Pennsylvania,PA,20,100,,-0.067,0.127,0.547,90,291,-175.48136
2017-02-04 08:35:11,MH03503567,3567,"GIDDINGS, Joshua Reed",35,House,(OH-20),Ohio,OH,20,200,,0.53,-0.77,0.73,46,322,-101.29836
2017-02-04 08:35:11,MH03506082,6082,"MATTESON, Orsamus Benajah",35,House,(NY-20),New York,NY,20,200,,0.53,-0.457,0.721,59,332,-108.61109
2017-02-04 08:35:11,MH03502100,2100,"COVODE, John",35,House,(PA-19),Pennsylvania,PA,19,200,,0.46,-0.185,0.798,47,454,-102.48902
2017-02-04 08:35:11,MH03509699,9699,"WADE, Edward",35,House,(OH-19),Ohio,OH,19,200,,0.293,-0.897,0.784,57,520,-126.60553
2017-02-04 08:35:11,MH03506737,6737,"MORSE, Oliver Andrew",35,House,(NY-19),New York,NY,19,200,,0.416,-0.519,0.834,30,385,-69.91118
2017-02-04 08:35:11,MH03502849,2849,"EDIE, John Rufus",35,House,(PA-18),Pennsylvania,PA,18,200,,0.376,0.028,0.662,64,300,-123.65874
2017-02-04 08:35:11,MH03505601,5601,"LEITER, Benjamin Franklin",35,House,(OH-18),Ohio,OH,18,200,,0.093,-0.773,0.669,111,516,-207.07287
2017-02-04 08:35:11,MH03501885,1885,"COCHRANE, Clark Betton",35,House,(NY-18),New York,NY,18,200,,0.281,0.017,0.785,38,348,-84.30379
