date_generated,id,icpsr,bioname,congress,chamber,cqlabel,state,state_abbrev,district_code,party_code,party_noun,dim1,dim2,geo_mean_probability,number_of_errors,number_of_votes,log_likelihood
2017-01-22 15:24:17,MH06109391,9391,"TILSON, John Quillin",61,House,(CT-00),Connecticut,CT,99,200,,0.499,-0.867,0.832,16,160,-29.41395
2017-01-22 15:24:17,MH06109205,9205,"TAYLOR, Edward Thomas",61,House,(CO-00),Colorado,CO,99,100,,-0.119,0.651,0.707,25,161,-55.82259
2017-01-22 15:24:17,MH06101261,1261,"BURKE, Charles Henry",61,House,(SD-00),South Dakota,SD,98,200,,0.468,0.144,0.786,17,170,-40.89511
2017-01-22 15:24:17,MH06106020,6020,"MARTIN, Eben Wever",61,House,(SD-00),South Dakota,SD,98,200,,0.434,0.402,0.734,23,159,-49.06456
2017-01-22 15:24:17,MH06103849,3849,"GRONNA, Asle Jorgenson",61,House,(ND-00),North Dakota,ND,98,200,,0.254,0.934,0.759,16,156,-43.11499
2017-01-22 15:24:17,MH06104038,4038,"HANNA, Louis Benjamin",61,House,(ND-00),North Dakota,ND,98,200,,0.374,0.287,0.735,18,159,-48.92013
2017-01-22 15:24:17,MH06109691,9691,"VREELAND, Edward Butterfield",61,House,(NY-37),New York,NY,37,200,,0.544,-0.412,0.866,11,123,-17.7509
2017-01-22 15:24:17,MH06100079,79,"ALEXANDER, De Alva Stanwood",61,House,(NY-36),New York,NY,36,200,,0.485,-0.446,0.859,11,137,-20.88589
2017-01-22 15:24:17,MH06102729,2729,"DRISCOLL, Daniel Angelus",61,House,(NY-35),New York,NY,35,100,,-0.367,-0.808,0.82,10,137,-27.1064
2017-01-22 15:24:17,MH06108517,8517,"SIMMONS, James Samuel",61,House,(NY-34),New York,NY,34,200,,0.44,-0.078,0.814,12,136,-28.05077
2017-01-22 15:24:17,MH06103079,3079,"FASSETT, Jacob Sloat",61,House,(NY-33),New York,NY,33,200,,0.661,-0.502,0.905,5,133,-13.24519
2017-01-22 15:24:17,MH06100426,426,"BARCHFELD, Andrew Jackson",61,House,(PA-32),Pennsylvania,PA,32,200,,0.457,-0.89,0.817,12,117,-23.60459
2017-01-22 15:24:17,MH06104203,4203,"HAVENS, James Smith",61,House,(NY-32),New York,NY,32,100,,-0.132,-0.581,0.724,7,61,-19.73432
2017-01-22 15:24:17,MH06107347,7347,"PERKINS, James Breck",61,House,(NY-32),New York,NY,32,200,,0.379,0.404,0.718,6,39,-12.92358
2017-01-22 15:24:17,MH06101266,1266,"BURKE, James Francis",61,House,(PA-31),Pennsylvania,PA,31,200,,0.55,-0.835,0.879,7,115,-14.80664
2017-01-22 15:24:17,MH06107273,7273,"PAYNE, Sereno Elisha",61,House,(NY-31),New York,NY,31,200,,0.518,-0.163,0.849,14,156,-25.48623
2017-01-22 15:24:17,MH06102310,2310,"DALZELL, John",61,House,(PA-30),Pennsylvania,PA,30,200,,0.572,-0.314,0.852,14,164,-26.18412
2017-01-22 15:24:17,MH06102799,2799,"DWIGHT, John Wilbur",61,House,(NY-30),New York,NY,30,200,,0.652,-0.396,0.843,17,185,-31.54626
2017-01-22 15:24:17,MH06103740,3740,"GRAHAM, William Harrison",61,House,(PA-29),Pennsylvania,PA,29,200,,0.529,-0.503,0.848,9,123,-20.2561
2017-01-22 15:24:17,MH06102731,2731,"DRISCOLL, Michael Edward",61,House,(NY-29),New York,NY,29,200,,0.455,0.329,0.729,26,135,-42.59726
2017-01-22 15:24:17,MH06109994,9994,"WHEELER, Nelson Platt",61,House,(PA-28),Pennsylvania,PA,28,200,,0.545,0.025,0.796,12,116,-26.42649
2017-01-22 15:24:17,MH06105331,5331,"KNAPP, Charles Luman",61,House,(NY-28),New York,NY,28,200,,0.502,-0.081,0.891,5,120,-13.89454
