date_generated,id,icpsr,bioname,congress,chamber,cqlabel,state,state_abbrev,district_code,party_code,bioImgURL
2017-01-10 01:23:16,MS00409796,9796,"WALTON, George",4,Senate,(GA),Georgia,GA,0,1,009796.jpg
