date_generated,id,icpsr,bioname,congress,chamber,cqlabel,state,state_abbrev,district_code,party_code,dim1,dim2,geo_mean_probability,number_of_errors,number_of_votes,log_likelihood
2016-10-19 13:04:34,MH01510257,10257,"WILSON, William",15,House,(PA-10),Pennsylvania,PA,10,200,0.269,0.437,0.612,28,100,-49.15201
2016-10-19 13:04:34,MH01510238,10238,"WILSON, John",15,House,(MA-17),Massachusetts,MA,17,1,0.865,-0.502,0.518,26,73,-48.01517
2016-10-19 13:04:34,MH01510183,10183,"WILLIAMS, Thomas Scott",15,House,(CT-00),Connecticut,CT,98,1,0.483,-0.876,0.707,15,103,-35.64179
2016-10-19 13:04:34,MH01510170,10170,"WILLIAMS, Lewis",15,House,(NC-13),North Carolina,NC,13,200,-0.056,0.485,0.421,52,98,-84.68308
2016-10-19 13:04:34,MH01510150,10150,"WILLIAMS, Isaac, Jr.",15,House,(NY-15),New York,NY,15,200,0.022,0.204,0.44,54,96,-78.89866
2016-10-19 13:04:34,MH01510117,10117,"WILKIN, James Whitney",15,House,(NY-06),New York,NY,6,200,0.348,0.936,0.698,12,86,-30.91542
2016-10-19 13:04:34,MH01510069,10069,"WHITMAN, Ezekiel",15,House,(MA-15),Massachusetts,MA,15,1,0.431,-0.265,0.523,26,91,-58.96009
2016-10-19 13:04:34,MH01510062,10062,"WHITESIDE, John",15,House,(PA-03),Pennsylvania,PA,3,200,0.179,0.406,0.639,17,97,-43.41478
2016-10-19 13:04:34,MH01509967,9967,"WESTERLO, Rensselaer",15,House,(NY-09),New York,NY,9,1,0.727,0.065,0.67,17,83,-33.20843
2016-10-19 13:04:34,MH01509951,9951,"WENDOVER, Peter Hercules",15,House,(NY-02),New York,NY,2,200,0.352,0.724,0.676,20,100,-39.18496
2016-10-19 13:04:34,MH01509764,9764,"WALLACE, James M.",15,House,(PA-03),Pennsylvania,PA,3,200,0.256,0.767,0.72,11,97,-31.83365
2016-10-19 13:04:34,MH01509738,9738,"WALKER, Felix",15,House,(NC-12),North Carolina,NC,12,200,-0.333,0.214,0.622,24,84,-39.9519
2016-10-19 13:04:34,MH01509737,9737,"WALKER, David",15,House,(KY-06),Kentucky,KY,6,200,-0.394,0.466,0.662,13,86,-35.48503
2016-10-19 13:04:34,MH01509569,9569,"UPHAM, Nathaniel",15,House,(NH-00),New Hampshire,NH,98,200,0.392,-0.223,0.621,21,88,-41.89199
2016-10-19 13:04:34,MH01509542,9542,"TYLER, John",15,House,(VA-23),Virginia,VA,23,200,-0.003,-0.834,0.613,17,76,-37.19616
2016-10-19 13:04:34,MH01509500,9500,"TUCKER, Starling",15,House,(SC-05),South Carolina,SC,5,200,-0.604,-0.403,0.672,16,101,-40.19421
2016-10-19 13:04:34,MH01509497,9497,"TUCKER, Henry St. George",15,House,(VA-03),Virginia,VA,3,200,-0.27,0.172,0.581,22,86,-46.62918
