date_generated,congress,chamber,party_code,party_name,n_members,median_dim1,median_dim2,mean_dim1,mean_dim2,all_parties_median_dim1,all_parties_median_dim2,all_parties_mean_dim1,all_parties_mean_dim2,all_parties_n_members
2016-10-13 17:38:18,6,House,1,Federalist Party,64,0.624,-0.074500000000000011,0.592,-0.042,0.45500000000000002,-0.081000000000000003,0.291,-0.093,113
2016-10-13 17:38:18,6,House,13,Democratic-Republican Party,49,-0.068000000000000005,-0.104,-0.102,-0.16,0.45500000000000002,-0.081000000000000003,0.291,-0.093,113
2016-10-13 17:38:18,6,Senate,1,Federalist Party,27,0.625,0.035000000000000003,0.576,0.082,0.47050000000000003,0.022499999999999999,0.317,0.028,38
2016-10-13 17:38:18,6,Senate,13,Democratic-Republican Party,11,-0.27700000000000002,0.021000000000000001,-0.318,-0.104,0.47050000000000003,0.022499999999999999,0.317,0.028,38
2016-10-13 17:38:18,7,House,1,Federalist Party,40,0.621,-0.16499999999999998,0.608,-0.029,0.017999999999999999,0.029999999999999999,0.161,-0.025,113
2016-10-13 17:38:18,7,House,13,Democratic-Republican Party,73,-0.052999999999999999,0.058999999999999997,-0.084,-0.024,0.017999999999999999,0.029999999999999999,0.161,-0.025,113
2016-10-13 17:38:18,7,Senate,1,Federalist Party,16,0.69199999999999995,-0.10750000000000001,0.673,-0.1,0.089999999999999997,-0.20399999999999999,0.161,-0.176,35
2016-10-13 17:38:18,7,Senate,13,Democratic-Republican Party,19,-0.23000000000000001,-0.223,-0.27,-0.24,0.089999999999999997,-0.20399999999999999,0.161,-0.176,35
2016-10-13 17:38:18,7,President,13,Democratic-Republican Party,1,0.017999999999999999,0.51000000000000001,0.018,0.51,0.017999999999999999,0.51000000000000001,0.018,0.51,1
2016-10-13 17:38:18,8,House,1,Federalist Party,39,0.61699999999999999,-0.23999999999999999,0.601,-0.214,-0.029999999999999999,0.032500000000000001,0.08,-0.017,148
2016-10-13 17:38:18,8,House,13,Democratic-Republican Party,109,-0.099000000000000005,0.066000000000000003,-0.107,0.054,-0.029999999999999999,0.032500000000000001,0.08,-0.017,148
2016-10-13 17:38:18,8,Senate,1,Federalist Party,10,0.66949999999999998,-0.32650000000000001,0.655,-0.17,-0.16300000000000001,-0.23299999999999998,-0.038,-0.268,44
2016-10-13 17:38:18,8,Senate,13,Democratic-Republican Party,34,-0.21149999999999999,-0.2225,-0.241,-0.297,-0.16300000000000001,-0.23299999999999998,-0.038,-0.268,44
2016-10-13 17:38:18,8,President,13,Democratic-Republican Party,1,0.017999999999999999,0.51000000000000001,0.018,0.51,0.017999999999999999,0.51000000000000001,0.018,0.51,1
2016-10-13 17:38:18,9,House,1,Federalist Party,28,0.61050000000000004,-0.36350000000000005,0.571,-0.371,-0.049500000000000002,-0.10000000000000001,0.036,-0.041,146
2016-10-13 17:38:18,9,House,13,Democratic-Republican Party,118,-0.10400000000000001,0.068500000000000005,-0.091,0.037,-0.049500000000000002,-0.10000000000000001,0.036,-0.041,146
2016-10-13 17:38:18,9,Senate,1,Federalist Party,7,0.64700000000000002,-0.40999999999999998,0.662,-0.232,-0.047,-0.187,0.035,-0.178,37
2016-10-13 17:38:18,9,Senate,13,Democratic-Republican Party,30,-0.125,-0.16599999999999998,-0.112,-0.166,-0.047,-0.187,0.035,-0.178,37
2016-10-13 17:38:18,9,President,13,Democratic-Republican Party,1,0.017999999999999999,0.51000000000000001,0.018,0.51,0.017999999999999999,0.51000000000000001,0.018,0.51,1
2016-10-13 17:38:18,10,House,1,Federalist Party,27,0.60299999999999998,-0.42099999999999999,0.529,-0.382,-0.020500000000000001,-0.026000000000000002,0.041,-0.024,148
2016-10-13 17:38:18,10,House,13,Democratic-Republican Party,121,-0.099000000000000005,0.066000000000000003,-0.068,0.056,-0.020500000000000001,-0.026000000000000002,0.041,-0.024,148
2016-10-13 17:38:18,10,Senate,1,Federalist Party,7,0.61799999999999999,-0.24299999999999999,0.625,-0.236,-0.035500000000000004,-0.01,0.033,-0.054,38
2016-10-13 17:38:18,10,Senate,13,Democratic-Republican Party,31,-0.066000000000000003,0.066000000000000003,-0.101,-0.014,-0.035500000000000004,-0.01,0.033,-0.054,38
2016-10-13 17:38:18,10,President,13,Democratic-Republican Party,1,0.017999999999999999,0.51000000000000001,0.018,0.51,0.017999999999999999,0.51000000000000001,0.018,0.51,1
2016-10-13 17:38:18,11,House,1,Federalist Party,51,0.58599999999999997,-0.42299999999999999,0.539,-0.402,0.02,-0.099500000000000005,0.119,-0.06,154
2016-10-13 17:38:18,11,House,13,Democratic-Republican Party,103,-0.108,0.094,-0.089,0.109,0.02,-0.099500000000000005,0.119,-0.06,154
2016-10-13 17:38:18,11,Senate,1,Federalist Party,10,0.64300000000000002,-0.16949999999999998,0.657,-0.203,-0.014,-0.041000000000000002,0.098,-0.01,43
2016-10-13 17:38:18,11,Senate,13,Democratic-Republican Party,33,-0.066000000000000003,0.066000000000000003,-0.072,0.049,-0.014,-0.041000000000000002,0.098,-0.01,43
2016-10-13 17:38:18,11,President,13,Democratic-Republican Party,1,0.13700000000000001,0.72899999999999998,0.137,0.729,0.13700000000000001,0.72899999999999998,0.137,0.729,1
2016-10-13 17:38:18,12,House,1,Federalist Party,37,0.60099999999999998,-0.42299999999999999,0.505,-0.417,-0.010999999999999999,-0.021000000000000001,0.056,-0.024,147
2016-10-13 17:38:18,12,House,13,Democratic-Republican Party,110,-0.10300000000000001,0.1065,-0.095,0.109,-0.010999999999999999,-0.021000000000000001,0.056,-0.024,147
2016-10-13 17:38:18,12,Senate,1,Federalist Party,6,0.59349999999999992,-0.14900000000000002,0.624,-0.173,-0.068000000000000005,-0.041000000000000002,0.026,-0.06,37
2016-10-13 17:38:18,12,Senate,13,Democratic-Republican Party,31,-0.126,0.021000000000000001,-0.089,-0.038,-0.068000000000000005,-0.041000000000000002,0.026,-0.06,37
2016-10-13 17:38:18,12,President,13,Democratic-Republican Party,1,0.13700000000000001,0.72899999999999998,0.137,0.729,0.13700000000000001,0.72899999999999998,0.137,0.729,1
2016-10-13 17:38:18,13,House,1,Federalist Party,71,0.58099999999999996,-0.38400000000000001,0.526,-0.335,0.079000000000000001,0.021000000000000001,0.134,0.018,195
2016-10-13 17:38:18,13,House,13,Democratic-Republican Party,124,-0.086499999999999994,0.2185,-0.091,0.221,0.079000000000000001,0.021000000000000001,0.134,0.018,195
2016-10-13 17:38:18,13,Senate,1,Federalist Party,10,0.56499999999999995,-0.23999999999999999,0.595,-0.188,-0.083000000000000004,-0.076500000000000012,0.028,-0.05,46
2016-10-13 17:38:18,13,Senate,13,Democratic-Republican Party,36,-0.214,0.036999999999999998,-0.129,-0.012,-0.083000000000000004,-0.076500000000000012,0.028,-0.05,46
2016-10-13 17:38:18,13,President,13,Democratic-Republican Party,1,0.13700000000000001,0.72899999999999998,0.137,0.729,0.13700000000000001,0.72899999999999998,0.137,0.729,1
2016-10-13 17:38:18,14,House,1,Federalist Party,65,0.58599999999999997,-0.40999999999999998,0.524,-0.363,0.097000000000000003,0.0060000000000000001,0.134,0.015,198
2016-10-13 17:38:18,14,House,13,Democratic-Republican Party,133,-0.065000000000000002,0.17699999999999999,-0.057,0.2,0.097000000000000003,0.0060000000000000001,0.134,0.015,198
2016-10-13 17:38:18,14,Senate,1,Federalist Party,15,0.52100000000000002,-0.17799999999999999,0.529,-0.197,0.1275,-0.081500000000000003,0.095,-0.048,44
2016-10-13 17:38:18,14,Senate,13,Democratic-Republican Party,29,-0.115,0.058999999999999997,-0.129,0.028,0.1275,-0.081500000000000003,0.095,-0.048,44
2016-10-13 17:38:18,14,President,13,Democratic-Republican Party,1,0.13700000000000001,0.72899999999999998,0.137,0.729,0.13700000000000001,0.72899999999999998,0.137,0.729,1
2016-10-13 17:38:18,15,House,1,Federalist Party,40,0.48499999999999999,-0.27800000000000002,0.416,-0.261,0.123,0.11499999999999999,0.097,0.044,194
2016-10-13 17:38:18,15,House,13,Democratic-Republican Party,154,0.023,0.1595,0.015,0.123,0.123,0.11499999999999999,0.097,0.044,194
2016-10-13 17:38:18,15,Senate,1,Federalist Party,13,0.52100000000000002,-0.23999999999999999,0.565,-0.288,0.1235,-0.094,0.106,-0.027,46
2016-10-13 17:38:18,15,Senate,13,Democratic-Republican Party,33,-0.041000000000000002,0.124,-0.074,0.076,0.1235,-0.094,0.106,-0.027,46
2016-10-13 17:38:18,15,President,13,Democratic-Republican Party,1,0.13100000000000001,0.55100000000000005,0.131,0.551,0.13100000000000001,0.55100000000000005,0.131,0.551,1
2016-10-13 17:38:18,16,House,1,Federalist Party,28,0.36899999999999999,0.16450000000000001,0.258,0.015,0.098000000000000004,0.22749999999999998,0.063,0.173,200
2016-10-13 17:38:18,16,House,13,Democratic-Republican Party,172,0.083999999999999991,0.26200000000000001,0.031,0.198,0.098000000000000004,0.22749999999999998,0.063,0.173,200
2016-10-13 17:38:18,16,Senate,1,Federalist Party,10,0.60050000000000003,-0.247,0.597,-0.278,0.127,-0.010999999999999999,0.128,-0.013,51
2016-10-13 17:38:18,16,Senate,13,Democratic-Republican Party,41,-0.029000000000000001,0.044999999999999998,0.013,0.052,0.127,-0.010999999999999999,0.128,-0.013,51
2016-10-13 17:38:18,16,President,13,Democratic-Republican Party,1,0.13100000000000001,0.55100000000000005,0.131,0.551,0.13100000000000001,0.55100000000000005,0.131,0.551,1
2016-10-13 17:38:18,17,House,1,Federalist Party,35,0.35999999999999999,0.14899999999999999,0.276,0.042,0.16,0.11899999999999999,0.087,0.075,198
2016-10-13 17:38:18,17,House,13,Democratic-Republican Party,163,0.106,0.11600000000000001,0.046,0.082,0.16,0.11899999999999999,0.087,0.075,198
2016-10-13 17:38:18,17,Senate,1,Federalist Party,5,0.57699999999999996,-0.23999999999999999,0.567,-0.21,0.12,0.017999999999999999,0.129,0.016,53
2016-10-13 17:38:18,17,Senate,13,Democratic-Republican Party,48,0.034000000000000002,0.048500000000000001,0.083,0.04,0.12,0.017999999999999999,0.129,0.016,53
2016-10-13 17:38:18,17,President,13,Democratic-Republican Party,1,0.13100000000000001,0.55100000000000005,0.131,0.551,0.13100000000000001,0.55100000000000005,0.131,0.551,1
2016-10-13 17:38:18,18,House,8000,Adams-Clay Federalist Party,15,0.28899999999999998,0.042999999999999997,0.245,-0.194,0.13500000000000001,0.16600000000000001,0.084,0.095,217
2016-10-13 17:38:18,18,House,7777,Crawford Republican Party,55,-0.30399999999999999,-0.23200000000000001,-0.194,-0.191,0.13500000000000001,0.16600000000000001,0.084,0.095,217
2016-10-13 17:38:18,18,House,1346,Jackson Republican Party,64,0.042499999999999996,0.45999999999999996,-0.001,0.417,0.13500000000000001,0.16600000000000001,0.084,0.095,217
2016-10-13 17:38:18,18,House,13,Democratic-Republican Party,3,0.25600000000000001,0.629,0.344,0.61,0.13500000000000001,0.16600000000000001,0.084,0.095,217
2016-10-13 17:38:18,18,House,6000,Crawford Federalist Party,2,0.20300000000000001,-0.13949999999999999,0.203,-0.139,0.13500000000000001,0.16600000000000001,0.084,0.095,217
2016-10-13 17:38:18,18,House,7000,Jackson Federalist Party,7,0.154,0.34100000000000003,0.132,0.371,0.13500000000000001,0.16600000000000001,0.084,0.095,217
2016-10-13 17:38:18,18,House,8888,Adams-Clay Republican Party,71,0.28100000000000003,0.109,0.324,0.045,0.13500000000000001,0.16600000000000001,0.084,0.095,217
2016-10-13 17:38:18,18,Senate,8888,Adams-Clay Republican Party,14,0.23299999999999998,0.36299999999999999,0.229,0.432,0.042999999999999997,0.041000000000000002,0.116,0.054,53
2016-10-13 17:38:18,18,Senate,7777,Crawford Republican Party,22,0.075999999999999998,-0.0010000000000000009,0.103,-0.065,0.042999999999999997,0.041000000000000002,0.116,0.054,53
2016-10-13 17:38:18,18,Senate,1346,Jackson Republican Party,12,-0.183,-0.085999999999999993,-0.161,-0.045,0.042999999999999997,0.041000000000000002,0.116,0.054,53
2016-10-13 17:38:18,18,Senate,8000,Adams-Clay Federalist Party,5,0.56899999999999995,-0.254,0.522,-0.246,0.042999999999999997,0.041000000000000002,0.116,0.054,53
2016-10-13 17:38:18,18,President,13,Democratic-Republican Party,1,0.13100000000000001,0.55100000000000005,0.131,0.551,0.13100000000000001,0.55100000000000005,0.131,0.551,1
2016-10-13 17:38:18,19,House,555,Jackson Party,112,-0.1895,0.28300000000000003,-0.183,0.179,0.061499999999999999,0.16550000000000001,0.021,0.106,224
2016-10-13 17:38:18,19,House,22,Adams Party,112,0.22550000000000001,0.070000000000000007,0.224,0.033,0.061499999999999999,0.16550000000000001,0.021,0.106,224
2016-10-13 17:38:18,19,Senate,7777,Crawford Republican Party,1,0.91900000000000004,0.37,0.919,0.37,0.1235,0.058999999999999997,0.105,0.08,58
2016-10-13 17:38:18,19,Senate,1346,Jackson Republican Party,1,-0.499,0.86699999999999999,-0.499,0.867,0.1235,0.058999999999999997,0.105,0.08,58
2016-10-13 17:38:18,19,Senate,555,Jackson Party,31,-0.14299999999999999,-0.224,-0.099,-0.213,0.1235,0.058999999999999997,0.105,0.08,58
2016-10-13 17:38:18,19,Senate,22,Adams Party,25,0.36899999999999999,0.37,0.35,0.401,0.1235,0.058999999999999997,0.105,0.08,58
2016-10-13 17:38:18,19,President,22,Adams Party,1,0.39600000000000002,-0.14599999999999999,0.396,-0.146,0.39600000000000002,-0.14599999999999999,0.396,-0.146,1
2016-10-13 17:38:18,20,House,555,Jackson Party,118,-0.222,0.24299999999999999,-0.214,0.17,0.021499999999999998,0.154,0.01,0.135,222
2016-10-13 17:38:18,20,House,22,Adams Party,104,0.28000000000000003,0.11849999999999999,0.264,0.095,0.021499999999999998,0.154,0.01,0.135,222
2016-10-13 17:38:18,20,Senate,555,Jackson Party,30,-0.073499999999999996,-0.22900000000000001,-0.096,-0.181,0.12,0.124,0.092,0.102,53
2016-10-13 17:38:18,20,Senate,22,Adams Party,23,0.36899999999999999,0.55200000000000005,0.337,0.472,0.12,0.124,0.092,0.102,53
2016-10-13 17:38:18,20,President,22,Adams Party,1,0.39600000000000002,-0.14599999999999999,0.396,-0.146,0.39600000000000002,-0.14599999999999999,0.396,-0.146,1
2016-10-13 17:38:18,21,House,26,Anti Masonic Party,5,0.26800000000000002,0.13800000000000001,0.279,0.147,-0.0785,0.099000000000000005,-0.053,0.066,220
2016-10-13 17:38:18,21,House,555,Jackson Party,142,-0.26450000000000001,0.051000000000000004,-0.243,0.0,-0.0785,0.099000000000000005,-0.053,0.066,220
2016-10-13 17:38:18,21,House,1275,Anti-Jackson Party,73,0.29299999999999998,0.14899999999999999,0.293,0.188,-0.0785,0.099000000000000005,-0.053,0.066,220
2016-10-13 17:38:18,21,Senate,555,Jackson Party,30,-0.097500000000000003,-0.188,-0.158,-0.143,0.032000000000000001,0.13900000000000001,0.079,0.099,53
2016-10-13 17:38:18,21,Senate,1275,Anti-Jackson Party,23,0.39300000000000002,0.37,0.387,0.414,0.032000000000000001,0.13900000000000001,0.079,0.099,53
2016-10-13 17:38:18,21,President,555,Jackson Party,1,-0.249,-0.10000000000000001,-0.249,-0.1,-0.249,-0.10000000000000001,-0.249,-0.1,1
2016-10-13 17:38:18,22,House,26,Anti Masonic Party,17,0.248,-0.031,0.259,-0.009,-0.099500000000000005,0.049500000000000002,-0.064,0.042,218
2016-10-13 17:38:18,22,House,555,Jackson Party,130,-0.29099999999999998,-0.085499999999999993,-0.279,-0.061,-0.099500000000000005,0.049500000000000002,-0.064,0.042,218
2016-10-13 17:38:18,22,House,44,Nullifier Party,4,-0.3145,0.90649999999999997,-0.346,0.802,-0.099500000000000005,0.049500000000000002,-0.064,0.042,218
2016-10-13 17:38:18,22,House,1275,Anti-Jackson Party,67,0.29299999999999998,0.20300000000000001,0.289,0.21,-0.099500000000000005,0.049500000000000002,-0.064,0.042,218
2016-10-13 17:38:18,22,Senate,555,Jackson Party,29,-0.16200000000000001,0.052999999999999999,-0.206,0.106,0.0030000000000000001,0.16500000000000001,0.053,0.139,54
2016-10-13 17:38:18,22,Senate,44,Nullifier Party,3,-0.040000000000000001,-0.57099999999999995,-0.032,-0.567,0.0030000000000000001,0.16500000000000001,0.053,0.139,54
2016-10-13 17:38:18,22,Senate,1275,Anti-Jackson Party,22,0.40649999999999997,0.30349999999999999,0.406,0.278,0.0030000000000000001,0.16500000000000001,0.053,0.139,54
2016-10-13 17:38:18,22,President,555,Jackson Party,1,-0.249,-0.10000000000000001,-0.249,-0.1,-0.249,-0.10000000000000001,-0.249,-0.1,1
2016-10-13 17:38:18,23,House,26,Anti Masonic Party,26,0.315,-0.018000000000000002,0.328,-0.057,-0.1595,0.013499999999999998,-0.085,-0.008,258
2016-10-13 17:38:18,23,House,555,Jackson Party,150,-0.26600000000000001,-0.26550000000000001,-0.266,-0.188,-0.1595,0.013499999999999998,-0.085,-0.008,258
2016-10-13 17:38:18,23,House,44,Nullifier Party,10,-0.38100000000000001,0.88100000000000001,-0.405,0.79,-0.1595,0.013499999999999998,-0.085,-0.008,258
2016-10-13 17:38:18,23,House,1275,Anti-Jackson Party,72,0.1865,0.2525,0.188,0.273,-0.1595,0.013499999999999998,-0.085,-0.008,258
2016-10-13 17:38:18,23,Senate,555,Jackson Party,25,-0.27300000000000002,-0.023,-0.301,0.109,-0.001,0.10949999999999999,0.024,0.117,56
2016-10-13 17:38:18,23,Senate,1275,Anti-Jackson Party,29,0.38300000000000001,0.17899999999999999,0.311,0.137,-0.001,0.10949999999999999,0.024,0.117,56
2016-10-13 17:38:18,23,Senate,44,Nullifier Party,2,-0.081500000000000003,-0.061499999999999985,-0.082,-0.061,-0.001,0.10949999999999999,0.024,0.117,56
2016-10-13 17:38:18,23,President,555,Jackson Party,1,-0.249,-0.10000000000000001,-0.249,-0.1,-0.249,-0.10000000000000001,-0.249,-0.1,1
2016-10-13 17:38:18,24,House,555,Jackson Party,148,-0.28200000000000003,-0.35999999999999999,-0.296,-0.312,-0.20000000000000001,-0.069000000000000006,-0.139,-0.064,254
2016-10-13 17:38:18,24,House,44,Nullifier Party,8,-0.46499999999999997,0.85699999999999998,-0.454,0.804,-0.20000000000000001,-0.069000000000000006,-0.139,-0.064,254
2016-10-13 17:38:18,24,House,26,Anti Masonic Party,16,0.35599999999999998,-0.079000000000000001,0.349,-0.142,-0.20000000000000001,-0.069000000000000006,-0.139,-0.064,254
2016-10-13 17:38:18,24,House,1275,Anti-Jackson Party,80,0.079500000000000001,0.316,0.077,0.318,-0.20000000000000001,-0.069000000000000006,-0.139,-0.064,254
2016-10-13 17:38:18,24,House,29,Whig Party,2,0.16999999999999998,0.19900000000000001,0.17,0.199,-0.20000000000000001,-0.069000000000000006,-0.139,-0.064,254
2016-10-13 17:38:18,24,Senate,555,Jackson Party,34,-0.34299999999999997,-0.010999999999999999,-0.379,0.071,-0.17199999999999999,0.16500000000000001,-0.097,0.107,63
2016-10-13 17:38:18,24,Senate,1275,Anti-Jackson Party,27,0.27200000000000002,0.17899999999999999,0.257,0.165,-0.17199999999999999,0.16500000000000001,-0.097,0.107,63
2016-10-13 17:38:18,24,Senate,44,Nullifier Party,2,-0.081500000000000003,-0.061499999999999985,-0.082,-0.061,-0.17199999999999999,0.16500000000000001,-0.097,0.107,63
2016-10-13 17:38:18,24,President,555,Jackson Party,1,-0.249,-0.10000000000000001,-0.249,-0.1,-0.249,-0.10000000000000001,-0.249,-0.1,1
2016-10-13 17:38:18,25,House,100,Democratic Party,133,-0.28199999999999997,-0.41899999999999998,-0.297,-0.362,-0.17599999999999999,-0.059999999999999998,-0.104,-0.056,257
2016-10-13 17:38:18,25,House,328,Independent,1,-0.066000000000000003,0.36599999999999999,-0.066,0.366,-0.17599999999999999,-0.059999999999999998,-0.104,-0.056,257
2016-10-13 17:38:18,25,House,44,Nullifier Party,6,-0.51400000000000001,0.8095,-0.509,0.733,-0.17599999999999999,-0.059999999999999998,-0.104,-0.056,257
2016-10-13 17:38:18,25,House,26,Anti Masonic Party,7,0.39800000000000002,-0.14199999999999999,0.37,-0.131,-0.17599999999999999,-0.059999999999999998,-0.104,-0.056,257
2016-10-13 17:38:18,25,House,29,Whig Party,110,0.17449999999999999,0.2525,0.121,0.271,-0.17599999999999999,-0.059999999999999998,-0.104,-0.056,257
2016-10-13 17:38:18,25,Senate,100,Democratic Party,40,-0.33950000000000002,-0.125,-0.365,-0.039,-0.25600000000000001,0.065000000000000002,-0.18,0.059,59
2016-10-13 17:38:18,25,Senate,29,Whig Party,19,0.18099999999999999,0.182,0.209,0.264,-0.25600000000000001,0.065000000000000002,-0.18,0.059,59
2016-10-13 17:38:18,25,President,100,Democratic Party,1,0.104,-0.96099999999999997,0.104,-0.961,0.104,-0.96099999999999997,0.104,-0.961,1
2016-10-13 17:38:18,26,House,112,Conservative Party,2,-0.35250000000000004,0.28700000000000003,-0.353,0.287,-0.17299999999999999,-0.050500000000000003,-0.097,-0.051,256
2016-10-13 17:38:18,26,House,26,Anti Masonic Party,6,0.38100000000000001,-0.22550000000000001,0.367,-0.176,-0.17299999999999999,-0.050500000000000003,-0.097,-0.051,256
2016-10-13 17:38:18,26,House,100,Democratic Party,128,-0.29699999999999999,-0.45450000000000002,-0.321,-0.37,-0.17299999999999999,-0.050500000000000003,-0.097,-0.051,256
2016-10-13 17:38:18,26,House,29,Whig Party,120,0.20849999999999999,0.23449999999999999,0.122,0.289,-0.17299999999999999,-0.050500000000000003,-0.097,-0.051,256
2016-10-13 17:38:18,26,Senate,100,Democratic Party,32,-0.36899999999999999,-0.17049999999999998,-0.39,-0.103,-0.21250000000000002,0.044999999999999998,-0.111,0.062,60
2016-10-13 17:38:18,26,Senate,29,Whig Party,28,0.2505,0.17449999999999999,0.207,0.25,-0.21250000000000002,0.044999999999999998,-0.111,0.062,60
2016-10-13 17:38:18,26,President,100,Democratic Party,1,0.104,-0.96099999999999997,0.104,-0.961,0.104,-0.96099999999999997,0.104,-0.961,1
2016-10-13 17:38:18,27,House,328,Independent,1,-0.57599999999999996,0.74099999999999999,-0.576,0.741,-0.109,0.043999999999999997,-0.07,0.044,259
2016-10-13 17:38:18,27,House,329,Ind. Democratic Party,1,-0.109,-0.17000000000000001,-0.109,-0.17,-0.109,0.043999999999999997,-0.07,0.044,259
2016-10-13 17:38:18,27,House,100,Democratic Party,106,-0.34799999999999998,-0.33550000000000002,-0.363,-0.27,-0.109,0.043999999999999997,-0.07,0.044,259
2016-10-13 17:38:18,27,House,29,Whig Party,151,0.17699999999999999,0.17699999999999999,0.14,0.261,-0.109,0.043999999999999997,-0.07,0.044,259
2016-10-13 17:38:18,27,Senate,100,Democratic Party,25,-0.372,-0.161,-0.405,-0.136,-0.14299999999999999,0.068000000000000005,-0.057,0.082,59
2016-10-13 17:38:18,27,Senate,29,Whig Party,34,0.2505,0.25900000000000001,0.2,0.242,-0.14299999999999999,0.068000000000000005,-0.057,0.082,59
2016-10-13 17:38:18,27,President,29,Whig Party,1,0.253,-0.96799999999999997,0.253,-0.968,0.253,-0.96799999999999997,0.253,-0.968,1
2016-10-13 17:38:18,28,House,100,Democratic Party,150,-0.28049999999999997,-0.28399999999999997,-0.298,-0.256,-0.14200000000000002,-0.068500000000000005,-0.131,-0.08,234
2016-10-13 17:38:18,28,House,329,Ind. Democratic Party,1,0.17100000000000001,0.041000000000000002,0.171,0.041,-0.14200000000000002,-0.068500000000000005,-0.131,-0.08,234
2016-10-13 17:38:18,28,House,403,Law and Order Party,2,0.17699999999999999,0.159,0.177,0.159,-0.14200000000000002,-0.068500000000000005,-0.131,-0.08,234
2016-10-13 17:38:18,28,House,603,Ind. Whig Party,1,-0.092999999999999999,0.53700000000000003,-0.093,0.537,-0.14200000000000002,-0.068500000000000005,-0.131,-0.08,234
2016-10-13 17:38:18,28,House,29,Whig Party,80,0.2515,0.20500000000000002,0.171,0.236,-0.14200000000000002,-0.068500000000000005,-0.131,-0.08,234
2016-10-13 17:38:18,28,Senate,403,Law and Order Party,1,0.35399999999999998,-0.35599999999999998,0.354,-0.356,-0.23349999999999999,-0.012,-0.123,0.048,60
2016-10-13 17:38:18,28,Senate,100,Democratic Party,30,-0.41099999999999998,-0.221,-0.422,-0.122,-0.23349999999999999,-0.012,-0.123,0.048,60
