date_generated,congress,chamber,party_code,party_name,n_members,median_dim1,median_dim2,mean_dim1,mean_dim2,all_parties_median_dim1,all_parties_median_dim2,all_parties_mean_dim1,all_parties_mean_dim2,all_parties_n_members
2017-01-15 03:29:35,45,Senate,100,Democratic Party,38,-0.417,-0.037,-0.437,-0.113,0.118,-0.026,-0.063,0.002,82
2017-01-15 03:29:35,46,House,200,Republican Party,135,0.399,-0.129,0.395,-0.128,-0.185,-0.051,-0.019,-0.043,299
2017-01-15 03:29:35,46,House,329,Ind. Democratic Party,6,-0.331,0.166,-0.353,0.163,-0.185,-0.051,-0.019,-0.043,299
2017-01-15 03:29:35,46,House,100,Democratic Party,145,-0.395,-0.048,-0.391,-0.049,-0.185,-0.051,-0.019,-0.043,299
2017-01-15 03:29:35,46,House,326,National Greenbacker Party,13,-0.036,0.992,-0.012,0.814,-0.185,-0.051,-0.019,-0.043,299
2017-01-15 03:29:35,46,Senate,200,Republican Party,35,0.286,0.059,0.295,-0.027,-0.353,-0.039,-0.125,-0.078,81
2017-01-15 03:29:35,46,Senate,328,Independent,1,-0.06,-0.083,-0.06,-0.083,-0.353,-0.039,-0.125,-0.078,81
2017-01-15 03:29:35,46,Senate,100,Democratic Party,45,-0.43,-0.039,-0.453,-0.117,-0.353,-0.039,-0.125,-0.078,81
2017-01-15 03:29:35,47,House,100,Democratic Party,136,-0.396,-0.084,-0.395,-0.068,0.259,-0.051,0.026,-0.026,309
2017-01-15 03:29:35,47,House,326,National Greenbacker Party,10,0.032,0.992,0.013,0.863,0.259,-0.051,0.026,-0.026,309
2017-01-15 03:29:35,47,House,200,Republican Party,159,0.391,-0.05,0.388,-0.051,0.259,-0.051,0.026,-0.026,309
2017-01-15 03:29:35,47,House,329,Ind. Democratic Party,1,-0.165,0.087,-0.165,0.087,0.259,-0.051,0.026,-0.026,309
2017-01-15 03:29:35,47,House,328,Independent,1,0.259,-0.291,0.259,-0.291,0.259,-0.051,0.026,-0.026,309
2017-01-15 03:29:35,47,House,117,Readjuster Party,2,-0.009,0.487,-0.009,0.487,0.259,-0.051,0.026,-0.026,309
2017-01-15 03:29:35,47,Senate,200,Republican Party,45,0.314,-0.158,0.315,-0.113,0.196,-0.065,-0.03,-0.081,85
2017-01-15 03:29:35,47,Senate,328,Independent,1,-0.06,-0.083,-0.06,-0.083,0.196,-0.065,-0.03,-0.081,85
2017-01-15 03:29:35,47,Senate,114,Readjuster Party,1,0.397,0.296,0.397,0.296,0.196,-0.065,-0.03,-0.081,85
2017-01-15 03:29:35,47,Senate,100,Democratic Party,38,-0.433,0.008,-0.449,-0.053,0.196,-0.065,-0.03,-0.081,85
2017-01-15 03:29:35,47,President,200,Republican Party,1,0.095,-0.995,0.095,-0.995,0.095,-0.995,0.095,-0.995,1
2017-01-15 03:29:35,48,House,100,Democratic Party,203,-0.337,-0.062,-0.347,-0.053,-0.222,-0.051,-0.066,-0.03,342
2017-01-15 03:29:35,48,House,326,National Greenbacker Party,3,-0.218,0.6,-0.063,0.556,-0.222,-0.051,-0.066,-0.03,342
2017-01-15 03:29:35,48,House,200,Republican Party,125,0.385,-0.005,0.377,0.002,-0.222,-0.051,-0.066,-0.03,342
2017-01-15 03:29:35,48,House,329,Ind. Democratic Party,3,-0.042,0.112,-0.208,0.272,-0.222,-0.051,-0.066,-0.03,342
2017-01-15 03:29:35,48,House,331,Ind. Republican Party,1,0.133,-0.991,0.133,-0.991,-0.222,-0.051,-0.066,-0.03,342
2017-01-15 03:29:35,48,House,328,Independent,2,-0.178,-0.145,-0.178,-0.145,-0.222,-0.051,-0.066,-0.03,342
2017-01-15 03:29:35,48,House,114,Readjuster Party,5,0.348,-0.296,0.316,-0.182,-0.222,-0.051,-0.066,-0.03,342
2017-01-15 03:29:35,48,Senate,200,Republican Party,40,0.308,-0.252,0.311,-0.193,0.196,-0.121,-0.043,-0.135,78
2017-01-15 03:29:35,48,Senate,114,Readjuster Party,2,0.204,0.233,0.204,0.233,0.196,-0.121,-0.043,-0.135,78
2017-01-15 03:29:35,48,Senate,100,Democratic Party,36,-0.433,-0.052,-0.449,-0.092,0.196,-0.121,-0.043,-0.135,78
2017-01-15 03:29:35,48,President,200,Republican Party,1,0.097,-0.995,0.097,-0.995,0.097,-0.995,0.097,-0.995,1
2017-01-15 03:29:35,49,House,200,Republican Party,143,0.391,0.022,0.384,0.053,-0.224,-0.029,-0.042,-0.029,332
2017-01-15 03:29:35,49,House,329,Ind. Democratic Party,1,-0.181,-0.966,-0.181,-0.966,-0.224,-0.029,-0.042,-0.029,332
2017-01-15 03:29:35,49,House,100,Democratic Party,187,-0.357,-0.052,-0.366,-0.093,-0.224,-0.029,-0.042,-0.029,332
2017-01-15 03:29:35,49,House,326,National Greenbacker Party,1,-0.078,0.997,-0.078,0.997,-0.224,-0.029,-0.042,-0.029,332
2017-01-15 03:29:35,49,Senate,200,Republican Party,45,0.288,-0.218,0.298,-0.159,0.185,-0.121,-0.047,-0.144,84
2017-01-15 03:29:35,49,Senate,100,Democratic Party,39,-0.43,-0.071,-0.446,-0.126,0.185,-0.121,-0.047,-0.144,84
2017-01-15 03:29:35,49,President,100,Democratic Party,1,-0.361,-0.757,-0.361,-0.757,-0.361,-0.757,-0.361,-0.757,1
2017-01-15 03:29:35,50,House,355,Union Labor Party,2,-0.156,0.707,-0.156,0.707,-0.173,-0.08,-0.007,-0.066,329
2017-01-15 03:29:35,50,House,100,Democratic Party,170,-0.379,-0.182,-0.37,-0.196,-0.173,-0.08,-0.007,-0.066,329
2017-01-15 03:29:35,50,House,326,National Greenbacker Party,1,-0.078,0.997,-0.078,0.997,-0.173,-0.08,-0.007,-0.066,329
2017-01-15 03:29:35,50,House,200,Republican Party,153,0.398,0.048,0.395,0.047,-0.173,-0.08,-0.007,-0.066,329
2017-01-15 03:29:35,50,House,331,Ind. Republican Party,2,0.177,0.976,0.177,0.976,-0.173,-0.08,-0.007,-0.066,329
2017-01-15 03:29:35,50,House,328,Independent,1,0.337,0.016,0.337,0.016,-0.173,-0.08,-0.007,-0.066,329
2017-01-15 03:29:35,50,Senate,200,Republican Party,40,0.287,-0.23,0.289,-0.179,0.161,-0.14,-0.071,-0.152,77
2017-01-15 03:29:35,50,Senate,100,Democratic Party,37,-0.457,-0.071,-0.459,-0.123,0.161,-0.14,-0.071,-0.152,77
2017-01-15 03:29:35,50,President,100,Democratic Party,1,-0.361,-0.757,-0.361,-0.757,-0.361,-0.757,-0.361,-0.757,1
2017-01-15 03:29:35,51,House,200,Republican Party,184,0.408,0.056,0.412,0.091,0.172,-0.056,0.031,-0.062,354
2017-01-15 03:29:35,51,House,356,Union Labor Party,1,0.181,0.139,0.181,0.139,0.172,-0.056,0.031,-0.062,354
2017-01-15 03:29:35,51,House,100,Democratic Party,169,-0.381,-0.206,-0.384,-0.23,0.172,-0.056,0.031,-0.062,354
2017-01-15 03:29:35,51,Senate,200,Republican Party,53,0.304,-0.183,0.312,-0.105,0.204,-0.122,-0.007,-0.113,91
2017-01-15 03:29:35,51,Senate,100,Democratic Party,38,-0.447,-0.078,-0.453,-0.124,0.204,-0.122,-0.007,-0.113,91
2017-01-15 03:29:35,51,President,200,Republican Party,1,0.268,-0.182,0.268,-0.182,0.268,-0.182,0.268,-0.182,1
2017-01-15 03:29:35,52,House,200,Republican Party,89,0.426,0.016,0.425,0.044,-0.261,-0.125,-0.139,-0.136,344
2017-01-15 03:29:35,52,House,340,Populist Party,8,-0.159,0.986,-0.166,0.984,-0.261,-0.125,-0.139,-0.136,344
2017-01-15 03:29:35,52,House,100,Democratic Party,247,-0.32,-0.206,-0.341,-0.237,-0.261,-0.125,-0.139,-0.136,344
2017-01-15 03:29:35,52,Senate,200,Republican Party,49,0.305,-0.187,0.311,-0.116,0.075,-0.142,-0.05,-0.13,96
2017-01-15 03:29:35,52,Senate,340,Populist Party,2,-0.083,0.74,-0.083,0.74,0.075,-0.142,-0.05,-0.13,96
2017-01-15 03:29:35,52,Senate,100,Democratic Party,45,-0.43,-0.086,-0.441,-0.185,0.075,-0.142,-0.05,-0.13,96
2017-01-15 03:29:35,52,President,200,Republican Party,1,0.268,-0.182,0.268,-0.182,0.268,-0.182,0.268,-0.182,1
2017-01-15 03:29:35,53,House,100,Democratic Party,228,-0.339,-0.202,-0.352,-0.203,-0.235,-0.115,-0.064,-0.102,375
2017-01-15 03:29:35,53,House,200,Republican Party,133,0.439,-0.032,0.44,-0.001,-0.235,-0.115,-0.064,-0.102,375
2017-01-15 03:29:35,53,House,329,Ind. Democratic Party,2,-0.217,-0.738,-0.217,-0.738,-0.235,-0.115,-0.064,-0.102,375
2017-01-15 03:29:35,53,House,340,Populist Party,11,-0.16,0.986,-0.165,0.892,-0.235,-0.115,-0.064,-0.102,375
2017-01-15 03:29:35,53,House,1060,Silver Party,1,-0.177,-0.067,-0.177,-0.067,-0.235,-0.115,-0.064,-0.102,375
2017-01-15 03:29:35,53,Senate,200,Republican Party,44,0.311,-0.185,0.323,-0.131,-0.166,-0.091,-0.072,-0.112,96
2017-01-15 03:29:35,53,Senate,100,Democratic Party,48,-0.426,-0.024,-0.438,-0.158,-0.166,-0.091,-0.072,-0.112,96
2017-01-15 03:29:35,53,Senate,340,Populist Party,3,-0.108,0.977,-0.127,0.819,-0.166,-0.091,-0.072,-0.112,96
2017-01-15 03:29:35,53,Senate,1060,Silver Party,1,0.252,0.215,0.252,0.215,-0.166,-0.091,-0.072,-0.112,96
2017-01-15 03:29:35,53,President,100,Democratic Party,1,-0.362,-0.758,-0.362,-0.758,-0.362,-0.758,-0.362,-0.758,1
2017-01-15 03:29:35,54,House,200,Republican Party,253,0.43,0.052,0.416,0.039,0.354,0.044,0.166,0.021,366
2017-01-15 03:29:35,54,House,340,Populist Party,9,-0.158,0.974,-0.112,0.896,0.354,0.044,0.166,0.021,366
2017-01-15 03:29:35,54,House,100,Democratic Party,103,-0.422,-0.091,-0.422,-0.1,0.354,0.044,0.166,0.021,366
2017-01-15 03:29:35,54,House,1060,Silver Party,1,-0.177,-0.067,-0.177,-0.067,0.354,0.044,0.166,0.021,366
2017-01-15 03:29:35,54,Senate,200,Republican Party,44,0.322,-0.152,0.346,-0.091,0.075,-0.055,-0.02,-0.078,90
2017-01-15 03:29:35,54,Senate,100,Democratic Party,40,-0.414,-0.106,-0.423,-0.173,0.075,-0.055,-0.02,-0.078,90
2017-01-15 03:29:35,54,Senate,340,Populist Party,4,-0.161,0.976,-0.15,0.858,0.075,-0.055,-0.02,-0.078,90
2017-01-15 03:29:35,54,Senate,1060,Silver Party,2,0.228,0.224,0.228,0.224,0.075,-0.055,-0.02,-0.078,90
2017-01-15 03:29:35,54,President,100,Democratic Party,1,-0.361,-0.757,-0.361,-0.757,-0.361,-0.757,-0.361,-0.757,1
2017-01-15 03:29:35,55,House,354,Silver Republican Party,3,-0.198,0.465,-0.113,0.393,0.32,0.059,0.093,0.055,371
2017-01-15 03:29:35,55,House,100,Democratic Party,132,-0.396,0.122,-0.389,0.062,0.32,0.059,0.093,0.055,371
2017-01-15 03:29:35,55,House,200,Republican Party,212,0.434,-0.047,0.43,-0.042,0.32,0.059,0.093,0.055,371
2017-01-15 03:29:35,55,House,331,Ind. Republican Party,1,0.443,-0.085,0.443,-0.085,0.32,0.059,0.093,0.055,371
2017-01-15 03:29:35,55,House,340,Populist Party,22,-0.254,0.951,-0.249,0.916,0.32,0.059,0.093,0.055,371
2017-01-15 03:29:35,55,House,1060,Silver Party,1,-0.177,-0.067,-0.177,-0.067,0.32,0.059,0.093,0.055,371
2017-01-15 03:29:35,55,Senate,354,Silver Republican Party,5,0.095,0.825,0.067,0.79,0.161,-0.14,0.017,-0.102,95
2017-01-15 03:29:35,55,Senate,100,Democratic Party,37,-0.424,0.0,-0.426,-0.126,0.161,-0.14,0.017,-0.102,95
2017-01-15 03:29:35,55,Senate,200,Republican Party,46,0.374,-0.303,0.381,-0.295,0.161,-0.14,0.017,-0.102,95
2017-01-15 03:29:35,55,Senate,340,Populist Party,5,-0.214,0.968,-0.191,0.835,0.161,-0.14,0.017,-0.102,95
2017-01-15 03:29:35,55,Senate,1060,Silver Party,2,0.228,0.224,0.228,0.224,0.161,-0.14,0.017,-0.102,95
2017-01-15 03:29:35,55,President,200,Republican Party,1,0.232,0.372,0.232,0.372,0.232,0.372,0.232,0.372,1
2017-01-15 03:29:35,56,House,354,Silver Republican Party,2,-0.124,0.249,-0.124,0.249,0.29,0.006,0.058,-0.01,376
2017-01-15 03:29:35,56,House,100,Democratic Party,169,-0.36,-0.011,-0.365,-0.049,0.29,0.006,0.058,-0.01,376
2017-01-15 03:29:35,56,House,200,Republican Party,197,0.442,-0.005,0.437,-0.01,0.29,0.006,0.058,-0.01,376
2017-01-15 03:29:35,56,House,340,Populist Party,7,-0.298,0.954,-0.329,0.859,0.29,0.006,0.058,-0.01,376
2017-01-15 03:29:35,56,House,1060,Silver Party,1,-0.177,-0.067,-0.177,-0.067,0.29,0.006,0.058,-0.01,376
2017-01-15 03:29:35,56,Senate,354,Silver Republican Party,3,0.071,0.825,0.027,0.769,0.287,-0.143,0.107,-0.085,94
2017-01-15 03:29:35,56,Senate,100,Democratic Party,28,-0.432,-0.062,-0.418,-0.097,0.287,-0.143,0.107,-0.085,94
2017-01-15 03:29:35,56,Senate,200,Republican Party,56,0.386,-0.244,0.397,-0.219,0.287,-0.143,0.107,-0.085,94
2017-01-15 03:29:35,56,Senate,340,Populist Party,5,-0.214,0.968,-0.191,0.835,0.287,-0.143,0.107,-0.085,94
2017-01-15 03:29:35,56,Senate,1060,Silver Party,2,0.228,0.224,0.228,0.224,0.287,-0.143,0.107,-0.085,94
2017-01-15 03:29:35,56,President,200,Republican Party,1,0.232,0.372,0.232,0.372,0.232,0.372,0.232,0.372,1
2017-01-15 03:29:35,57,House,200,Republican Party,206,0.444,-0.064,0.448,-0.045,0.342,0.006,0.085,-0.012,372
2017-01-15 03:29:35,57,House,340,Populist Party,5,-0.284,0.542,-0.281,0.524,0.342,0.006,0.085,-0.012,372
2017-01-15 03:29:35,57,House,354,Silver Republican Party,1,-0.198,0.121,-0.198,0.121,0.342,0.006,0.085,-0.012,372
2017-01-15 03:29:35,57,House,100,Democratic Party,160,-0.364,0.042,-0.369,0.012,0.342,0.006,0.085,-0.012,372
2017-01-15 03:29:35,57,Senate,200,Republican Party,60,0.402,-0.295,0.399,-0.19,0.296,-0.187,0.124,-0.11,94
2017-01-15 03:29:35,57,Senate,100,Democratic Party,32,-0.397,-0.011,-0.374,-0.019,0.296,-0.187,0.124,-0.11,94
2017-01-15 03:29:35,57,Senate,340,Populist Party,2,-0.189,0.877,-0.189,0.877,0.296,-0.187,0.124,-0.11,94
2017-01-15 03:29:35,57,President,200,Republican Party,2,0.318,0.425,0.318,0.425,0.318,0.425,0.318,0.425,2
2017-01-15 03:29:35,58,House,200,Republican Party,214,0.444,-0.044,0.45,-0.006,0.339,-0.026,0.086,-0.027,393
2017-01-15 03:29:35,58,House,331,Ind. Republican Party,3,0.58,-0.808,0.585,-0.781,0.339,-0.026,0.086,-0.027,393
2017-01-15 03:29:35,58,House,100,Democratic Party,176,-0.368,0.016,-0.364,-0.04,0.339,-0.026,0.086,-0.027,393
2017-01-15 03:29:35,58,Senate,200,Republican Party,60,0.435,-0.295,0.434,-0.199,0.318,-0.222,0.152,-0.179,93
2017-01-15 03:29:35,58,Senate,100,Democratic Party,33,-0.39,-0.144,-0.361,-0.141,0.318,-0.222,0.152,-0.179,93
2017-01-15 03:29:35,58,President,200,Republican Party,1,0.403,0.476,0.403,0.476,0.403,0.476,0.403,0.476,1
2017-01-15 03:29:35,59,House,200,Republican Party,259,0.444,-0.069,0.445,-0.036,0.382,-0.046,0.158,-0.037,397
2017-01-15 03:29:35,59,House,100,Democratic Party,138,-0.395,-0.007,-0.38,-0.039,0.382,-0.046,0.158,-0.037,397
2017-01-15 03:29:35,59,Senate,200,Republican Party,61,0.432,-0.244,0.436,-0.157,0.33,-0.187,0.143,-0.147,96
2017-01-15 03:29:35,59,Senate,100,Democratic Party,35,-0.395,-0.144,-0.367,-0.13,0.33,-0.187,0.143,-0.147,96
2017-01-15 03:29:35,59,President,200,Republican Party,1,0.403,0.476,0.403,0.476,0.403,0.476,0.403,0.476,1
2017-01-15 03:29:35,60,House,200,Republican Party,230,0.442,-0.029,0.439,-0.002,0.353,-0.024,0.102,-0.026,399
2017-01-15 03:29:35,60,House,331,Ind. Republican Party,1,0.551,-0.746,0.551,-0.746,0.353,-0.024,0.102,-0.026,399
2017-01-15 03:29:35,60,House,100,Democratic Party,168,-0.366,-0.01,-0.36,-0.054,0.353,-0.024,0.102,-0.026,399
2017-01-15 03:29:35,60,Senate,200,Republican Party,65,0.426,-0.19,0.426,-0.094,0.325,-0.183,0.145,-0.128,101
2017-01-15 03:29:35,60,Senate,100,Democratic Party,36,-0.391,-0.176,-0.361,-0.19,0.325,-0.183,0.145,-0.128,101
2017-01-15 03:29:35,60,President,200,Republican Party,1,0.403,0.476,0.403,0.476,0.403,0.476,0.403,0.476,1
2017-01-15 03:29:35,61,House,200,Republican Party,222,0.432,-0.051,0.427,-0.035,0.329,-0.018,0.079,-0.028,401
2017-01-15 03:29:35,61,House,100,Democratic Party,179,-0.365,0.018,-0.353,-0.018,0.329,-0.018,0.079,-0.028,401
2017-01-15 03:29:35,61,Senate,200,Republican Party,63,0.417,-0.129,0.417,-0.066,0.317,-0.167,0.124,-0.139,101
2017-01-15 03:29:35,61,Senate,100,Democratic Party,38,-0.38,-0.205,-0.361,-0.262,0.317,-0.167,0.124,-0.139,101
2017-01-15 03:29:35,61,President,200,Republican Party,1,0.175,-0.985,0.175,-0.985,0.175,-0.985,0.175,-0.985,1
2017-01-15 03:29:35,62,House,200,Republican Party,169,0.414,-0.004,0.414,0.031,-0.193,-0.002,-0.017,-0.006,408
2017-01-15 03:29:35,62,House,380,Socialist Party,1,0.176,0.635,0.176,0.635,-0.193,-0.002,-0.017,-0.006,408
2017-01-15 03:29:35,62,House,100,Democratic Party,237,-0.32,-0.002,-0.325,-0.039,-0.193,-0.002,-0.017,-0.006,408
2017-01-15 03:29:35,62,House,213,Progressive Republican Party,1,0.11,0.866,0.11,0.866,-0.193,-0.002,-0.017,-0.006,408
2017-01-15 03:29:35,62,Senate,200,Republican Party,57,0.417,-0.128,0.407,-0.023,0.195,-0.142,0.069,-0.095,108
2017-01-15 03:29:35,62,Senate,100,Democratic Party,51,-0.298,-0.162,-0.31,-0.176,0.195,-0.142,0.069,-0.095,108
2017-01-15 03:29:35,62,President,200,Republican Party,1,0.175,-0.985,0.175,-0.985,0.175,-0.985,0.175,-0.985,1
2017-01-15 03:29:35,63,House,200,Republican Party,138,0.401,0.12,0.404,0.049,-0.222,0.049,-0.076,-0.007,449
2017-01-15 03:29:35,63,House,328,Independent,1,0.083,0.203,0.083,0.203,-0.222,0.049,-0.076,-0.007,449
2017-01-15 03:29:35,63,House,370,Progressive Party,9,0.29,0.557,0.289,0.401,-0.222,0.049,-0.076,-0.007,449
2017-01-15 03:29:35,63,House,100,Democratic Party,301,-0.304,0.025,-0.308,-0.045,-0.222,0.049,-0.076,-0.007,449
2017-01-15 03:29:35,63,Senate,200,Republican Party,44,0.417,-0.038,0.407,0.03,-0.143,-0.095,0.023,-0.066,101
2017-01-15 03:29:35,63,Senate,370,Progressive Party,1,0.199,0.341,0.199,0.341,-0.143,-0.095,0.023,-0.066,101
2017-01-15 03:29:35,63,Senate,100,Democratic Party,56,-0.278,-0.141,-0.281,-0.15,-0.143,-0.095,0.023,-0.066,101
2017-01-15 03:29:35,63,President,100,Democratic Party,1,-0.398,-0.559,-0.398,-0.559,-0.398,-0.559,-0.398,-0.559,1
2017-01-15 03:29:35,64,House,100,Democratic Party,234,-0.318,0.169,-0.314,0.082,-0.103,0.105,0.023,0.026,443
2017-01-15 03:29:35,64,House,200,Republican Party,200,0.41,0.013,0.41,-0.044,-0.103,0.105,0.023,0.026,443
2017-01-15 03:29:35,64,House,328,Independent,1,0.083,0.203,0.083,0.203,-0.103,0.105,0.023,0.026,443
2017-01-15 03:29:35,64,House,370,Progressive Party,6,0.313,-0.059,0.246,-0.033,-0.103,0.105,0.023,0.026,443
2017-01-15 03:29:35,64,House,347,Prohibitionist Party,1,0.026,0.591,0.026,0.591,-0.103,0.105,0.023,0.026,443
2017-01-15 03:29:35,64,House,380,Socialist Party,1,-0.026,0.512,-0.026,0.512,-0.103,0.105,0.023,0.026,443
2017-01-15 03:29:35,64,Senate,200,Republican Party,42,0.432,-0.05,0.422,0.025,-0.175,-0.057,0.012,-0.045,100
2017-01-15 03:29:35,64,Senate,100,Democratic Party,58,-0.286,-0.064,-0.285,-0.095,-0.175,-0.057,0.012,-0.045,100
2017-01-15 03:29:35,64,President,100,Democratic Party,1,-0.398,-0.558,-0.398,-0.558,-0.398,-0.558,-0.398,-0.558,1
2017-01-15 03:29:35,65,House,100,Democratic Party,225,-0.312,0.201,-0.308,0.119,0.002,0.121,0.049,0.049,454
2017-01-15 03:29:35,65,House,200,Republican Party,223,0.4,0.0,0.408,-0.03,0.002,0.121,0.049,0.049,454
2017-01-15 03:29:35,65,House,331,Ind. Republican Party,1,0.178,0.036,0.178,0.036,0.002,0.121,0.049,0.049,454
2017-01-15 03:29:35,65,House,370,Progressive Party,3,0.214,0.233,0.134,0.291,0.002,0.121,0.049,0.049,454
2017-01-15 03:29:35,65,House,347,Prohibitionist Party,1,0.026,0.591,0.026,0.591,0.002,0.121,0.049,0.049,454
2017-01-15 03:29:35,65,House,380,Socialist Party,1,-0.026,0.512,-0.026,0.512,0.002,0.121,0.049,0.049,454
2017-01-15 03:29:35,65,Senate,200,Republican Party,47,0.403,-0.044,0.419,0.033,-0.178,-0.065,0.025,-0.055,108
2017-01-15 03:29:35,65,Senate,100,Democratic Party,61,-0.269,-0.137,-0.279,-0.123,-0.178,-0.065,0.025,-0.055,108
2017-01-15 03:29:35,65,President,100,Democratic Party,1,-0.398,-0.559,-0.398,-0.559,-0.398,-0.559,-0.398,-0.559,1
2017-01-15 03:29:35,66,House,356,Union Labor Party,1,-0.077,0.786,-0.077,0.786,0.276,0.135,0.081,0.06,455
2017-01-15 03:29:35,66,House,200,Republican Party,248,0.409,0.058,0.405,0.002,0.276,0.135,0.081,0.06,455
2017-01-15 03:29:35,66,House,331,Ind. Republican Party,1,0.194,0.981,0.194,0.981,0.276,0.135,0.081,0.06,455
2017-01-15 03:29:35,66,House,100,Democratic Party,204,-0.32,0.258,-0.311,0.12,0.276,0.135,0.081,0.06,455
2017-01-15 03:29:35,66,House,347,Prohibitionist Party,1,0.026,0.591,0.026,0.591,0.276,0.135,0.081,0.06,455
2017-01-15 03:29:35,66,Senate,200,Republican Party,51,0.426,-0.055,0.425,0.033,0.098,-0.069,0.069,-0.062,101
2017-01-15 03:29:35,66,Senate,100,Democratic Party,50,-0.281,-0.14,-0.293,-0.158,0.098,-0.069,0.069,-0.062,101
2017-01-15 03:29:35,66,President,100,Democratic Party,1,-0.398,-0.558,-0.398,-0.558,-0.398,-0.558,-0.398,-0.558,1
2017-01-15 03:29:35,67,House,200,Republican Party,311,0.403,0.041,0.395,0.006,0.336,0.146,0.178,0.103,451
2017-01-15 03:29:35,67,House,380,Socialist Party,1,-0.026,0.512,-0.026,0.512,0.336,0.146,0.178,0.103,451
2017-01-15 03:29:35,67,House,331,Ind. Republican Party,1,0.452,-0.062,0.452,-0.062,0.336,0.146,0.178,0.103,451
2017-01-15 03:29:35,67,House,100,Democratic Party,138,-0.312,0.408,-0.31,0.318,0.336,0.146,0.178,0.103,451
2017-01-15 03:29:35,67,Senate,200,Republican Party,66,0.432,0.042,0.421,0.063,0.271,-0.055,0.158,-0.012,105
2017-01-15 03:29:35,67,Senate,100,Democratic Party,39,-0.269,-0.137,-0.286,-0.139,0.271,-0.055,0.158,-0.012,105
2017-01-15 03:29:35,67,President,200,Republican Party,1,0.445,-0.748,0.445,-0.748,0.445,-0.748,0.445,-0.748,1
2017-01-15 03:29:35,68,House,200,Republican Party,233,0.413,0.109,0.407,0.054,0.208,0.22,0.072,0.15,453
2017-01-15 03:29:35,68,House,380,Socialist Party,1,0.176,0.635,0.176,0.635,0.208,0.22,0.072,0.15,453
2017-01-15 03:29:35,68,House,100,Democratic Party,217,-0.279,0.383,-0.289,0.243,0.208,0.22,0.072,0.15,453
2017-01-15 03:29:35,68,House,537,Farmer-Labor Party,2,0.151,0.988,0.151,0.988,0.208,0.22,0.072,0.15,453
2017-01-15 03:29:35,68,Senate,200,Republican Party,59,0.43,0.053,0.414,0.061,0.225,0.048,0.134,0.015,104
2017-01-15 03:29:35,68,Senate,537,Farmer-Labor Party,2,0.19,0.908,0.19,0.908,0.225,0.048,0.134,0.015,104
2017-01-15 03:29:35,68,Senate,100,Democratic Party,43,-0.259,-0.028,-0.253,-0.09,0.225,0.048,0.134,0.015,104
2017-01-15 03:29:35,68,President,200,Republican Party,2,0.42,-0.218,0.42,-0.218,0.42,-0.218,0.42,-0.218,2
2017-01-15 03:29:35,69,House,100,Democratic Party,185,-0.265,0.521,-0.281,0.329,0.265,0.205,0.108,0.153,440
2017-01-15 03:29:35,69,House,200,Republican Party,250,0.401,0.053,0.395,0.009,0.265,0.205,0.108,0.153,440
2017-01-15 03:29:35,69,House,522,American Labor Party,1,0.208,0.66,0.208,0.66,0.265,0.205,0.108,0.153,440
2017-01-15 03:29:35,69,House,537,Farmer-Labor Party,3,0.151,0.988,0.075,0.921,0.265,0.205,0.108,0.153,440
2017-01-15 03:29:35,69,House,380,Socialist Party,1,0.176,0.635,0.176,0.635,0.265,0.205,0.108,0.153,440
2017-01-15 03:29:35,69,Senate,200,Republican Party,61,0.419,0.14,0.398,0.145,0.221,0.046,0.123,0.056,105
2017-01-15 03:29:35,69,Senate,537,Farmer-Labor Party,1,0.21,0.978,0.21,0.978,0.221,0.046,0.123,0.056,105
2017-01-15 03:29:35,69,Senate,100,Democratic Party,43,-0.267,-0.055,-0.269,-0.092,0.221,0.046,0.123,0.056,105
2017-01-15 03:29:35,69,President,200,Republican Party,1,0.396,0.31,0.396,0.31,0.396,0.31,0.396,0.31,1
2017-01-15 03:29:35,70,House,200,Republican Party,241,0.39,0.055,0.382,0.02,0.214,0.194,0.081,0.155,442
2017-01-15 03:29:35,70,House,380,Socialist Party,1,0.176,0.635,0.176,0.635,0.214,0.194,0.081,0.155,442
2017-01-15 03:29:35,70,House,100,Democratic Party,198,-0.266,0.523,-0.286,0.309,0.214,0.194,0.081,0.155,442
2017-01-15 03:29:35,70,House,537,Farmer-Labor Party,2,0.037,0.887,0.037,0.887,0.214,0.194,0.081,0.155,442
2017-01-15 03:29:35,70,Senate,200,Republican Party,53,0.417,0.14,0.393,0.149,0.133,0.043,0.078,0.063,102
2017-01-15 03:29:35,70,Senate,537,Farmer-Labor Party,1,0.21,0.978,0.21,0.978,0.133,0.043,0.078,0.063,102
2017-01-15 03:29:35,70,Senate,100,Democratic Party,48,-0.263,-0.034,-0.273,-0.05,0.133,0.043,0.078,0.063,102
2017-01-15 03:29:35,70,President,200,Republican Party,1,0.395,0.314,0.395,0.314,0.395,0.314,0.395,0.314,1
2017-01-15 03:29:35,71,House,200,Republican Party,277,0.376,0.054,0.369,0.015,0.259,0.175,0.117,0.125,452
2017-01-15 03:29:35,71,House,537,Farmer-Labor Party,2,-0.014,0.35,-0.014,0.35,0.259,0.175,0.117,0.125,452
2017-01-15 03:29:35,71,House,100,Democratic Party,173,-0.265,0.515,-0.284,0.298,0.259,0.175,0.117,0.125,452
2017-01-15 03:29:35,71,Senate,200,Republican Party,64,0.418,0.046,0.403,0.068,0.221,0.041,0.126,0.054,109
