date_generated,id,congress,chamber,rollnumber,date,keyvote,question,description,yea,nay,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-02-01 05:20:49,RS0730001,73,Senate,1,1933-03-06,,,EMERGENCY BANKING RELIEF,77,8,Banking and Finance,,Budget Special Interest,,Government Management,-0.619,0.786,-0.053,1.147,-0.25,0.882,-17.827506,0.811
2017-02-01 05:20:49,RS0730002,73,Senate,2,1933-03-13,,,REDUCE GOVT EXPENDITURES (TABLE),62,20,,,Budget General Interest,,Government Management,0.411,0.387,0.068,0.54,0.05,0.768,-33.858892,0.662
2017-02-01 05:20:49,RS0730003,73,Senate,3,1933-03-14,,,REDUCE GOVT EXPENDS--DISMISS CERTAIN CASES IN FEDERAL COUR,19,59,Judiciary,,Budget Special Interest,,Government Management,-0.681,0.544,0.122,0.374,0.211,0.808,-34.292463,0.644
2017-02-01 05:20:49,RS0730004,73,Senate,4,1933-03-15,,,REDUCE MILITARY PENSIONS & DISABILITY 15%,18,65,Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,-0.257,0.774,-0.048,-0.788,0.333,0.855,-24.704128,0.743
2017-02-01 05:20:49,RS0730005,73,Senate,5,1933-03-15,,,REDUCE MILITARY PENSIONS & DISABILITY NO MORE THAN 25%,31,47,Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,-0.537,0.427,-0.009,-0.757,0.419,0.769,-36.069937,0.63
2017-02-01 05:20:49,RS0730006,73,Senate,6,1933-03-15,,,REDUCE GOVT EXPS--SET MILEAGE ALLOWANCE FOR SENATORS,35,42,Congressional Pay and Benefits,,Budget Special Interest,,Government Management,-0.319,-0.115,0.044,-0.124,0.057,0.571,-50.049314,0.522
2017-02-01 05:20:49,RS0730007,73,Senate,7,1933-03-15,,,REDUCE GOVT EXPS--SET COMP AT NO LESS THAN $1000 ANNUAL,34,44,Congressional Pay and Benefits,,Budget Special Interest,,Government Management,0.309,0.107,-0.05,-0.412,0.441,0.756,-40.100784,0.598
2017-02-01 05:20:49,RS0730008,73,Senate,8,1933-03-15,,,REDUCE GOVT EXPENDITURES (PASS),70,17,,,Budget General Interest,,Government Management,0.63,-0.206,0.377,1.218,0.529,0.908,-19.882451,0.796
2017-02-01 05:20:49,RS0730009,73,Senate,9,1933-03-16,,,Cullen–Harrison Act,36,40,Tax rates,Temperance and Liquor,Budget Special Interest,,Government Management,0.669,-0.743,-0.079,-0.267,0.083,0.566,-49.377942,0.522
2017-02-01 05:20:49,RS0730010,73,Senate,10,1933-03-16,,,Cullen–Harrison Act,53,24,Temperance and Liquor,,Regulation Special Interest,,Government Management,0.28,-0.946,-0.089,-0.271,0.333,0.792,-40.034303,0.595
