date_generated,id,congress,chamber,rollnumber,date,keyvote,question,description,yea,nay,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-02-01 05:20:49,RH0800001,80,House,1,1947-01-03,,,ELEC. SPEAKER,244,182,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,-0.024,-0.005,-0.673,1.428,1.0,1.0,-4.025037,0.991
2017-02-01 05:20:49,RH0800002,80,House,2,1947-01-29,,,CONT. WAR EXCISE TAXES,375,36,Tax rates,,Budget General Interest,,Government Management,-0.436,-0.699,-0.134,-0.177,0.083,0.92,-96.784963,0.79
2017-02-01 05:20:49,RH0800003,80,House,3,1947-02-06,CQ,,2-TERM PRES. CONST. AMEND.,289,124,Constitutional Amendments,,Government Organization,,Government Management,-0.218,-0.132,-0.376,0.321,0.685,0.905,-68.646095,0.847
2017-02-01 05:20:49,RH0800004,80,House,4,1947-02-18,,,REFUSAL OF GERHART EISLER TESTIFY TO HUAAC,370,1,Communists/Communism/Unamerican Activities,,Internal Organization,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 05:20:49,RH0800005,80,House,5,1947-02-18,,,1947 DEFICIENCIES IN APPS.,319,26,,,Budget Special Interest,,Government Management,-0.425,-0.024,-0.721,-0.482,0.615,0.971,-21.013132,0.941
2017-02-01 05:20:49,RH0800006,80,House,6,1947-02-20,,,1948 CEILING FOR EXPENDITURES,242,187,Budget resolution ,,Budget General Interest,,Government Management,-0.058,-0.047,-0.642,1.126,0.995,0.998,-8.944154,0.979
2017-02-01 05:20:49,RH0800007,80,House,7,1947-02-20,,,1948 CEILING FOR EXPENDITURES,178,243,Budget resolution ,,Budget General Interest,,Government Management,-0.193,-0.4,0.484,-0.849,0.983,0.993,-19.974948,0.954
2017-02-01 05:20:49,RH0800008,80,House,8,1947-02-20,,,1948 CEILING FOR EXPENDITURES,251,171,Budget resolution ,,Budget General Interest,,Government Management,-0.083,-0.018,-0.316,0.365,0.918,0.967,-44.082491,0.901
2017-02-01 05:20:49,RH0800009,80,House,9,1947-02-24,,,DAYLIGHT SAVINGS TIME IN D.C.,130,216,,,D. C.,Domestic Social Policy,Government Management,0.48,-0.466,0.035,0.371,0.277,0.728,-193.20869,0.572
2017-02-01 05:20:49,RH0800010,80,House,10,1947-02-26,,,INVEST. BY ED. & LAB. COMM.,354,34,Impeachments and Investigations,,Internal Organization,,Government Management,-0.415,0.112,-0.316,-0.287,0.441,0.951,-39.243327,0.904
2017-02-01 05:20:49,RH0800011,80,House,11,1947-02-26,,,INVEST. SUPPLY OF PAPER IN U.S.,274,106,Impeachments and Investigations,,Government Organization,,Government Management,-0.203,0.028,-0.164,0.09,0.415,0.836,-127.274142,0.715
2017-02-01 05:20:49,RH0800012,80,House,12,1947-02-26,,,INVEST. PROBS. OF SMALL BUSINESSES,271,93,Impeachments and Investigations,,Government Organization,,Government Management,-0.389,-0.092,-0.13,0.252,0.355,0.835,-134.126774,0.692
2017-02-01 05:20:49,RH0800013,80,House,13,1947-02-28,,,DEFINE & LIMIT JURISDICTION U.S. CTS.,348,59,Judiciary,,Domestic Social Policy,,Civil Liberties,-0.259,-0.06,-0.62,-0.986,0.879,0.983,-29.073306,0.931
2017-02-01 05:20:49,RH0800014,80,House,14,1947-03-04,,,INVEST. GOVT. REGULATORY ACTIVITY,311,49,Impeachments and Investigations,,Internal Organization,,Government Management,-0.357,-0.029,-0.274,-0.005,0.429,0.922,-63.075981,0.839
2017-02-01 05:20:49,RH0800015,80,House,15,1947-03-04,,,END IN 6 MONTHS FARM LABOR SUPPLY PROGRAM,250,117,Unemployment/Jobs,,Regulation Special Interest,,Agriculture,-0.705,0.132,-0.062,-0.443,0.154,0.73,-188.964228,0.598
2017-02-01 05:20:49,RH0800016,80,House,16,1947-03-11,,,1947 DEFICIENCIES IN APPS.,349,56,,,Budget Special Interest,,Government Management,-0.191,-0.444,-0.532,-0.656,0.786,0.97,-34.373129,0.919
2017-02-01 05:20:49,RH0800017,80,House,17,1947-03-11,,,1948 TREAS. & POST OFFICE APPS.,388,0,,,Budget Special Interest,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 05:20:49,RH0800018,80,House,18,1947-03-20,,,AMEND FEDERAL RESERVE SYSTEM,308,55,Banking and Finance,,Budget General Interest,,Government Management,0.472,-0.209,0.173,-0.141,0.018,0.851,-114.829638,0.729
2017-02-01 05:20:49,RH0800019,80,House,19,1947-03-21,,,DISTRIBUTION & PRICING OF SUGAR,288,55,Agriculture,,Regulation Special Interest,,Agriculture,0.401,0.361,0.152,0.161,0.2,0.871,-117.580604,0.71
2017-02-01 05:20:49,RH0800020,80,House,20,1947-03-24,,,STRIKE REMARKS OF SABATH FROM RECORD,324,1,,,Internal Organization,,Miscellaneous Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 05:20:49,RH0800021,80,House,21,1947-03-25,,,APPS. FOR DEPT. OF LABOR,183,224,,,Budget Special Interest,,Government Management,0.059,0.032,0.343,-0.307,0.923,0.966,-43.616452,0.898
2017-02-01 05:20:49,RH0800022,80,House,22,1947-03-25,,,APPS. FOR DEPT. OF LABOR,348,46,,,Budget Special Interest,,Government Management,-0.383,0.104,-0.277,-0.182,0.543,0.947,-50.472015,0.88
2017-02-01 05:20:49,RH0800023,80,House,23,1947-03-27,,,REDUCE INCOME TAXES,178,243,Tax rates,,Budget General Interest,,Government Management,-0.036,-0.034,0.286,-0.488,0.961,0.983,-33.67638,0.923
2017-02-01 05:20:49,RH0800024,80,House,24,1947-03-27,,,REDUCE INCOME TAXES,278,142,Tax rates,,Budget General Interest,,Government Management,-0.304,-0.579,-0.249,0.322,0.683,0.893,-88.257337,0.81
2017-02-01 05:20:49,RH0800025,80,House,25,1947-04-15,,,TAFT-HARTLEY ACT,329,57,Union Regulation/Davis-Bacon/Situs Picketing,,Regulation General Interest,,Social Welfare,-0.306,0.052,-0.407,-0.598,0.842,0.977,-34.214473,0.915
2017-02-01 05:20:49,RH0800026,80,House,26,1947-04-17,,,Labor Management Relations Act of 1947,126,295,Union Regulation/Davis-Bacon/Situs Picketing,,Regulation General Interest,,Social Welfare,-0.134,0.224,0.277,0.33,0.624,0.888,-108.738779,0.772
2017-02-01 05:20:49,RH0800027,80,House,27,1947-04-17,,,Labor Management Relations Act of 1947,312,111,Union Regulation/Davis-Bacon/Situs Picketing,,Regulation General Interest,,Social Welfare,-0.26,0.548,-0.279,-0.361,0.609,0.898,-102.835596,0.784
2017-02-01 05:20:49,RH0800028,80,House,28,1947-04-22,,,REFUSAL OF LEON JOSEPHSON TO TESTIFY B4 HUAAC,357,2,Communists/Communism/Unamerican Activities,,Internal Organization,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 05:20:49,RH0800029,80,House,29,1947-04-25,,,APPS. DEPT. OF INTERIOR,167,224,,,Budget Special Interest,,Government Management,-0.094,-0.445,0.252,-0.259,0.88,0.949,-66.819949,0.843
2017-02-01 05:20:49,RH0800030,80,House,30,1947-04-25,,,APPS. DEPT. OF INTERIOR,325,47,,,Budget Special Interest,,Government Management,-0.376,-0.062,-0.204,-0.183,0.66,0.957,-68.514409,0.832
2017-02-01 05:20:49,RH0800031,80,House,31,1947-04-28,,,DAYLIGHT SAVINGS TIME IN D.C.,228,155,,,D. C.,Domestic Social Policy,Government Management,0.561,-0.452,0.093,0.327,0.245,0.695,-219.05415,0.564
2017-02-01 05:20:49,RH0800032,80,House,32,1947-04-30,,,$200M NOT $350M WAR RELIEF ASST.,231,172,Humanitarian Assistance (foreign),,Foreign Policy Budget,,Foreign and Defense Policy,-0.043,0.67,-0.274,-0.138,0.686,0.866,-125.174825,0.733
2017-02-01 05:20:49,RH0800033,80,House,33,1947-04-30,,,PROHIBIT FUNDS COUNTRIES DOMINATED BY USSR,324,75,Humanitarian Assistance (foreign),,Foreign Policy Budget,,Foreign and Defense Policy,-0.265,-0.073,-0.245,-0.044,0.453,0.897,-86.912303,0.804
2017-02-01 05:20:49,RH0800034,80,House,34,1947-04-30,,,WAR RELIEF ASST.,335,68,Humanitarian Assistance (foreign),,Foreign Policy Budget,,Foreign and Defense Policy,0.242,0.53,0.167,0.357,0.206,0.866,-131.384094,0.722
2017-02-01 05:20:49,RH0800035,80,House,35,1947-05-01,,,REPEAL RENT CONTROL CERT. HOUSING,197,205,Housing/Housing Programs/Rent Control,,Regulation Special Interest,,Social Welfare,-0.405,-0.914,0.16,-0.4,0.751,0.878,-141.411858,0.703
2017-02-01 05:20:49,RH0800036,80,House,36,1947-05-01,CQ,,REPEAL RENT CONTROL CERT. HOUSING,209,186,Housing/Housing Programs/Rent Control,,Regulation Special Interest,,Social Welfare,-0.649,-0.654,-0.056,0.215,0.253,0.648,-246.9124,0.535
2017-02-01 05:20:49,RH0800037,80,House,37,1947-05-09,CQ,,ASST. TO GREECE & TURKEY,295,115,,,Foreign Policy Budget,,Foreign and Defense Policy,0.432,0.902,0.147,-0.058,0.313,0.807,-178.596543,0.647
2017-02-01 05:20:49,RH0800038,80,House,38,1947-05-21,,,WAR RELIEF ASST.,188,224,Humanitarian Assistance (foreign),,Foreign Policy Budget,,Foreign and Defense Policy,0.117,0.09,-0.232,-0.165,0.601,0.818,-153.167196,0.69
2017-02-01 05:20:49,RH0800039,80,House,39,1947-05-21,,,APPS. DEPT. OF AGRICULTURE,295,91,Agriculture,,Budget Special Interest,,Agriculture,0.144,0.58,0.202,0.375,0.352,0.847,-137.907062,0.7
2017-02-01 05:20:49,RH0800040,80,House,40,1947-05-27,,,APPS. DEPT. OF AGRICULTURE,209,190,Agriculture,,Budget Special Interest,,Agriculture,0.026,-0.278,-0.393,1.297,0.884,0.945,-52.421942,0.877
2017-02-01 05:20:49,RH0800041,80,House,41,1947-05-28,,,APPS. DEPT. OF AGRICULTURE,205,211,Agriculture,,Budget Special Interest,,Agriculture,-0.145,-0.63,0.347,-0.881,0.937,0.969,-49.261262,0.888
2017-02-01 05:20:49,RH0800042,80,House,42,1947-05-28,,,APPS. DEPT. OF AGRICULTURE,330,53,Agriculture,,Budget Special Interest,,Agriculture,-0.354,-0.127,-0.222,-0.126,0.66,0.953,-69.754432,0.833
2017-02-01 05:20:49,RH0800043,80,House,43,1947-06-02,,,REDUCE INCOME TAXES,248,127,Tax rates,,Budget General Interest,,Government Management,-0.236,-0.153,-0.276,0.284,0.63,0.874,-82.01244,0.804
2017-02-01 05:20:49,RH0800044,80,House,44,1947-06-04,,,LABOR MANAGEMENT RELATIONS ACT,326,85,Union Regulation/Davis-Bacon/Situs Picketing,,Regulation General Interest,,Social Welfare,-0.281,0.352,-0.321,-0.44,0.718,0.941,-68.810704,0.846
2017-02-01 05:20:49,RH0800045,80,House,45,1947-06-13,,,PROMOTE INTERCHANGE OF PRSNS W/OTHER COUNTRIES,305,28,,,Foreign Policy Budget,,Foreign and Defense Policy,0.522,-0.006,0.231,0.038,0.214,0.934,-62.98962,0.828
2017-02-01 05:20:49,RH0800046,80,House,46,1947-06-16,,,INC. PAY CADETS & MIDSHIPMEN,304,53,,,Defense Policy Budget,,Foreign and Defense Policy,0.519,0.12,0.138,0.05,0.094,0.866,-124.429509,0.706
2017-02-01 05:20:49,RH0800047,80,House,47,1947-06-16,,,PROVIDE SUPPORT FOR WOOL,171,197,Agriculture,,Budget Special Interest,,Agriculture,0.084,-0.217,0.184,0.148,0.602,0.815,-153.292407,0.659
2017-02-01 05:20:49,RH0800048,80,House,48,1947-06-17,,,REDUCE INCOME TAXES,268,137,Tax rates,,Budget General Interest,,Government Management,-0.265,-0.423,-0.29,0.348,0.737,0.911,-74.066397,0.833
2017-02-01 05:20:49,RH0800049,80,House,49,1947-06-20,CQ,,LABOR MANAGEMENT RELATIONS ACT,337,86,Union Regulation/Davis-Bacon/Situs Picketing,,Regulation General Interest,,Social Welfare,-0.268,0.364,-0.362,-0.463,0.721,0.943,-63.593758,0.86
2017-02-01 05:20:49,RH0800050,80,House,50,1947-06-20,,,PROMOTE INTERCHANGE OF PRSNS W/OTHER COUNTRIES,303,63,,,Foreign Policy Budget,,Foreign and Defense Policy,0.427,0.189,0.193,0.002,0.127,0.849,-116.258045,0.728
2017-02-01 05:20:49,RH0800051,80,House,51,1947-06-24,,,PROMOTE INTERCHANGE OF PRSNS W/OTHER COUNTRIES,283,107,,,Foreign Policy Budget,,Foreign and Defense Policy,0.296,-0.002,0.201,0.08,0.374,0.828,-144.136714,0.691
2017-02-01 05:20:49,RH0800052,80,House,52,1947-06-24,,,AMEND RECONS. FIN. ACT,175,213,,,Budget Special Interest,,Government Management,0.075,0.203,0.244,-0.249,0.903,0.956,-64.806049,0.846
2017-02-01 05:20:49,RH0800053,80,House,53,1947-06-24,,,AMEND RECONS. FIN. ACT,335,4,,,Budget Special Interest,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 05:20:49,RH0800054,80,House,54,1947-06-24,,,PROVIDE REVENUE TO D.C.,255,110,,,D. C.,Budget Special Interest,Government Management,0.026,-0.998,0.052,-0.179,-0.028,0.692,-204.683549,0.571
2017-02-01 05:20:49,RH0800055,80,House,55,1947-06-30,,,SP/AM & CIVIL WAR VETS. & DEPENDENTS,339,0,Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 05:20:49,RH0800056,80,House,56,1947-06-30,CQ,,ADMIT HAWAII INTO UNION,200,137,,,Government Organization,,Government Management,-0.482,0.417,0.01,0.366,0.394,0.754,-185.79497,0.576
2017-02-01 05:20:49,RH0800057,80,House,57,1947-07-07,,,AMEND ARMED FORCES LEAVE ACT,388,0,,,Defense Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 05:20:49,RH0800058,80,House,58,1947-07-07,,,JUDICIAL CODE & JUDICIARY,342,23,Judiciary,,Domestic Social Policy,,Civil Liberties,0.805,0.231,0.154,0.001,0.0,0.937,-82.004845,0.799
2017-02-01 05:20:49,RH0800059,80,House,59,1947-07-08,,,REDUCE INCOME TAXES,158,268,Tax rates,,Budget General Interest,,Government Management,-0.168,-0.049,0.191,-0.278,0.785,0.92,-100.852788,0.789
2017-02-01 05:20:49,RH0800060,80,House,60,1947-07-08,,,REDUCE INCOME TAXES,305,115,Tax rates,,Budget General Interest,,Government Management,-0.254,-0.061,-0.245,0.191,0.6,0.89,-100.734137,0.787
2017-02-01 05:20:49,RH0800061,80,House,61,1947-07-10,,,WHAT TO DO IF PRES/V-PRES. DISABLED,366,12,,,Government Organization,,Government Management,0.654,0.628,0.148,0.65,0.0,0.968,-43.702748,0.891
2017-02-01 05:20:49,RH0800062,80,House,62,1947-07-11,,,AMEND NATURAL GAS ACT OF 1938,91,280,,,Regulation Special Interest,,Government Management,-0.211,0.061,0.191,0.155,0.549,0.889,-108.708175,0.746
2017-02-01 05:20:49,RH0800063,80,House,63,1947-07-15,,,PREVENT DISLOYAL PRSNS APPTED TO GOVT. OFFICE,342,41,Communists/Communism/Unamerican Activities,,Domestic Social Policy,,Civil Liberties,-0.381,0.203,-0.325,-0.286,0.659,0.963,-40.406676,0.9
2017-02-01 05:20:49,RH0800064,80,House,64,1947-07-15,,,PREVENT DISLOYAL PRSNS APPTED TO GOVT. OFFICE,143,258,Communists/Communism/Unamerican Activities,,Domestic Social Policy,,Civil Liberties,-0.063,0.023,0.169,0.108,0.524,0.83,-158.412998,0.674
2017-02-01 05:20:49,RH0800065,80,House,65,1947-07-15,,,PREVENT DISLOYAL PRSNS APPTED TO GOVT. OFFICE,323,65,Communists/Communism/Unamerican Activities,,Domestic Social Policy,,Civil Liberties,-0.281,0.015,-0.204,-0.138,0.446,0.907,-91.029663,0.791
2017-02-01 05:20:49,RH0800066,80,House,66,1947-07-17,,,AMEND EMPLOYERS' LIABILITY ACT,208,193,,,Regulation Special Interest,,Social Welfare,-0.367,0.788,-0.103,-0.32,0.385,0.705,-222.276498,0.574
2017-02-01 05:20:49,RH0800067,80,House,67,1947-07-18,,,APPS. DEPT. OF AGRICULTURE,196,206,Agriculture,,Budget Special Interest,,Agriculture,-0.04,-0.339,0.244,-0.964,0.841,0.923,-71.1816,0.838
2017-02-01 05:20:49,RH0800068,80,House,68,1947-07-18,CQ,,REDUCE INCOME TAXES,307,112,Tax rates,,Budget General Interest,,Government Management,-0.25,-0.105,-0.245,0.186,0.58,0.888,-97.333926,0.793
