date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-19 13:03:23,RS0940001,94,Senate,1,1975-01-27,,88,6,"TO AGREE TO S. RES. 21, CREATING A SELECT COMMITTEE TO STUDY GOVERNMENTAL INTELLIGENCE GATHERING ACTIVITIES, TO BE CHAIRED BY SEN. CHURCH.",CIA/Spying/Intelligence,,Internal Organization,,Miscellaneous Policy,-2.269347108016783,1.5075659174919607,0.236,0.972,0.144,0.367,0.167,0.947,-15.993759,
2016-10-19 13:03:23,RS0940002,94,Senate,2,1975-01-28,,38,61,"TO AGREE TO A MOTION (IN THE NATURE OF A SUBSTITUTE FOR MANSFIELD MOTION) CALLING FOR THE SEATING OF LOUIS C. WYMAN, REPUBLICAN CONTESTANT FOR NEW HAMPSHIRE SENATE SEAT, WITHOUT PREJUDICE TO MR. DURKIN, AND REFERRING THE MATTER TO THE COMMITTEE ON RULES ND ADMINISTRATION",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,6.573649747751461,0.21653437043213164,0.081,0.749,-0.466,0.41,0.947,0.98,-8.087827,
2016-10-19 13:03:23,RS0940003,94,Senate,3,1975-01-28,,43,56,"TO AGREE TO A MOTION (IN THE NATURE OF A SUBSTITUTE FOR THE MANSFIELD MOTION, SEE VAR. 13) DECLARING THE NEW HAMPSHIRE SENATE SEAT VACANT SUBJECT TO THE CALLING OF A SPECIAL ELECTION ON THAT STATE.",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,11.458825536315082,1.3956238645646188,-0.167,-0.518,-0.739,0.373,0.93,0.97,-5.883794,
2016-10-19 13:03:23,RS0940004,94,Senate,4,1975-01-28,,61,38,TO REFER TO THE COMMITTEE ON RULES AND ADMINISTRATION FOR ITS RECOMMENDATION THE MATTER OF THE NEW HAMPSHIRE SENATORIAL ELECTION CONTEST BETWEEN LOUIS C WYMAN (REP AND JOHN A. DURKIN (DEM).,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,2.9120642959516054,0.011713671694741731,-0.026,-0.064,0.576,-1.144,1.0,1.0,-0.450648,
2016-10-19 13:03:23,RS0940005,94,Senate,5,1975-01-29,,61,27,"TO PASS S. 281, AUTHORIZING $275 MILLION IN INTERIM FUNDS FOR MAINTAINANCE AND CONTINUED SERVICE OF RAILROADS OPERAT- ING UNDER THE REGIONAL RAILROAD REORGANIZATION ACT.",,,Budget Special Interest,,Government Management,-1.8804093339621821,0.45478449488865025,0.353,-0.209,0.132,0.406,0.333,0.795,-36.531705,
2016-10-19 13:03:23,RS0940006,94,Senate,6,1975-02-05,,89,0,"TO AGREE TO S. RES. 58, EXPRESSING THE SENSE OF THE SENATE THAT THE SEC'Y OF AGRICULTURE MAKE A STUDY OF THE FOOD STAMP PROGRAM AND SUBMIT HIS LEGISLATIVE RECOMMENDATIONS THEREON.",Food Stamps/Food Programs,,Domestic Social Policy,,Social Welfare,,,0.0,0.0,0.0,0.0,-3400000.0,0.618,0.0,
2016-10-19 13:03:23,RS0940007,94,Senate,7,1975-02-05,,35,53,"TO AMEND H.R. 1589, A BILL TO PROHIBIT INCREASES IN THE COST OF COUPONS TO FOOD STAMP RECIPIENTS UNTIL DEC. 30, 1975, BY DIRECTING SEC'Y OF AGRI. TO MAKE A STUDY OF THE FOOD STAMP PROGRAM AND SUBMIT HIS LEGISLATIVE RECOMMENDATIONS THEREON.",Food Stamps/Food Programs,,Domestic Social Policy,Regulation Special Interest,Social Welfare,-4.985450940889976,-0.020793419349124598,0.192,-0.978,-0.356,-0.413,0.686,0.875,-21.22466,
2016-10-19 13:03:23,RS0940008,94,Senate,8,1975-02-05,,83,10,"TO PASS H.R. 1589, A BILL TO PROHIBIT INCREASES IN THE COST OF COUPONS TO FOOD STAMP RECIPIENTS UNTIL DEC. 30, 1975.",Food Stamps/Food Programs,,Domestic Social Policy,Regulation Special Interest,Social Welfare,-3.0835198907060413,1.4566950233873182,0.152,0.988,0.185,0.347,0.6,0.957,-17.123006,
2016-10-19 13:03:23,RS0940009,94,Senate,9,1975-02-18,,20,74,"TO AMEND H.R. 2634, A BILL PROVIDING A TEMPORARY INCREASE IN THE DEBT LIMIT AND EXTENDING THE DEBT LIMIT TO JUNE 30, 1975, BY, IN EFFECT, ELIMINATING THE CEILING ON THE NATIONAL DEBT.",Debt Ceilings,,Budget General Interest,,Government Management,4.158516058991498,-1.788121440515737,0.619,0.786,-0.174,0.242,0.1,0.809,-35.217196,
2016-10-19 13:03:23,RS0940010,94,Senate,10,1975-02-18,,75,20,"TO PASS H.R. 2634, A BILL PROVIDING A TEMPORARY INCREASE IN THE DEBT LIMIT AND EXTENDING THE DEBT LIMIT THROUGH JUNE 30, 1975.",Debt Ceilings,,Budget General Interest,,Government Management,-1.5087869359459407,0.6894577760181075,0.109,0.525,0.09,0.345,0.15,0.821,-35.571402,
2016-10-19 13:03:23,RS0940011,94,Senate,11,1975-02-19,,25,70,"TO AMEND H.R. 1767, A BILL PROVIDING A 90-DAY SUSPENSION OF PRESIDENTIAL AUTHORITY TO IMPOSE TARIFFS ON IMPORTED OF SUCH AUTHORITY APPLICABLE ONLY TO EITHER IMPORTED PETROLEUM PRODUCTS, BY PROVIDING FOR A 60-DAY SUSPENSION GASOLINE OR CRUDE OIL ULTIMATEL REFINED INTO GASOLINE.",Tariffs,,Foreign Policy Resolutions,Regulation Special Interest,Foreign and Defense Policy,2.1301511986290342,-0.6302647498289513,-0.167,-0.986,-0.165,0.448,0.4,0.842,-24.4396,
2016-10-19 13:03:23,RS0940012,94,Senate,12,1975-02-19,,18,77,"TO AMEND H.R. 1767, BY PROVIDING A 60-DAY SUSPENSION OF PRES. AUTHORITY TO IMPOSE TARIFFS ON IMPORTED PETROLEUM PRODUCTS AND LIMITING SUCH AUTHORITY TO CRUDE OIL ONLY.",Tariffs,,Foreign Policy Resolutions,Regulation Special Interest,Foreign and Defense Policy,1.7553591200304914,-0.8432837565573472,-0.087,-0.996,-0.156,0.514,0.333,0.874,-23.050398,
