date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-25 03:21:58,RH1090001,109,House,1,2005-01-04,,226,199,DENNIS HASTERT ELECTED SPEAKER OF THE HOUSE,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,0.028,0.104,-0.694,0.653,1.0,1.0,-0.28108,0.999
2017-01-25 03:21:58,RH1090002,109,House,2,2005-01-04,,224,192,Rules of the House of Representatives,,,Internal Organization,,Miscellaneous Policy,0.052,0.442,-0.398,0.429,0.995,0.998,-8.048708,0.981
2017-01-25 03:21:58,RH1090003,109,House,3,2005-01-04,,222,196,Rules of the House of Representatives,,,Internal Organization,,Miscellaneous Policy,0.016,0.016,-0.678,0.665,1.0,1.0,-0.303364,0.999
2017-01-25 03:21:58,RH1090004,109,House,4,2005-01-04,,196,219,Rules of the House of Representatives,,,Internal Organization,,Miscellaneous Policy,0.058,0.978,0.776,-0.172,0.995,0.998,-3.305247,0.992
2017-01-25 03:21:58,RH1090005,109,House,5,2005-01-04,,220,195,Rules of the House of Representatives,,,Internal Organization,,Miscellaneous Policy,0.016,0.016,-0.678,0.666,1.0,1.0,-0.302977,0.999
2017-01-25 03:21:58,RH1090006,109,House,6,2005-01-06,,31,267,OBJECT TO ELECTORAL VOTE IN OHIO,Electoral Votes,,Government Organization,,Government Management,-0.501,0.006,0.758,-0.159,0.387,0.936,-35.393623,0.888
2017-01-25 03:21:58,RH1090007,109,House,7,2005-01-25,,392,1,Congratulating the people of Ukraine and Viktor Yushchenko on his election as President of Ukraine and his commitment to democracy and reform,,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-25 03:21:58,RH1090008,109,House,8,2005-01-25,,393,0,"Commending Countries and Organizations for Marking the 60th Anniversary of the Liberation of Auschwitz and Urging a Strengthening of the Fight against Racism, Intolerance, Bigotry, Prejudice, Discrimination, and Anti-Semitism",,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-25 03:21:58,RH1090009,109,House,9,2005-01-26,,189,212,Crowley of New York Amendment No. 2,,,Government Organization,,Government Management,-0.138,-0.367,0.281,-0.339,0.979,0.99,-24.518681,0.941
2017-01-25 03:21:58,RH1090010,109,House,10,2005-01-26,,182,211,Crowley of New York Amendment No. 3,,,Government Organization,,Government Management,-0.077,-0.563,0.386,-0.158,0.989,0.995,-11.405445,0.971
