date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-19 13:03:23,RH0700001,70,House,1,1927-12-05,,412,0,"TO ELECT A SPEAKER FOR THE 70TH HOUSE; NICHOLAS LONGWORTH (REP) VERSUS FINIS J. GARRETT (DEM.). VOTES FOR LONGWORTH ARE CODED 2, FOR GARRETT, 1.",Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0,-18400000.0,0.551,0.0,
2016-10-19 13:03:23,RH0700002,70,House,2,1927-12-05,,159,245,"TO ORDER THE PREVIOUS QUESTION ON H. RES. 1, QUESTIONING THE RIGHT OF JAMES M. BECK OF PENNSYLVANIA TO BE SWORN IN, ON THE GROUNDS HE WAS NOT AN INHABITANT OF PENNSYLVANIA AT THE TIME OF HIS ELECTION.",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,7.699528332499128,0.8328636816024328,-0.077,0.24,0.213,-0.16,0.836,0.935,-81.899281,
2016-10-19 13:03:23,RH0700003,70,House,3,1927-12-15,,225,195,"TO AMEND H.R. 1, (45 STAT. 791, APP. 5-29-28), A BILL TO REDUCE AND EQUALIZE TAXATION AND PROVIDE REVENUE, BY PROVIDING A GRADUATED TAX ON CORPORATIONS WITH NET INCOMES UNDER $15,000.  (P. 714-2)",Tax rates,,Budget Special Interest,,Government Management,4.089645851526053,-0.513109813536985,0.057,-0.28,0.239,-0.338,0.861,0.935,-74.784944,
2016-10-19 13:03:23,RH0700004,70,House,4,1927-12-15,,218,197,"TO AMEND H.R. 1, BY FORBIDDING THE MAKING OF A CONSOLIDATED TAX RETURN FOR AFFILIATED CORPORATIONS.  (P. 715-2)",Tax rates,,Budget Special Interest,,Government Management,2.930029211742957,-0.25261807202496483,-0.066,-0.446,0.422,-0.833,0.929,0.966,-43.787733,
2016-10-19 13:03:23,RH0700005,70,House,5,1927-12-15,,254,160,"TO AMEND H.R. 1, SO AS TO REPEAL SEC. 600 (1) OF THE REVENUE ACT OF 1926, THEREBY ELIMINATING A TAX ON AUTOMOBILES. (P. 650-2)",Tax rates,,Budget Special Interest,,Government Management,4.623262728883183,-1.1323036048433888,0.185,-0.277,0.251,-0.314,0.706,0.886,-94.966768,
2016-10-19 13:03:23,RH0700006,70,House,6,1927-12-15,,104,311,TO RECOMMIT H.R. 1 TO THE COMMITTEE ON WAYS AND MEANS. (P. 716-2),Tax rates,,Budget General Interest,,Government Management,19.614230167297226,-8.205920527253486,0.402,-0.321,-0.156,0.046,0.212,0.801,-163.324329,
2016-10-19 13:03:23,RH0700007,70,House,7,1927-12-15,,370,24,TO PASS H.R. 1.  (P. 717-2),Tax rates,,Budget General Interest,,Government Management,-4.160923204647078,2.8454619211278347,0.587,0.403,0.2,0.278,-0.042,0.936,-75.863339,
2016-10-19 13:03:23,RH0700008,70,House,8,1928-01-09,,282,62,"TO AGREE TO THE REPORT OF THE CONFERENCE COMMITTEE ON H.R. 483, (P. 5, APP. 11-13-28), AUTHORIZING THE SECRETARY OF THE TREASURY TO ACQUIRE LANDS IN THE DISTRICT OF COLUMBIA TO BE USED AS SITES FOR PUBLIC BUILDINGS.",,,D. C.,Budget Special Interest,Government Management,1.5006313308867734,0.9697102331852956,-0.333,0.47,-0.24,0.925,0.361,0.886,-75.781245,
2016-10-19 13:03:23,RH0700009,70,House,9,1928-01-17,,221,202,"TO TABLE AN APPEAL FROM THE DECISION OF THE CHAIR WHICH SUSTAINED THE POINT OF ORDER THAT THE MOTION OF MR. GARRETT, TO TAKE FROM THE SPEAKER'S TABLE S. RES. 52, CONCERNING A REVISION OF TARIFF SCHEDULES, AND REFER SAME TO THE COMMITTEE OF THE WHOLE, WASNOT IN ORDER",Tariffs,,Regulation General Interest,,Government Management,3.317673251459151,0.030373615590952585,0.109,0.392,-0.261,0.455,0.925,0.964,-51.577699,
2016-10-19 13:03:23,RH0700010,70,House,10,1928-01-18,,155,193,"TO AMEND H.R. 9051, (P. 616, APP. 5-29-28), A BILL TO AMEND SECTION 1 OF AN ACT OF 1875, REGULATING FEES AND COSTS, BY STRIKING OUT THE PROVISION THAT THE APPROVAL BY THE COURT OF THE ACCOUNTS OF MARSHALLS AND COMMISSIONERS SHALL NOT BE REQUESTED.  (P. 174-2)",Judiciary,,Budget Special Interest,,Government Management,3.1466782457212275,0.15830369084964446,0.257,0.967,0.142,-0.261,0.747,0.888,-120.695632,
