date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2017-01-09 23:48:33,RH1150001,115,House,1,2017-01-03,,239,194,Vote RH1150001,,,,,,-5.783683254459439,-0.033928252784861224,-0.176,0.984,-0.581,-0.581,0.994,0.997,40.526,Ryan (WI)
2017-01-09 23:48:33,RH1150002,115,House,2,2017-01-03,,228,184,Adopting rules for the One Hundred Fifteenth Congress,,,,,,30.77437433156403,0.28264624598938415,-0.006,0.098,-0.713,0.134,1.0,1.0,33.991,Passed
2017-01-09 23:48:33,RH1150003,115,House,3,2017-01-03,,237,193,Adopting rules for the One Hundred Fifteenth Congress,,,,,,32.262108153781554,0.23004843261512622,-0.004,0.101,-0.714,0.128,1.0,1.0,34.776,Passed
2017-01-09 23:48:33,RH1150004,115,House,4,2017-01-03,,193,236,Adopting rules for the One Hundred Fifteenth Congress,,,,,,32.262108153781554,0.23004843261512622,-0.004,0.101,0.714,-0.128,1.0,1.0,34.776,Failed
2017-01-09 23:48:33,RH1150005,115,House,5,2017-01-03,,234,193,Adopting rules for the One Hundred Fifteenth Congress,,,,,,-4.095892903035988,-0.0038225109225652476,-0.238,0.971,-0.58,-0.819,0.976,0.989,45.976,Passed
2017-01-09 23:48:33,RH1150006,115,House,6,2017-01-04,,183,236,Midnight Rules Relief Act of 2017,,,,,,-29.071423765801416,-0.5038570179108368,-0.026,0.252,0.95,0.189,0.994,0.997,35.437,Failed
2017-01-09 23:48:33,RH1150007,115,House,7,2017-01-04,,238,184,Midnight Rules Relief Act of 2017,,,,,,-3.4713866939278426,-0.06432685445104154,-0.041,0.078,-0.59,-0.983,0.988,0.995,38.378,Passed
2017-01-09 23:48:33,RH1150008,115,House,8,2017-01-05,,235,188,"Providing for consideration of the bill (H.R. 26) Regulations from the Executive in Need of Scrutiny Act, and providing for consideration of the resolution (H.Res. 11) objecting to United Nations Security Council Resolution 2334 as an obstacle to IsraeliPalestinian peace, and for other purposes",,,,,,-31.629517797825056,-0.3926987831043024,-0.044,0.999,-0.35,-0.064,0.988,0.995,47.354,Passed
2017-01-09 23:48:33,RH1150009,115,House,9,2017-01-05,,231,187,"Providing for consideration of the bill (H.R. 26) Regulations from the Executive in Need of Scrutiny Act, and providing for consideration of the resolution (H.Res. 11) objecting to United Nations Security Council Resolution 2334 as an obstacle to IsraeliPalestinian peace, and for other purposes",,,,,,-7.115178679946505,-0.027470551232350093,-0.143,0.99,-0.684,-0.556,0.994,0.997,38.976,Passed
2017-01-09 23:48:33,RS1150001,115,Senate,1,2017-01-04,,51,48,A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.,,,,,,-6.185570610509489,0.3197728034544657,-0.109,0.994,-0.354,-0.331,0.956,0.979,9.616,Motion to Proceed Agreed to
