date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-25 03:21:58,RH1130001,113,House,1,2013-01-03,,220,192,JOHN BOEHNER ELECTED SPEAKER OF THE HOUSE,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,0.061,0.358,-0.747,0.288,1.0,1.0,-0.343915,0.999
2017-01-25 03:21:58,RH1130002,113,House,2,2013-01-03,,224,187,Adopting rules for the One Hundred Thirteenth Congress,,,Internal Organization,,Miscellaneous Policy,0.056,0.197,-0.732,0.309,1.0,1.0,-0.330236,0.999
2017-01-25 03:21:58,RH1130003,113,House,3,2013-01-03,,227,191,Adopting rules for the One Hundred Thirteenth Congress,,,Internal Organization,,Miscellaneous Policy,0.155,0.562,-0.724,0.438,0.995,0.998,-5.17202,0.988
2017-01-25 03:21:58,RH1130004,113,House,4,2013-01-03,,194,229,Adopting rules for the One Hundred Thirteenth Congress,,,Internal Organization,,Miscellaneous Policy,0.135,0.976,0.771,-0.249,0.995,0.998,-4.756018,0.989
2017-01-25 03:21:58,RH1130005,113,House,5,2013-01-03,,228,196,Adopting rules for the One Hundred Thirteenth Congress,,,Internal Organization,,Miscellaneous Policy,0.168,0.695,-0.721,0.461,0.995,0.998,-5.215093,0.988
2017-01-25 03:21:58,RH1130006,113,House,6,2013-01-04,,354,67,To temporarily increase the borrowing authority of the Federal Emergency Management Agency for carrying out the National Flood Insurance Program,Public Safety,,Budget Special Interest,,Government Management,0.586,-0.254,1.333,-0.592,0.358,0.898,-93.00445,0.802
2017-01-25 03:21:58,RH1130007,113,House,7,2013-01-14,,403,0,"To improve and streamline disaster assistance for Hurricane Sandy, and for other purposes",,,Budget Special Interest,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-25 03:21:58,RH1130008,113,House,8,2013-01-14,,300,95,APPROVE JOURNAL,,,Internal Organization,,Miscellaneous Policy,0.776,-0.423,0.067,-0.114,-0.053,0.747,-218.62126,0.575
2017-01-25 03:21:58,RH1130009,113,House,9,2013-01-14,,4,397,ADJOURN,,,Internal Organization,,Miscellaneous Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-25 03:21:58,RH1130010,113,House,10,2013-01-15,,293,127,"Providing for consideration of the bill (H.R. 152) making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",,,Budget Special Interest,,Government Management,-0.277,0.186,-0.21,0.13,0.48,0.843,-119.696819,0.752
2017-01-25 03:21:58,RH1130011,113,House,11,2013-01-15,,367,52,"Providing for consideration of the bill (H.R. 152) making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",,,Budget Special Interest,,Government Management,-0.2,0.98,-0.142,0.294,-0.192,0.852,-127.78254,0.737
2017-01-25 03:21:58,RH1130012,113,House,12,2013-01-15,,0,419,ADJOURN,,,Internal Organization,,Miscellaneous Policy,0.0,0.0,0.0,0.0,,,0.0,
