date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-23 00:25:07,RH0180001,18,House,1,1823-12-26,,79,85,"TO PASS H. R. 10, A BILL SETTLING THE LAND CLAIM OF JACOB SCHAEFER, AND HONORABLY DISCHARGED ARMY VETERAN.",,,Budget Special Interest,,Government Management,0.739,0.587,0.02,-0.164,0.154,0.595,-106.76476,0.522
2017-01-23 00:25:07,RH0180002,18,House,2,1824-01-07,,116,85,TO ADOPT THE REPORT OF THE COMMITTEE ON ELECTIONS GIVING PARMINIO ADAMS OF N. Y. A SEAT IN THE HOUSE.,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,-0.31,-0.597,-0.031,-0.005,0.082,0.612,-132.754679,0.517
2017-01-23 00:25:07,RH0180003,18,House,3,1824-01-14,,113,82,"TO ORDER ENGROSSMENT AND THIRD READING OF H. R. 5 (APP. 6/30/1824), A BILL TO OBTAIN SURVEYS, PLANS AND ESTIMATES OF ROADS AND CANALS.",Public Works,,Budget Special Interest,,Government Management,0.384,-0.093,-0.032,-0.701,0.634,0.846,-72.190332,0.691
2017-01-23 00:25:07,RH0180004,18,House,4,1824-02-10,,85,116,TO RECOMMIT H. R. 5 TO THE COMMITTEE ON ROADS AND CANALS WITH INSTRUCTIONS TO DESIGNATE THE ROADS AND CANALS MOST NECESSARY FOR THE PUBLIC GOOD.,Public Works,,Budget Special Interest,,Government Management,0.39,-0.15,0.05,0.569,0.588,0.826,-83.857785,0.659
2017-01-23 00:25:07,RH0180005,18,House,5,1824-02-10,,86,113,TO POSTPONE CONSIDERATION OF H. R. 5.,Public Works,,Budget Special Interest,,Government Management,0.365,-0.106,0.046,0.623,0.616,0.834,-78.989383,0.672
2017-01-23 00:25:07,RH0180006,18,House,6,1824-02-10,,116,86,TO ORDER ENGROSSMENT AND THIRD READING OF H. R. 5.,Public Works,,Budget Special Interest,,Government Management,0.354,-0.088,-0.043,-0.618,0.605,0.832,-80.823855,0.67
2017-01-23 00:25:07,RH0180007,18,House,7,1824-02-20,,85,84,"TO AMEND H. R. 78 (APP. 3/10/1824), A BILL MAKING MILITARY APPROPRIATIONS FOR 1824, BY REQUIRING THE CONSENT OF N. Y. STATE FOR THE PURCHASE OF GRIDLEY'S FARM AT WEST POINT.",,,Defense Policy Budget,,Foreign and Defense Policy,-0.015,0.201,0.037,0.312,0.488,0.746,-92.792012,0.577
2017-01-23 00:25:07,RH0180008,18,House,8,1824-02-20,,57,123,"TO AMEND H. R. 78 (APP. 3/10/1824), A BILL MAKING MILITARY APPROPRIATIONS, BY ELIMINATING THE $10,000 APPROPRIATION FOR THE PURCHASE OF GRIDLEY'S FARM.",,,Defense Policy Budget,,Foreign and Defense Policy,-0.228,-0.394,0.075,0.06,0.175,0.739,-95.595511,0.588
2017-01-23 00:25:07,RH0180009,18,House,9,1824-02-23,,86,94,"TO TABLE THE RESOLUTION PROPOSING CERTAIN INQUIRIES BY THE COMMITTEE OF WAYS AND MEANS, RESPECTING THE OPERATION OF THE PROPOSED TARIFF.",Tariffs,,Regulation General Interest,,Government Management,0.092,0.323,-0.151,-0.28,0.709,0.861,-68.17753,0.685
2017-01-23 00:25:07,RH0180010,18,House,10,1824-02-24,,96,92,TO TABLE THE RESOLUTION WITH PROPOSED AMENDMENTS REQUIRING THE SECRETARY OF THE TREASURY TO INVESTIGATE AND REPORT THE OPERATION OF THE PROPOSED TARIFF.,Tariffs,,Regulation General Interest,,Government Management,0.468,-0.884,-0.069,-0.13,0.304,0.66,-116.746302,0.537
2017-01-23 00:25:07,RH0180011,18,House,11,1824-02-27,,59,114,TO CONSIDER THE RESOLUTION REQUIRING THE COMMITTEE OF WAYS AND MEANS TO REPORT THE EFFECT OF THE PROPOSED TARIFF BILL ON U. S. REVENUE.,Tariffs,,Regulation General Interest,,Government Management,0.311,-0.95,0.079,0.199,0.102,0.694,-94.038546,0.581
2017-01-23 00:25:07,RH0180012,18,House,12,1824-03-11,,99,57,TO CONSIDER THE RESOLUTION PROVIDING THAT THE HOUSE ADJOURN AT TWELVE O'CLOCK.,,,Internal Organization,,Miscellaneous Policy,0.512,-0.859,-0.029,-0.174,-0.018,0.628,-96.421589,0.539
2017-01-23 00:25:07,RH0180013,18,House,13,1824-03-13,,95,89,"TO AMEND THE 31ST RULE OF THE HOUSE, STATING THAT THE MOTION TO ADJOURN IS ONLY IN ORDER AFTER 4 P.M., BY PROVIDING THAT THE MOTION IS ALWAYS IN ORDER.",,,Internal Organization,,Miscellaneous Policy,-0.145,0.878,0.094,0.173,0.438,0.728,-100.666259,0.579
2017-01-23 00:25:07,RH0180014,18,House,14,1824-03-13,,64,115,"TO CONCUR AS IN THE COMMITTEE OF THE WHOLE IN THE AMENDMENT TO H. R. 77 (APP. 4/2/1824), A BILL MAKING GENERAL APPROPRI- ATIONS FOR 1824, WHICH AMENDMENT APPROPRIATES $26,000 FOR FINISHING THE NORTH PORTICO OF THE PRESIDENT'S HOUSE.",Public Works,,Budget Special Interest,,Government Management,0.95,0.122,-0.036,0.019,0.0,0.642,-117.108838,0.52
2017-01-23 00:25:07,RH0180015,18,House,15,1824-03-18,,125,55,TO ADOPT THE RESOLUTION STATING THAT JOHN BAILEY OF MASSACHUSETTS IS NOT ENTITLED TO A SEAT IN THE HOUSE.,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,0.906,-0.225,0.043,-0.038,0.0,0.694,-117.072803,0.522
2017-01-23 00:25:07,RH0180016,18,House,16,1824-03-25,,94,77,TO ADOPT THE RESOLUTION RESCINDING RULE 84 WHICH FORBIDS A MOTION TO RISE PRIOR TO 4 O'CLOCK WHILE A QUESTION IS PEND- ING IN COMMITTEE OF THE WHOLE.,,,Internal Organization,,Miscellaneous Policy,0.402,-0.163,0.1,0.368,0.519,0.784,-80.668476,0.624
2017-01-23 00:25:07,RH0180017,18,House,17,1824-03-29,,61,113,"TO AMEND THE SENATE AMENDMENT TO H. R. 77 (APP. 4/2/1824), A BILL MAKING GENERAL APPROPRIATIONS FOR 1824, BY APPROPRI- ATING $2,000 PER YEAR FOR AN ATTORNEY EMPLOYED BY THE PRESIDENT TO DETERMINE THE VALUE OF THE SLAVES TAKEN BY ENGLAND IN THE LAST WAR.",Slavery,,Budget Special Interest,,Government Management,-0.629,-0.152,0.051,-0.124,-0.016,0.644,-111.264831,0.528
2017-01-23 00:25:07,RH0180018,18,House,18,1824-04-05,,93,90,TO PROCEED TO CONSIDERATION OF THE RESOLUTION CHANGING THE HOUR OF MEETING TO 11 A.M.,,,Internal Organization,,Miscellaneous Policy,0.445,-0.543,0.127,0.307,0.578,0.792,-88.167738,0.618
