date_generated,id,congress,chamber,rollnumber,date,keyvote,question,description,yea,nay,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-02-02 23:33:55,RH0870001,87,House,1,1961-01-03,,,ELEC. SPEAKER,258,170,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,-0.008,0.026,0.668,-1.526,1.0,1.0,-3.796,0.991
2017-02-02 23:33:55,RH0870002,87,House,2,1961-01-03,,,DISPUTED ELEC. IND.,252,166,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,-0.008,0.026,0.661,-1.505,1.0,1.0,-3.646,0.991
2017-02-02 23:33:55,RH0870003,87,House,3,1961-01-31,CQ,,ENLARGE RULES COMM. BY 2 DEM. & 1 REP.,220,214,,,Internal Organization,,Miscellaneous Policy,-0.024,0.132,0.446,0.465,0.836,0.919,-80.258,0.831
2017-02-02 23:33:55,RH0870004,87,House,4,1961-03-01,,,FED. GRANTS TO STATES FOR UNEMPLOYMENT INS.,394,30,Unemployment/Jobs,,Budget General Interest,,Social Welfare,0.43,0.022,0.294,0.276,0.367,0.955,-52.08,0.884
2017-02-02 23:33:55,RH0870005,87,House,5,1961-03-01,,,APPS. FOR HUAAC,413,6,Communists/Communism/Unamerican Activities,,Internal Organization,Budget Special Interest,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0870006,87,House,6,1961-03-07,,,AID FOR SCHOOL DIST. IMPACTED AREAS,340,62,Education,,Budget Special Interest,,Social Welfare,0.383,-0.014,0.162,0.004,0.129,0.865,-128.014,0.727
2017-02-02 23:33:55,RH0870007,87,House,7,1961-03-09,,,PRICE SUPPORTS FEED GRAINS,204,223,Price Controls,,Regulation General Interest,,Agriculture,-0.184,-0.415,-0.259,0.242,0.819,0.913,-90.122,0.809
2017-02-02 23:33:55,RH0870008,87,House,8,1961-03-09,CQ,,PRICE SUPPORTS FEED GRAINS,218,210,Price Controls,,Regulation General Interest,,Agriculture,-0.284,-0.43,0.226,-0.352,0.8,0.902,-108.269,0.776
2017-02-02 23:33:55,RH0870009,87,House,9,1961-03-21,,,PRICE SUPPORTS FEED GRAINS,238,191,Price Controls,,Regulation General Interest,,Agriculture,-0.401,-0.916,0.204,-0.389,0.723,0.876,-135.76,0.728
2017-02-02 23:33:55,RH0870010,87,House,10,1961-03-21,,,SUGAR QUOTA FOR DOMINICAN REPUBLIC,287,130,Tariffs,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.197,0.114,0.111,0.097,0.109,0.724,-210.988,0.602
2017-02-02 23:33:55,RH0870011,87,House,11,1961-03-22,,,FED. GRANTS TO STATES FOR UNEMPLOYMENT INS.,366,32,Unemployment/Jobs,,Budget General Interest,,Social Welfare,0.423,0.081,0.246,0.249,0.281,0.942,-64.732,0.85
2017-02-02 23:33:55,RH0870012,87,House,12,1961-03-23,,,RES. PROJ. IN ILL. NOT MASS.,270,146,,,Defense Policy Budget,,Foreign and Defense Policy,-0.442,-0.897,0.042,-0.202,0.124,0.694,-241.179,0.559
2017-02-02 23:33:55,RH0870013,87,House,13,1961-03-23,,,MIL. CONSTR.,412,0,,,Defense Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0870014,87,House,14,1961-03-24,CQ,,MINIMUM WAGE,219,207,Minimum Wage,,Regulation General Interest,,Social Welfare,-0.004,-0.066,-0.327,-0.414,0.787,0.896,-99.39,0.791
2017-02-02 23:33:55,RH0870015,87,House,15,1961-03-24,,,MINIMUM WAGE,199,227,Minimum Wage,,Regulation General Interest,,Social Welfare,-0.027,-0.072,0.23,0.292,0.729,0.873,-130.468,0.736
2017-02-02 23:33:55,RH0870016,87,House,16,1961-03-24,,,MINIMUM WAGE,344,79,Minimum Wage,,Regulation General Interest,,Social Welfare,0.181,0.479,0.146,0.474,0.354,0.879,-127.458,0.739
2017-02-02 23:33:55,RH0870017,87,House,17,1961-03-29,,,AREA REDEVELOPMENT,130,296,,,Budget Special Interest,,Social Welfare,-0.167,-0.986,-0.305,0.639,0.685,0.904,-87.715,0.814
2017-02-02 23:33:55,RH0870018,87,House,18,1961-03-29,,,AREA REDEVELOPMENT,257,172,,,Budget Special Interest,,Social Welfare,0.071,0.021,0.267,0.23,0.663,0.864,-125.268,0.746
2017-02-02 23:33:55,RH0870019,87,House,19,1961-04-19,,,CREATE NEW JUDGESHIPS,341,80,Judiciary,,Domestic Social Policy,,Government Management,0.295,-0.121,0.209,-0.21,0.237,0.855,-108.823,0.772
2017-02-02 23:33:55,RH0870020,87,House,20,1961-04-20,,,SOCIAL SECURITY BENEFITS,405,17,Social Security,,Budget General Interest,,Social Welfare,0.464,-0.604,0.279,-0.227,0.412,0.976,-36.397,0.917
2017-02-02 23:33:55,RH0870021,87,House,21,1961-04-25,,,$600M LATIN AM. AID,334,87,,,Foreign Policy Budget,,Foreign and Defense Policy,0.206,0.273,0.233,0.435,0.314,0.86,-121.012,0.75
2017-02-02 23:33:55,RH0870022,87,House,22,1961-04-26,,,AREA REDEVELOPMENT,232,200,,,Budget Special Interest,,Social Welfare,-0.032,0.303,0.256,0.208,0.73,0.875,-122.246,0.753
2017-02-02 23:33:55,RH0870023,87,House,23,1961-05-03,,,RAISE MINIMUM WAGE TO $1.25,232,198,Minimum Wage,,Regulation General Interest,,Social Welfare,0.057,-0.15,0.354,0.394,0.768,0.893,-100.233,0.792
2017-02-02 23:33:55,RH0870024,87,House,24,1961-05-03,,,SEWAGE PLANT CONSTR.,165,257,Public Works,,Budget Special Interest,,Government Management,0.052,0.006,-0.274,0.03,0.77,0.91,-90.396,0.807
2017-02-02 23:33:55,RH0870025,87,House,25,1961-05-03,,,SEWAGE PLANT CONSTR.,311,110,Public Works,,Budget Special Interest,,Government Management,0.172,0.22,0.226,0.188,0.491,0.867,-127.062,0.739
2017-02-02 23:33:55,RH0870026,87,House,26,1961-05-11,,,MEXICAN FARM LABOR,244,170,Union Regulation/Davis-Bacon/Situs Picketing,,Regulation Special Interest,,Agriculture,-0.265,0.324,-0.134,-0.375,0.535,0.809,-180.778,0.646
2017-02-02 23:33:55,RH0870027,87,House,27,1961-05-11,,,SALARIES COUNCIL OF ECON. ADVISORS,175,219,,,Budget Special Interest,,Government Management,-0.024,-0.03,-0.309,0.142,0.891,0.952,-58.639,0.861
2017-02-02 23:33:55,RH0870028,87,House,28,1961-05-11,,,SALARIES COUNCIL OF ECON. ADVISORS,232,160,,,Budget Special Interest,,Government Management,0.035,0.009,0.254,-0.101,0.805,0.921,-81.838,0.811
2017-02-02 23:33:55,RH0870029,87,House,29,1961-05-16,,,CREATE AGENCY TO ENCOURAGE FOR. TRAVEL IN U.S.,250,77,,,Foreign Policy Resolutions,Government Organization,Foreign and Defense Policy,0.29,-0.133,0.228,0.213,0.468,0.874,-101.909,0.732
2017-02-02 23:33:55,RH0870030,87,House,30,1961-05-17,,,OAS SANCTIONS AG. CUBA,404,2,Communists/Communism/Unamerican Activities,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0870031,87,House,31,1961-05-17,,,EST. OFFICE OF INTL. TRAVEL & TOURISM,308,106,,,Foreign Policy Resolutions,Government Organization,Foreign and Defense Policy,0.212,0.05,0.204,0.134,0.419,0.852,-131.196,0.728
2017-02-02 23:33:55,RH0870032,87,House,32,1961-05-24,,,BUY AIRCRAFT MISSILES & SHIPS,404,0,,,Defense Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0870033,87,House,33,1961-05-25,,,PREVENT RRS FROM CHARGING HIGHER MAIL RATES,16,347,,,Budget Special Interest,,Government Management,0.7,0.203,-0.177,0.009,0.125,0.961,-59.05,0.849
2017-02-02 23:33:55,RH0870034,87,House,34,1961-06-01,,,APPS. DEPTS. OF STATE & JUSTICE,257,73,,,Budget Special Interest,,Government Management,0.069,0.556,0.194,0.54,0.278,0.842,-99.494,0.739
2017-02-02 23:33:55,RH0870035,87,House,35,1961-06-06,,,REDUCE AGRIC. CONSERV. PROG. PAYMENTS,201,212,Agriculture,,Budget Special Interest,,Agriculture,-0.43,0.123,-0.002,0.515,0.493,0.752,-201.408,0.613
2017-02-02 23:33:55,RH0870036,87,House,36,1961-06-06,,,AGRIC. DEPT. APPS.,320,65,Agriculture,,Budget Special Interest,,Agriculture,0.226,-0.56,0.101,-0.283,0.092,0.846,-130.097,0.713
2017-02-02 23:33:55,RH0870037,87,House,37,1961-06-08,,,EXTEND TAXES ONE YR.,207,215,Tax rates,,Budget General Interest,,Government Management,-0.096,0.064,-0.191,0.121,0.757,0.881,-125.428,0.742
2017-02-02 23:33:55,RH0870038,87,House,38,1961-06-08,,,EXTEND TAXES ONE YR.,307,99,Tax rates,,Budget General Interest,,Government Management,0.137,0.669,0.141,0.16,0.214,0.81,-164.406,0.666
2017-02-02 23:33:55,RH0870039,87,House,39,1961-06-12,,,IN D.C. CTS. EVIDENCE SHD. BE ADMISS. EVEN IF ARRA,133,280,,,D. C.,Domestic Social Policy,Civil Liberties,-0.27,0.207,0.237,0.477,0.714,0.908,-110.608,0.765
2017-02-02 23:33:55,RH0870040,87,House,40,1961-06-15,,,DISAPPROVE FCC REORGAN. PLAN,332,87,,,Government Organization,,Government Management,-0.229,-0.5,-0.224,-0.308,0.368,0.868,-114.107,0.761
2017-02-02 23:33:55,RH0870041,87,House,41,1961-06-15,,,DISAPPROVE SEC REORGAN. PLAN,196,233,,,Government Organization,,Government Management,-0.083,0.069,-0.93,0.602,0.918,0.963,-41.849,0.907
2017-02-02 23:33:55,RH0870042,87,House,42,1961-06-19,,,AUTH. INTL. FIN. CORP. ACQUIRE CAPITAL STOCK IN UN,331,18,,,Foreign Policy Budget,,Foreign and Defense Policy,0.465,0.542,0.155,0.339,0.056,0.951,-57.891,0.847
2017-02-02 23:33:55,RH0870043,87,House,43,1961-06-19,,,APPS. U.N. ACTIONS IN CONGO.,294,64,U. N.,,Foreign Policy Budget,,Foreign and Defense Policy,0.264,0.13,0.286,0.499,0.344,0.883,-87.116,0.784
2017-02-02 23:33:55,RH0870044,87,House,44,1961-06-20,,,DISAPPROVE CAB REORGAN. PLAN,195,231,,,Government Organization,,Government Management,-0.107,-0.19,-0.296,0.212,0.882,0.946,-68.102,0.852
2017-02-02 23:33:55,RH0870045,87,House,45,1961-06-20,,,DISAPPROVE FTC REORGAN. PLAN,191,235,,,Government Organization,,Government Management,-0.08,-0.179,-0.299,0.193,0.88,0.946,-65.279,0.858
2017-02-02 23:33:55,RH0870046,87,House,46,1961-06-22,,,$4.9B HOUSING PROGRAMS OVER 4 YRS.,206,225,Housing/Housing Programs/Rent Control,,Budget Special Interest,,Social Welfare,-0.041,-0.005,-1.054,-0.189,0.874,0.94,-63.262,0.863
2017-02-02 23:33:55,RH0870047,87,House,47,1961-06-22,CQ,,HOUSING,245,187,Housing/Housing Programs/Rent Control,,Budget Special Interest,,Social Welfare,0.026,0.005,0.305,0.144,0.738,0.887,-103.176,0.788
2017-02-02 23:33:55,RH0870048,87,House,48,1961-06-26,,,INC. DEBT CEILING,243,161,Debt Ceilings,,Budget General Interest,,Government Management,0.069,0.062,0.201,0.172,0.596,0.839,-143.773,0.701
2017-02-02 23:33:55,RH0870049,87,House,49,1961-06-28,,,PROHIBIT PRICE DIFFERENT. DEF. APPS. W/REG. DEPRES,179,246,,,Regulation Special Interest,,Government Management,-0.289,0.362,0.089,0.215,0.385,0.741,-233.893,0.577
2017-02-02 23:33:55,RH0870050,87,House,50,1961-06-28,,,DEF. APPS.,412,0,,,Defense Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
