date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood
2017-01-11 04:33:22,RH1130001,113,House,1,2013-01-03,,220,192,JOHN BOEHNER ELECTED SPEAKER OF THE HOUSE,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,15.001428441254172,-0.5570871349165044,0.061,0.358,-0.747,0.288,1.0,1.0,-0.343915
2017-01-11 04:33:22,RH1130002,113,House,2,2013-01-03,,224,187,Adopting rules for the One Hundred Thirteenth Congress,,,Internal Organization,,Miscellaneous Policy,13.701152563962165,-0.5702645435818812,0.056,0.197,-0.732,0.309,1.0,1.0,-0.330236
2017-01-11 04:33:22,RH1130003,113,House,3,2013-01-03,,227,191,Adopting rules for the One Hundred Thirteenth Congress,,,Internal Organization,,Miscellaneous Policy,9.560243553033411,-0.9198377507201787,0.155,0.562,-0.724,0.438,0.995,0.998,-5.17202
2017-01-11 04:33:22,RH1130004,113,House,4,2013-01-03,,194,229,Adopting rules for the One Hundred Thirteenth Congress,,,Internal Organization,,Miscellaneous Policy,17.908513209591277,-1.4416492832948227,0.135,0.976,0.771,-0.249,0.995,0.998,-4.756018
2017-01-11 04:33:22,RH1130005,113,House,5,2013-01-03,,228,196,Adopting rules for the One Hundred Thirteenth Congress,,,Internal Organization,,Miscellaneous Policy,9.045630426171922,-0.824665911596883,0.168,0.695,-0.721,0.461,0.995,0.998,-5.215093
2017-01-11 04:33:22,RH1130006,113,House,6,2013-01-04,,354,67,To temporarily increase the borrowing authority of the Federal Emergency Management Agency for carrying out the National Flood Insurance Program,Public Safety,,Budget Special Interest,,Government Management,13.023057057760868,-7.885511435847867,0.586,-0.254,1.333,-0.592,0.358,0.898,-93.00445
2017-01-11 04:33:22,RH1130007,113,House,7,2013-01-14,,403,0,"To improve and streamline disaster assistance for Hurricane Sandy, and for other purposes",,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0,,,0.0
2017-01-11 04:33:22,RH1130008,113,House,8,2013-01-14,,300,95,APPROVE JOURNAL,,,Internal Organization,,Miscellaneous Policy,3.399182263585811,-3.0607654365425896,0.776,-0.423,0.067,-0.114,-0.042,0.749,-218.62126
2017-01-11 04:33:22,RH1130009,113,House,9,2013-01-14,,4,397,ADJOURN,,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0,,,0.0
2017-01-11 04:33:22,RH1130010,113,House,10,2013-01-15,,293,127,"Providing for consideration of the bill (H.R. 152) making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",,,Budget Special Interest,,Government Management,9.342872949511401,2.7739758070146583,-0.277,0.186,-0.21,0.13,0.472,0.84,-119.696819
2017-01-11 04:33:22,RH1130011,113,House,11,2013-01-15,,367,52,"Providing for consideration of the bill (H.R. 152) making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",,,Budget Special Interest,,Government Management,2.793479667119865,1.538695933423973,-0.2,0.98,-0.142,0.294,-0.154,0.857,-127.78254
2017-01-11 04:33:22,RH1130012,113,House,12,2013-01-15,,0,419,ADJOURN,,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0,,,0.0
2017-01-11 04:33:22,RH1130013,113,House,13,2013-01-15,,162,259,Mulvaney of South Carolina Part B Amendment,,,Budget Special Interest,,Government Management,20.44945150683873,-6.998476127667878,0.317,-0.516,-0.198,0.056,0.735,0.898,-114.66067
2017-01-11 04:33:22,RH1130014,113,House,14,2013-01-15,,327,91,Rogers of Kentucky Part A Substitute Amendment,,,Budget Special Interest,,Government Management,17.749924470582418,-9.516959516232177,0.536,-0.003,1.335,-0.435,0.516,0.895,-100.724912
2017-01-11 04:33:22,RH1130015,113,House,15,2013-01-15,,221,197,Flores of Texas Part C Amdt. No. 2 to Frelinghuysen of New Jersey Amdt.,,,Budget Special Interest,,Government Management,-3.4485598014557617,0.4431687543348253,0.23,-0.35,-0.223,-0.374,0.893,0.95,-55.627231
2017-01-11 04:33:22,RH1130016,113,House,16,2013-01-15,,206,214,Broun of Georgia Part C Amdt. No. 4 to Frelinghuysen of New Jersey Amdt.,,,Budget Special Interest,,Government Management,-10.963851734540501,2.237119678129829,0.218,-0.153,-0.218,-0.115,0.883,0.943,-66.685318
