date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-23 07:31:50,RS1020001,102,Senate,1,1991-01-12,,46,54,A joint resolution regarding United States policy to reverse Iraq's occupation of Kuwait.,,,Defense Policy Resolutions,Foreign Policy Budget,Foreign and Defense Policy,-0.2,-0.98,0.267,-0.117,0.783,0.9,-24.889,0.78
2017-01-23 07:31:50,RS1020002,102,Senate,2,1991-01-12,CQ,53,47,A joint resolution to authorize the use of United States Armed Forces pursuant to United Nations Security Council Resolution 678.,,,Defense Policy Budget,,Foreign and Defense Policy,-0.114,-0.144,-0.212,0.018,0.787,0.9,-27.471,0.76
2017-01-23 07:31:50,RS1020003,102,Senate,3,1991-01-17,,98,0,A concurrent resolution supporting the United States presence in the Persian Gulf.,,,Defense Policy Resolutions,Foreign Policy Resolutions,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020004,102,Senate,4,1991-01-24,,99,0,A bill to extend the time for performing certain acts under the internal revenue laws for individuals performing services as part of the Desert Shield operation.,,,Defense Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020005,102,Senate,5,1991-01-24,,100,0,"A bill to amend title 38, United States Code, to revise, effective as of January 1, 1991, the rates of disability compensation for veterans with service-connected disabilities and the rates of dependency and indemnity compensation for survivors of such vterans.",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020006,102,Senate,6,1991-01-24,,99,0,A concurrent resolution to express the sense of the Congress that the President should review economic benefits provided to the Soviet Union in light of the crisis in the Baltic states.,,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020007,102,Senate,7,1991-01-24,,99,0,A concurrent resolution demanding that the Government of Iraq abide by the Geneva Convention regarding the treatment of prisoners of war.,,,Defense Policy Resolutions,Foreign Policy Resolutions,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020008,102,Senate,8,1991-01-24,,99,0,A concurrent resolution condemning Iraq's unprovoked attack on Israel.,,,Defense Policy Resolutions,Foreign Policy Resolutions,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020009,102,Senate,9,1991-01-30,,100,0,"A bill to provide for the Secretary of Veterans Affairs to obtain independent scientific review of the available scientific evidence regarding associations between diseases and exposure to dioxin and other chemical compounds in herbicides, and for other urposes.",Public Health,,Defense Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020010,102,Senate,10,1991-01-31,,2,97,A joint resolution suspending certain provisions of law pursuant to section 258(a)(2) of the Balanced Budget and Emergency Deficit Control Act of 1985.,Budget resolution ,,Budget General Interest,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020011,102,Senate,11,1991-02-07,,95,0,"Lynn Martin, of Illinois, to be Secretary of Labor",,,Government Organization,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020012,102,Senate,12,1991-02-20,,25,72,To substitute a mandatory term of life imprisonment.,,,Domestic Social Policy,,Civil Liberties,-0.114,-0.506,0.173,0.497,0.32,0.825,-32.691,0.714
2017-01-23 07:31:50,RS1020013,102,Senate,13,1991-02-20,,23,74,To amend the Omnibus Export Amendments Act of 1991 to include a provision to establish constitutional procedures for the imposition of the death penalty for terrorist murders.,,,Domestic Social Policy,,Civil Liberties,0.053,-0.7,0.155,0.66,0.261,0.825,-31.755,0.721
2017-01-23 07:31:50,RS1020014,102,Senate,14,1991-02-20,,91,0,Expressing the sense of the Senate that the Secretary of Defense should prescribe regulations governing the assignment of members of the armed forces who are parents of minor children.,,,Defense Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020015,102,Senate,15,1991-02-20,,38,55,To express the sense of the Senate that the Department of Defense make provisions to ensure the protection of children of military families and single parents assigned to Operation Desert Storm.,"Children (aid, infant mortality, etc.)",,Defense Policy Budget,,Foreign and Defense Policy,-0.253,0.967,0.101,0.027,0.184,0.667,-55.643,0.55
2017-01-23 07:31:50,RS1020016,102,Senate,16,1991-02-21,,48,47,To amend the Export-Import Bank Act of 1945.,,,Defense Policy Budget,,Foreign and Defense Policy,-0.252,0.966,0.114,0.112,0.404,0.705,-54.032,0.566
2017-01-23 07:31:50,RS1020017,102,Senate,17,1991-02-28,,55,41,To strike the proposed increase in staff funding requested by the Foreign Relations Committee.,,,Internal Organization,Budget Special Interest,Foreign and Defense Policy,0.088,0.228,0.14,-0.109,0.683,0.865,-35.292,0.692
2017-01-23 07:31:50,RS1020018,102,Senate,18,1991-02-28,,56,40,In the nature of a substitute.,,,Internal Organization,Budget Special Interest,Government Management,0.37,0.892,0.207,-0.318,0.7,0.875,-29.263,0.737
2017-01-23 07:31:50,RS1020019,102,Senate,19,1991-02-28,,55,41,To limit committee staff.,,,Internal Organization,Budget Special Interest,Government Management,0.148,0.443,0.194,-0.215,0.829,0.927,-22.53,0.791
2017-01-23 07:31:50,RS1020020,102,Senate,20,1991-02-28,,72,22,An original resolution authorizing biennial expenditures by committees of the Senate.,,,Internal Organization,Budget Special Interest,Government Management,0.336,0.258,0.14,-0.009,0.409,0.862,-34.025,0.696
2017-01-23 07:31:50,RS1020021,102,Senate,21,1991-03-06,,72,28,"To decrease the amount of additional funding for the Resolution Trust Corporation, to require the President to submit certain recommendations to the Congress with any future requests, and for other purposes.",Banking and Finance,,Budget Special Interest,Regulation Special Interest,Government Management,-0.201,-0.485,-0.116,-0.208,0.25,0.79,-45.633,0.634
2017-01-23 07:31:50,RS1020022,102,Senate,22,1991-03-06,,64,37,To amend the Federal Home Loan Bank Act to restructure the Resolution Trust Corporation Oversight Board of Directors into a single governing entity.,Banking and Finance,,Budget Special Interest,Government Organization,Government Management,-0.2,0.201,-0.124,0.144,0.27,0.733,-45.964,0.634
2017-01-23 07:31:50,RS1020023,102,Senate,23,1991-03-06,,81,19,"To provide additional funds for the Resolution Trust Corporation, and additional funds on a dollar-for-dollar match for each dollar in cash dividends the Corporation receives from sales of assets currently in receivership.",Banking and Finance,,Budget Special Interest,Regulation Special Interest,Government Management,-0.431,0.138,-0.137,0.105,-0.053,0.8,-41.627,0.66
2017-01-23 07:31:50,RS1020024,102,Senate,24,1991-03-07,,100,0,"Edward R. Madigan, of Illinois, to be Secretary of Agriculture",,,Government Organization,,Agriculture,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020025,102,Senate,25,1991-03-07,,70,30,An original bill to amend the Federal Home Loan Bank Act to enable the Resolution Trust Corporation to meet its obligations to depositors and others by the least expensive means.,Banking and Finance,,Budget Special Interest,Regulation Special Interest,Government Management,0.977,-0.214,0.063,0.216,0.0,0.7,-57.187,0.564
2017-01-23 07:31:50,RS1020026,102,Senate,26,1991-03-14,,58,38,To authorize the Small Business Administration to provide financial and business development assistance to military reservists' small businesses. and for other purposes.,Military Pensions/Veterans Benefits,,Budget Special Interest,,Government Management,-0.356,-0.935,-0.09,0.061,0.105,0.646,-56.938,0.553
2017-01-23 07:31:50,RS1020027,102,Senate,27,1991-03-14,,97,0,"A resolution to encourage the President of the United States to confer with the sovereign state of Kuwait, countries of the coalition or the United Nations to establish an International Criminal Court or an International Military Tribunal to try and punih all individuals, including President Saddam Hussein, involved in the planning or execution of crimes against peace, war crimes, and crimes against humanity as defined under international law.",,,Foreign Policy Resolutions,Defense Policy Resolutions,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020028,102,Senate,28,1991-03-14,,0,98,To assure that U.S. tax dollars are not used for the rebuilding of Iraq.,,,Foreign Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020029,102,Senate,29,1991-03-14,,98,0,To express the sense of the Senate that none of the funds appropriated or otherwise made available by any provision of law may be obligated or expended for the purpose of rebuilding Iraq while Saddam Hussein remains in power in Iraq.,,,Foreign Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020030,102,Senate,30,1991-03-14,,98,1,"An original bill to authorize supplemental appropriations for fiscal year 1991 for the Department of Defense for Operation Desert Storm, to provide military personnel benefits for persons serving during Operation Desert Storm, and for other purposes.",,,Defense Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020031,102,Senate,31,1991-03-19,,98,1,"A bill Making supplemental appropriations and transfers for ""Operation Desert Shield/Desert Storm"" for the fiscal year ending September 30, 1991, and for other purposes.",,,Defense Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1020032,102,Senate,32,1991-03-19,,60,41,"To establish on a temporary basis a minimum basic formula price for the computation of Class I milk prices, and to establish minimum planting requirements of cover crops.",Agriculture,,Regulation Special Interest,Budget Special Interest,Agriculture,0.133,-0.166,0.082,-0.024,0.317,0.723,-55.338,0.578
2017-01-23 07:31:50,RS1020033,102,Senate,33,1991-03-19,,41,60,To provide urgently needed funds for the Department of Housing and Urban Development to administer the HOME Investment Partnerships program and the Housing and Opportunity for People Everywhere (HOPE) programs.,Housing/Housing Programs/Rent Control,,Budget Special Interest,,Social Welfare,-0.037,0.999,-0.232,-0.088,0.732,0.891,-28.813,0.752
