id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RS1120011,112,Senate,11,2011-02-03,,55,42,A bill to express the sense of the Senate on shared sacrifice in resolving the budget deficit.,Union Regulation/Davis-Bacon/Situs Picketing,,Budget Special Interest,,Government Management,27.493450832792696,-4.050301502401063,0.183,0.981,0.328,-0.069
RS1120012,112,Senate,12,2011-02-07,,95,0,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes.",Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120013,112,Senate,13,2011-02-07,,96,0,To limit the application of the Davis-Bacon Act in the case of projects funded under this Act.,Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120014,112,Senate,14,2011-02-08,,96,1,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes.",,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS1120015,112,Senate,15,2011-02-14,,94,0,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes.",Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120016,112,Senate,16,2011-02-15,,98,0,"J. Paul Oetken, of New York, to be United States District Judge for the Southern District of New York",Airlines/Airports/Airline Industry,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS1120017,112,Senate,17,2011-02-15,,47,51,To provide that none of the funds appropriated or otherwise made available by this Act may be obligated or expended at a rate higher than the level of the Senate and House of Representative concurrent budget resolution for fiscal year 2012.,Union Regulation/Davis-Bacon/Situs Picketing,Airlines/Airports/Airline Industry,Budget Special Interest,,Government Management,4.825971150228122,-0.206607769201825,0.008,-0.168,-0.645,0.773
RS1120018,112,Senate,18,2011-02-15,,51,47,To require evidence of causal relationships for presumptions by the Secretary of Veterans Affairs of service connection for diseases associated with exposure to certain herbicide agents.,,,Budget Special Interest,,Government Management,4.854428232856059,-0.20694299288997725,0.021,-0.105,0.653,-0.778
RS1120019,112,Senate,19,2011-02-15,,87,12,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes.",,,Domestic Social Policy,,Civil Liberties,-1.1950690545276812,-1.2547875808305518,-0.327,-0.864,-0.742,-3.591
RS1120020,112,Senate,20,2011-02-17,,96,2,"A bill to cut, cap, and balance the Federal budget.",,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS1120021,112,Senate,21,2011-02-17,,61,38,"Paul A. Engelmayer, of New York, to be United States District Judge for the Southern District of New York",Airlines/Airports/Airline Industry,,Budget Special Interest,Regulation Special Interest,Government Management,3.2166786319322362,-0.9649066766181881,0.558,0.83,0.203,-0.365
RS1120022,112,Senate,22,2011-02-17,,52,47,"Robert S. Mueller, III, of California, to be Director of the Federal Bureau of Investigation for a term expiring September 4, 2013",Union Regulation/Davis-Bacon/Situs Picketing,OSHA,Budget Special Interest,,Government Management,4.900792408371194,-0.20661109371719671,0.014,-0.138,0.655,-0.773
RS1120023,112,Senate,23,2011-02-17,,34,65,A bill to express the sense of the Senate on shared sacrifice in resolving the budget deficit.,Airlines/Airports/Airline Industry,,Budget Special Interest,Regulation Special Interest,Government Management,4.873890382971438,0.8489093981278855,0.031,1.0,0.15,-0.178
RS1120024,112,Senate,24,2011-02-17,,59,40,"Diana Saldana, of Texas, to be United States District Judge for the Southern District of Texas",Airlines/Airports/Airline Industry,,Budget Special Interest,,Government Management,4.1249665475201285,-0.8548694134358615,0.167,-0.166,0.189,-0.265
RS1120025,112,Senate,25,2011-02-17,,87,8,A bill to establish the Commission on Freedom of Information Act Processing Delays.,,,Budget Special Interest,,Government Management,-6.617473124645469,4.246429573546499,0.574,0.448,1.127,0.985
RS1120026,112,Senate,26,2011-02-28,,91,0,A bill to establish the Commission on Freedom of Information Act Processing Delays.,Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120027,112,Senate,27,2011-03-01,,97,2,A bill to establish the Commission on Freedom of Information Act Processing Delays.,,,Regulation Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS1120028,112,Senate,28,2011-03-01,,52,47,An act to provide for budget control.,Debt Ceilings,,Budget General Interest,,Government Management,4.868119496031497,-0.201736238992063,0.002,-0.192,0.654,-0.777
RS1120029,112,Senate,29,2011-03-02,,91,9,"Bernice Bouie Donald, of Tennessee, to be United States Circuit Judge for the Sixth Circuit",,,Budget General Interest,,Government Management,312.3188957408097,-257.12877009042717,0.824,0.222,0.162,-0.003
RS1120030,112,Senate,30,2011-03-02,,58,40,"A bill to amend title 35, United States Code, to provide for patent reform.",Constitutional Amendments,,Budget General Interest,,Government Management,17.425581764080114,3.225839607523783,-0.197,-0.207,-1.169,0.388
RS1120031,112,Senate,31,2011-03-03,,87,14,To strike the provision relating to the calculation of the 60-day period for application of patent term extension.,,,Regulation Special Interest,,Government Management,1.826426290881928,1.3289873577031424,-0.219,0.929,-0.078,0.247
RS1120032,112,Senate,32,2011-03-07,,90,0,To establish a transitional program for covered business method patents.,Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120033,112,Senate,33,2011-03-07,,90,0,"To amend the provision relating to funding the Patent and Trademark Office by establishing a United States Patent and Trademark Office Public Enterprise Fund, and for other purposes.",Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120034,112,Senate,34,2011-03-07,,87,3,"A bill to amend title 35, United States Code, to provide for patent reform.",,,Budget Special Interest,,Government Management,-1.4981090383100883,1.6804089151049209,0.577,0.816,0.122,0.471
RS1120035,112,Senate,35,2011-03-08,,96,5,"Paul Kinloch Holmes III, of Arkansas, to be United States District Judge for the Western District of Arkansas",,,Budget Special Interest,,Government Management,-2.4272506772813385,2.2443596516278337,0.593,0.805,0.128,0.305
RS1120036,112,Senate,36,2011-03-09,,44,57,"A joint resolution relating to the disapproval of the President's exercise of authority to increase the debt limit, as submitted under section 3101A of title 31, United States Code, on August 2, 2011.",,,Budget General Interest,,Government Management,2.7637220614663778,-0.14346571392888496,-0.294,-0.956,-0.302,0.632
RS1120037,112,Senate,37,2011-03-09,,43,58,A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,,,Budget General Interest,,Government Management,-19.827689947907547,-2.8598028551033092,-0.094,-0.996,1.361,0.397
RS1120038,112,Senate,38,2011-03-10,,97,0,A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120039,112,Senate,39,2011-03-14,,97,0,"To save at least $7,000,000,000 by consolidating some duplicative and overlapping Government programs.",Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120040,112,Senate,40,2011-03-14,,84,12,To offset the disaster relief appropriations by rescinding amounts for foreign assistance programs.,,,Budget Special Interest,,Government Management,6.348420003211372,-3.7396489416281655,0.507,-0.521,1.304,-1.188
RS1120041,112,Senate,41,2011-03-16,,98,1,In the nature of a substitute.,,,Budget Special Interest,Internal Organization,Government Management,,,0.0,0.0,0.0,0.0
RS1120042,112,Senate,42,2011-03-16,,99,0,To limit the amount authorized to be expended from the Highway Trust Fund in any fiscal year to the amount anticipated to be deposited into the Highway Trust Fund in that fiscal year.,,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS1120043,112,Senate,43,2011-03-16,,99,0,To decrease the authorizations of appropriations for the Federal Aviation Administration to fiscal year 2008 levels.,,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS1120044,112,Senate,44,2011-03-17,,87,13,"A bill to provide an extension of surface and air transportation programs, and for other purposes.",,,Budget General Interest,,Government Management,166.57007772843184,-120.87473627538465,0.724,-0.278,0.144,-0.005
RS1120045,112,Senate,45,2011-03-17,,98,0,"A bill to extend the Generalized System of Preferences, and for other purposes.",Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120046,112,Senate,46,2011-03-28,,89,0,To strike section 605.,Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120047,112,Senate,47,2011-04-04,,87,0,"Timothy M. Cain, of South Carolina, to be United States District Judge for the District of South Carolina",Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120048,112,Senate,48,2011-04-05,,41,58,To provide trade promotion authority for the Trans-Pacific Partnership Agreement and for other trade agreements.,Public Health,Tax rates,Regulation General Interest,,Government Management,-12.072420539589984,-2.4457737900763568,-0.204,0.017,0.741,0.355
RS1120049,112,Senate,49,2011-04-05,,87,12,"To make the effective date of the amendments expanding the trade adjustment assistance program contingent on the enactment of the United States-Korea Free Trade Agreement Implementation Act, the United States-Columbia Trade Promotion Agreement Implementation Act, and the United States-Panama Trade Promotion Agreement Implementation Act.",Public Health,Tax rates,Regulation General Interest,,Government Management,162.6003678583256,69.51355597193005,-0.424,0.571,-1.237,0.044
RS1120050,112,Senate,50,2011-04-05,,90,10,To extend the trade adjustment assistance as in effect before the enactment of the Trade and Globalization Adjustment Assistance of 2009.,,,Defense Policy Resolutions,,Foreign and Defense Policy,4.101693736580929,-2.6113889335380867,0.761,0.51,0.278,-0.392
RS1120051,112,Senate,51,2011-04-06,,7,93,To modify the eligibility requirements for trade adjustment assistance.,Pollution and Environmental Protection,,Budget Special Interest,,Government Management,3.580057685382429,3.6652571085286048,-0.99,0.121,1.61,-2.601
RS1120052,112,Senate,52,2011-04-06,,7,93,To repeal trade adjustment assistance for firms.,Pollution and Environmental Protection,,Regulation General Interest,,Government Management,3.5320535537399134,3.6695598935739757,-0.969,0.247,1.622,-2.656
RS1120053,112,Senate,53,2011-04-06,,12,88,"To limit eligibility for trade adjustment assistance to workers who are laid off because of an increase in imports from, or a shift in production to, a country with which the United States has a free trade agreement in effect.",Pollution and Environmental Protection,,Regulation General Interest,,Government Management,0.6689561354555497,0.7208200610755219,-0.067,0.676,0.048,-0.415
RS1120054,112,Senate,54,2011-04-06,,50,51,To require a report on the consequences of failing to act on trade agreements.,Pollution and Environmental Protection,,Regulation General Interest,,Government Management,-3.996904897053778,-0.2101145188090102,0.037,-0.358,-0.642,-0.929
RS1120055,112,Senate,55,2011-04-06,,100,0,To provide Taiwan with critically needed United States-built multirole fighter aircraft to strengthen its self-defense capability against the increasing military threat from China.,Unemployment/Jobs,,Domestic Social Policy,Budget Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RS1120056,112,Senate,56,2011-04-06,,57,43,To extend and modify trade adjustment assistance.,,,Budget Special Interest,Government Organization,Government Management,12.061698411009427,-2.132856491629423,0.257,0.967,0.244,-0.117
RS1120057,112,Senate,57,2011-04-06,,64,36,"Edward J. Davila, of California, to be United States District Judge for the Northern District of California",,,Budget Special Interest,Government Organization,Government Management,29.341612607989347,6.167347359421838,-0.203,0.211,-0.208,0.041
RS1120058,112,Senate,58,2011-04-12,,97,0,"A bill to extend the Generalized System of Preferences, and for other purposes.",Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120059,112,Senate,59,2011-04-21,,47,54,To provide continuing appropriations in fiscal year 2011 and additional appropriations for disaster relief in fiscal years 2011 and 2012.,Public Health,,Domestic Social Policy,Budget General Interest,Social Welfare,4.794955911473442,-0.204,-0.0,-0.204,-0.645,0.778
RS1120060,112,Senate,60,2011-04-14,,42,59,"Making continuing appropriations for fiscal year 2012, and for other purposes.",Abortion/Care of deformed newborns,,Budget Special Interest,Regulation Special Interest,Government Management,-7.74443950928565,1.4897544500799857,0.224,-0.245,-0.707,-0.528
RS1120061,112,Senate,61,2011-04-14,,81,19,"Making continuing appropriations for fiscal year 2012, and for other purposes.",,,Budget General Interest,,Government Management,9.16176373936495,-5.272117013023408,0.656,0.738,0.179,-0.113
RS1120062,112,Senate,62,2011-05-02,,90,0,"Henry F. Floyd, of South Carolina, to be United States Circuit Judge for the Fourth Circuit",Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120063,112,Senate,63,2011-05-03,,97,0,"A bill to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes.",,,Defense Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RS1120064,112,Senate,64,2011-05-04,,52,44,"A bill to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes.",,,Budget Special Interest,,Government Management,4.736128379289489,-0.203527743241421,-0.002,-0.213,0.642,-0.784
RS1120065,112,Senate,65,2011-05-04,,63,33,"A bill to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes.",Judiciary,,Government Organization,,Government Management,-9.56078252267785,2.808964147075489,0.312,-0.174,1.215,0.735
RS1120066,112,Senate,66,2011-05-04,,51,44,"Jane Margaret Triche-Milazzo, of Louisiana, to be United States District Judge for the Eastern District of Louisiana",Judiciary,,Government Organization,,Government Management,4.773951646492194,-0.20596556481842976,0.009,-0.163,0.643,-0.779
RS1120067,112,Senate,67,2011-05-09,,51,40,"A bill to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes.",Judiciary,,Government Organization,,Government Management,-44.69209787536839,2.132141676771367,0.058,-0.46,0.255,0.033
RS1120068,112,Senate,68,2011-05-10,,57,42,To impose a criminal penalty for unauthorized recording or distribution of images produced using advanced imaging technology during screenings of individuals at airports and upon entry to Federal buildings.,Judiciary,,Government Organization,,Government Management,-44.74744412660724,8.789226045954484,0.205,-0.384,0.735,0.095
RS1120069,112,Senate,69,2011-05-11,,97,0,"A bill to provide tax relief for American workers and businesses, to put workers back on the job while rebuilding and modernizing America, and to provide pathways back to work for Americans looking for jobs.",Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120070,112,Senate,70,2011-05-12,,95,0,A bill to implement the United States-Korea Free Trade Agreement.,Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120071,112,Senate,71,2011-05-17,,72,28,A bill to implement the United States-Panama Trade Promotion Agreement.,Judiciary,,Government Organization,,Government Management,-2.634367442987149,0.9954806605529977,0.078,0.79,0.486,1.067
RS1120072,112,Senate,72,2011-05-17,,53,48,A bill to implement the United States-Colombia Trade Promotion Agreement.,Tax rates,,Budget Special Interest,,Government Management,-4.064781044851518,-0.003497258343656995,0.193,-0.788,0.577,0.821
RS1120073,112,Senate,73,2011-05-18,,42,57,"Alison J. Nathan, of New York, to be United States District Judge for the Southern District of New York",Energy,Pollution and Environmental Protection,Budget General Interest,Regulation General Interest,Government Management,2.865213251288378,-0.2890792461933661,-0.238,-0.971,-0.269,0.543
RS1120074,112,Senate,74,2011-05-19,,53,43,"Susan Owens Hickey, of Arkansas, to be United States District Judge for the Western District of Arkansas",Judiciary,,Government Organization,,Government Management,-13.143383025558212,0.2662609977987641,-0.047,0.884,0.884,0.389
RS1120075,112,Senate,75,2011-05-23,,74,8,"Cathy Bissoon, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania",,,Domestic Social Policy,,Civil Liberties,0.9028924305583103,-1.165175498266437,0.925,-0.33,0.419,-2.684
RS1120076,112,Senate,76,2011-05-24,,74,13,"To prohibit funding for Operation Fast and Furious or similar ""gun walking"" programs.",,,Domestic Social Policy,,Civil Liberties,-2.5092600567161956,-2.614463605713254,-0.806,-0.592,-1.479,-3.409
RS1120077,112,Senate,77,2011-05-25,,40,57,To eliminate funding for the trade adjustment assistance for firms program.,Budget resolution ,,Budget General Interest,,Government Management,-5.833830797128163,0.7948159221005142,-0.035,0.999,-0.349,-0.346
RS1120078,112,Senate,78,2011-05-25,,0,97,"Robert David Mariani, of Pennsylvania, to be United States District Judge for the Middle District of Pennsylvania",Budget resolution ,,Budget General Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS1120079,112,Senate,79,2011-05-25,,42,55,To exclude employees of the Transportation Security Administration from the collective bargaining rights of Federal employees and provide employment rights and an employee engagement mechanism for passenger and property screeners.,Budget resolution ,,Budget General Interest,,Government Management,-68.65791734326044,11.280214278981232,0.166,-0.117,-0.736,-0.062
RS1120080,112,Senate,80,2011-05-25,,7,90,"To ensure that the critical surface transportation needs of the United States are made a priority by prohibiting funds from being used on lower-priority projects, such as transportation museums and landscaping.",Budget resolution ,,Budget General Interest,,Government Management,95.7964088468512,-67.09891133086788,0.693,-0.712,-1.441,0.087
RS1120081,112,Senate,81,2011-05-26,,79,18,"Heather A. Higginbottom, of the District of Columbia, to be Deputy Director of the Office of Management and Budget",,,Domestic Social Policy,,Civil Liberties,-2.3369251299429203,-2.4327340609712538,-0.854,-0.437,-1.415,-3.502
RS1120082,112,Senate,82,2011-05-26,,85,10,To prohibit the Food and Drug Administration from preventing an individual not in the business of importing a prescription drug from importing an FDA-approved prescription drug from Canada.,,Firearms,Domestic Social Policy,,Civil Liberties,-7.229604068074299,4.981565528349136,0.769,-0.578,0.195,0.156
RS1120083,112,Senate,83,2011-05-26,,91,4,To establish the National Criminal Justice Commission.,,,Domestic Social Policy,,Civil Liberties,2.20792377497986,-1.774913041760479,0.721,-0.183,0.41,-1.074
RS1120084,112,Senate,84,2011-05-26,,73,23,"To prohibit amounts appropriated under this Act to carry out parts A and B of subtitle V of title 49, United States Code, from being expended unless all the steel, iron, and manufactured products used in the project are produced in the United States.",,,Domestic Social Policy,,Civil Liberties,-3.9061442875267103,-1.5672240595519502,-0.541,0.546,-0.181,-0.268
RS1120085,112,Senate,85,2011-06-06,,73,16,To ensure accountability in Federal grant programs administered by the Department of Justice.,Judiciary,,Government Organization,,Government Management,-2.6321660525397044,1.3516067491979395,0.137,0.991,0.223,0.49
RS1120086,112,Senate,86,2011-06-08,,54,45,"John Edgar Bryson, of California, to be Secretary of Commerce",Banking and Finance,,Regulation Special Interest,,Government Management,-3.067588908442576,-0.45552094013801636,-0.348,0.612,-0.096,-0.181
RS1120087,112,Senate,87,2011-06-09,,53,46,A bill to provide for teacher and first responder stabilization.,,,Regulation Special Interest,,Government Management,39.9035327891564,5.435073393746958,-0.134,0.088,-1.028,0.149
RS1120088,112,Senate,88,2011-06-14,,99,0,A bill to repeal the imposition of withholding on certain payments made to vendors by government entities.,Judiciary,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120089,112,Senate,89,2011-06-14,,40,59,To reestablish the maximum aggregate amount permitted to be provided by the taxpayers to Fannie Mae and Freddie Mac.,Tax rates,Tariffs,Budget Special Interest,Regulation Special Interest,Government Management,7.127367242869208,-1.3175525432151907,0.075,-0.783,-0.122,0.099
RS1120090,112,Senate,90,2011-06-16,,73,27,To reduce the total amount authorized to be appropriated for the Federal Aviation Administration for fiscal year 2011 to the total amount authorized to be appropriated for the Administration for fiscal year 2008.,Tax rates,Tariffs,Budget Special Interest,Regulation Special Interest,Government Management,0.03249260255314292,0.871498069603408,0.077,0.874,-0.001,0.178
RS1120091,112,Senate,91,2011-06-16,,41,59,"To extend loan limits for programs of the government-sponsored enterprises, the Federal Housing Administration, and the Veterans Affairs Administration, and for other purposes.",,,Budget Special Interest,,Government Management,6.791848225420258,-1.354206609592457,0.22,0.14,-0.128,0.109
RS1120092,112,Senate,92,2011-06-21,,65,35,To increase funding for the emergency conservation program and the emergency watershed protection program.,Judiciary,,Government Organization,,Government Management,-2.830889461784597,0.7356246374489855,-0.051,0.88,0.627,1.281
RS1120093,112,Senate,93,2011-06-21,,101,0,To prohibit the use of funds to allow categorical eligibility for the supplemental nutrition assistance program.,,,Defense Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RS1120094,112,Senate,94,2011-06-21,,49,51,"To prohibit the use of funds to provide direct payments to persons or legal entities with an average adjusted gross income in excess of $1,000,000.",,,Budget Special Interest,,Government Management,13.294794029609195,1.288219104441379,-0.15,-0.706,1.039,-0.452
RS1120095,112,Senate,95,2011-06-23,,47,51,To end payments to landlords who are endangering the lives of children and needy families.,,,Government Organization,,Government Management,-17.16447933581511,-0.9443490741712426,-0.069,0.24,-0.736,-0.248
RS1120096,112,Senate,96,2011-06-23,,41,57,To end lending schemes that force taxpayers to repay the loans of delinquent developers and bailout failed or poorly planned local projects.,Judiciary,,Government Organization,,Government Management,-13.003032564990372,1.804188019029403,0.062,0.998,-0.317,-0.141
RS1120097,112,Senate,97,2011-06-28,,56,42,To prohibit the use of funds for the prosecution of enemy combatants in Article III courts of the United States.,Judiciary,,Government Organization,,Government Management,28.09217580737442,-5.0748177985855,0.215,0.965,1.326,-0.273
RS1120098,112,Senate,98,2011-06-28,,44,40,In the nature of a substitute.,,,Internal Organization,,Miscellaneous Policy,3.064410838257894,-0.4421593950886421,0.018,-0.387,0.586,-1.106
RS1120099,112,Senate,99,2011-06-29,,44,55,"Stephen A. Higginson, of Louisiana, to be United States Circuit Judge for the Fifth Circuit",,,Foreign Policy Budget,,Foreign and Defense Policy,-24.419995963273188,2.85571953173969,0.116,0.023,-0.228,-0.054
RS1120100,112,Senate,100,2011-06-29,,25,74,To reduce funding for the Rural Development Agency.,,,Government Organization,,Government Management,-2.365148822270355,0.9645227676659447,-0.015,1.0,-0.119,-0.291
RS1120101,112,Senate,101,2011-06-29,,79,20,"A bill to extend expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and Intelligence Reform and Terrorism Prevention Act of 2004 relating to access to business records, individual terrorists as agents of foreign powers, and roving wiretaps until December 8, 2011.",,,Government Organization,,Government Management,97.30570398436706,-47.67610065632422,0.491,0.101,1.531,-0.091
RS1120102,112,Senate,102,2011-06-29,,63,34,To reallocate 10 percent of the amounts appropriated for capital investments in surface transportation infrastructure from transportation enhancement activities to the highway bridge program.,,,Government Organization,,Government Management,-87.81891470276919,-19.775255808123067,-0.225,-0.016,-1.321,-0.087
RS1120103,112,Senate,103,2011-06-29,,89,8,To prohibit the use of funds to implement regulations regarding the removal of essential-use designation for epinephrine used in oral pressurized metered-dose inhalers.,,,Government Organization,,Government Management,623.0954759470969,-456.39398386922204,0.733,0.335,1.616,-0.015
RS1120104,112,Senate,104,2011-06-30,,95,0,To eliminate funding for the Small Community Air Service Development Program.,CIA/Spying/Intelligence,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1120105,112,Senate,105,2011-07-05,,83,8,"An act making consolidated appropriations for the Departments of Agriculture, Commerce, Justice, Transportation, and Housing and Urban Development, and related programs for the fiscal year ending September 30, 2012, and for other purposes.",,,Internal Organization,,Miscellaneous Policy,-4.392950258158124,2.8811853177201048,0.456,0.878,0.199,0.262
RS1120106,112,Senate,106,2011-07-07,,74,22,"An act making consolidated appropriations for the Departments of Agriculture, Commerce, Justice, Transportation, and Housing and Urban Development, and related programs for the fiscal year ending September 30, 2012, and for other purposes.",Tax rates,,Budget General Interest,,Government Management,-16.036576296455717,7.119214995634947,0.498,-0.867,0.244,0.088
RS1120107,112,Senate,107,2011-07-11,,69,27,A bill to put workers back on the job while rebuilding and modernizing America.,Tax rates,,Budget General Interest,,Government Management,-2.537181805022301,0.8330831826735504,-0.065,0.998,0.186,0.424
RS1120108,112,Senate,108,2011-07-11,,51,49,"A bill to facilitate job creation by reducing regulatory uncertainty, providing for rational evaluation of regulations, providing flexibilities to States and localities, providing for infrastructure spending, and for other purposes.",Tax rates,,Budget General Interest,,Government Management,-11.962098600469522,-0.6799154230258238,-0.055,-0.022,0.697,0.337
RS1120109,112,Senate,109,2011-07-13,,89,11,"Scott Wesley Skavdahl, of Wyoming, to be United States District Judge for the District of Wyoming",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,9.010858985420734,-5.639623007765355,0.702,0.686,1.357,-0.871
RS1120110,112,Senate,110,2011-07-14,,71,26,"To amend the Internal Revenue Code of 1986 to repeal the imposition of 3 percent withholding on certain payments made to vendors by government entities, to modify the calculation of modified adjusted gross income for purposes of determining eligibility for certain healthcare-related programs, and for other purposes.",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,11.457051024501396,-4.535415267172636,0.456,0.689,0.727,-0.367
RS1120111,112,Senate,111,2011-07-14,,56,40,"Evan Jonathan Wallach, of New York, to be United States Circuit Judge for the Federal Circuit",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,9.782490964515965,-1.6421453043773795,0.243,0.735,1.14,-0.674
RS1120112,112,Senate,112,2011-07-18,,81,13,A resolution to establish as a standing order of the Senate that a Senator publicly disclose a notice of intent to objecting to any measure or matter.,Judiciary,,Government Organization,,Government Management,-1.2823150946431476,0.8503807093999675,-0.112,0.994,0.145,0.654
RS1120113,112,Senate,113,2011-07-20,,69,30,"A bill to modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide modernization of the air traffic control system, reauthorize the Federal Aviation Administration, and for other purposes.",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,59.994923311183726,-20.725167315337323,0.361,0.933,1.39,-0.134
