date_generated,id,congress,chamber,rollnumber,date,keyvote,question,description,yea,nay,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-02-01 05:20:49,RH0930001,93,House,1,1973-01-03,,,ELEC. SPEAKER,236,188,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,-0.034,-0.056,0.759,-1.396,0.984,0.993,-10.469,0.976
2017-02-01 05:20:49,RH0930002,93,House,2,1973-01-03,,,A resolution relative to adoption of the Rules of the House of Representatives for the 92d Congress.,208,204,,,Internal Organization,,Miscellaneous Policy,-0.133,-0.991,0.456,-0.164,0.897,0.949,-48.342,0.889
2017-02-01 05:20:49,RH0930003,93,House,3,1973-01-31,,,Resolution providing for the consideration of H. Res. 132 a resolution to create a select committee to study the operation and implementation of rules X and XI of the Rules of the House of Representatives.,206,167,,,Internal Organization,,Miscellaneous Policy,-0.072,0.948,0.07,0.055,0.205,0.645,-227.188,0.543
2017-02-01 05:20:49,RH0930004,93,House,4,1973-01-31,,,Resolution providing for the consideration of H. Res. 132 a resolution to create a select committee to study the operation and implementation of rules X and XI of the Rules of the House of Representatives.,239,135,,,Internal Organization,,Miscellaneous Policy,0.012,0.552,0.09,0.159,0.306,0.751,-196.029,0.591
2017-02-01 05:20:49,RH0930005,93,House,5,1973-01-31,,,Resolution to create a select committee to study the operation and implementation of Rules X and XI of the Rules of the House of Representatives.,284,91,,,Internal Organization,,Miscellaneous Policy,0.453,-0.234,0.147,0.375,0.222,0.813,-150.401,0.669
2017-02-01 05:20:49,RH0930006,93,House,6,1973-02-05,,,A joint resolution to extend the life of the Commission on Highway Beautification established under section 123 of the Federal-Aid Highway Act of 1970.,285,40,,,Government Organization,,Government Management,0.405,0.16,0.181,0.322,0.205,0.904,-82.472,0.775
2017-02-01 05:20:49,RH0930007,93,House,7,1973-02-07,,,"Resolution providing for the consideration of H.R. 2107, a bill to require the Secretary of Agriculture to carry out a rural environmental assistance program.",244,158,Agriculture,,Budget Special Interest,,Agriculture,0.034,-0.175,0.203,-0.318,0.778,0.913,-94.945,0.789
2017-02-01 05:20:49,RH0930008,93,House,8,1973-02-07,,,A bill to require the Secretary of Agriculture to carry out a rural environmental assistance program.,177,217,Agriculture,,Budget Special Interest,,Agriculture,-0.212,-0.548,-0.144,0.252,0.712,0.87,-145.451,0.691
2017-02-01 05:20:49,RH0930009,93,House,9,1973-02-07,,,A bill to require the Secretary of Agriculture to carry out a rural environmental assistance program.,133,260,Agriculture,,Budget Special Interest,,Agriculture,-0.09,-0.445,-0.12,0.383,0.579,0.857,-141.222,0.697
2017-02-01 05:20:49,RH0930010,93,House,10,1973-02-07,,,A bill to require the Secretary of Agriculture to carry out a rural environmental assistance program.,254,147,Agriculture,,Budget Special Interest,,Agriculture,0.336,0.452,0.141,-0.324,0.483,0.81,-159.066,0.672
2017-02-01 05:20:49,RH0930011,93,House,11,1973-02-20,,,"A bill to amend the joint resolution establishing the American Revolution Bicentennial Commission, as amended.",288,72,,,Government Organization,,Government Management,0.67,0.167,0.089,0.017,0.07,0.816,-164.343,0.633
2017-02-01 05:20:49,RH0930012,93,House,12,1973-02-21,,,"Joint resolution making further continuing appropriations for the fiscal year 1973, and for other purposes.",312,73,,,Budget General Interest,,Government Management,0.415,-0.014,0.158,0.436,0.167,0.844,-128.392,0.716
2017-02-01 05:20:49,RH0930013,93,House,13,1973-02-22,,,"An Act to amend the emergency loan program under the Consolidated Farm and Rural Development Act, and for other purposes.",196,161,Agriculture,,Budget Special Interest,,Agriculture,0.017,0.179,0.167,-0.184,0.752,0.888,-108.762,0.737
2017-02-01 05:20:49,RH0930014,93,House,14,1973-02-22,,,"An Act to amend the emergency loan program under the Consolidated Farm and Rural Development Act, and for other purposes.",270,96,Agriculture,,Budget Special Interest,,Agriculture,0.238,-0.007,0.198,-0.155,0.406,0.844,-110.601,0.739
2017-02-01 05:20:49,RH0930015,93,House,15,1973-02-27,,,"A bill to provide an extension of the interest equalization tax, and for other purposes.",359,23,Tax rates,,Budget General Interest,,Government Management,0.577,0.297,0.162,0.427,0.136,0.95,-69.377,0.834
