id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RS1060001,106,Senate,1,1999-01-08,,100,0,S.RES.16 RESOLUTION AGREED TO IMPEACHMENT OF PRESIDENT CLINTON (PROC),Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,,,0.0,0.0,0.0,0.0
RS1060002,106,Senate,2,1999-01-25,,43,57,HARKIN MOTION TO SUSPEND THE RULES MOTION REJECTED IMPEACHMENT OF PRESIDENT CLINTON (PROC),Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,-30.79811332999651,-1.1847886799799792,-0.006,-1.0,0.213,0.04
RS1060003,106,Senate,3,1999-01-26,,41,58,HARKIN MOTION TO SUSPEND THE RULES MOTION REJECTED IMPEACHMENT OF PRESIDENT CLINTON (PROC),Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,-18.3869333313412,-1.008386933331341,-0.001,-0.99,0.213,0.067
RS1060004,106,Senate,4,1999-01-27,,44,56,BYRD MOTION TO DISMISS THE IMPEACHMENT PROCEEDINGS MOTION REJECTED IMPEACHMENT OF PRESIDENT CLINTON,Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,2.7502493815811273,-0.07899002473675491,-0.04,-0.189,0.573,-1.205
RS1060005,106,Senate,5,1999-01-27,,56,44,"HOUSE MGRS. MOTION TO SUBPOENA WITNESSES, ADMIT EVIDENCE NOT IN RECORD MOTION AGREED TO IMPEACHMENT OF PRESIDENT CLINTON -- TRIAL PROCEDURES",Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,2.7502493815811273,-0.07899002473675491,-0.04,-0.189,-0.573,1.205
RS1060006,106,Senate,6,1999-01-28,,44,54,S.RES.16 S.AMDT.NO. 1 DASCHLE AMDT. NO. 1 AMENDMENT REJECTED IMPEACHMENT OF PRESIDENT CLINTON -- TRIAL PROCEDURES,Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,5.296383974732885,-0.07340249741495841,-0.056,-0.37,0.663,-0.724
RS1060007,106,Senate,7,1999-01-28,,43,55,S.RES.30 S.AMDT.NO. 2 DASCHLE AMDT. NO. 2 AMENDMENT REJECTED IMPEACHMENT OF PRESIDENT CLINTON -- TRIAL PROCEDURES,Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,2.7539083917204072,-0.0780741223725817,-0.045,-0.202,0.579,-1.216
RS1060008,106,Senate,8,1999-01-28,,54,44,S.RES. 30 AS AMENDED RESOLUTION AGREED TO IMPEACHMENT OF PRESIDENT CLINTON -- TRIAL PROCEDURES,Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,5.369983610732327,-0.07109070473850992,-0.043,-0.302,-0.662,0.713
RS1060009,106,Senate,9,1999-02-04,,100,0,DIVISION I OF HOUSE MNGRS. MOTION RE: ADMISSION OF EVIDENCE MOTION AGREED TO IMPEACHMENT OF PRESIDENT CLINTON -- TRIAL PROCEDURES,Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,,,0.0,0.0,0.0,0.0
RS1060010,106,Senate,10,1999-02-04,,30,70,DIVISION III HOUSE MGRS MOTION RE: APPEARANCE OF WITNESSES MOTION REJECTED IMPEACHMENT OF PRESIDENT CLINTON -- TRIAL PROCEDURES,Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,6.663073690809997,-2.5553372655996984,0.37,-0.09,-0.197,0.171
