date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-19 13:03:23,RS0700001,70,Senate,1,1927-12-07,,37,53,"TO AMEND S. RES. 1, DECLARING THAT FRANK L. SMITH IS NOT ENTITLED TO A SEAT AS A SENATOR FROM ILLINOIS, BY PROVIDING RETAIN HIS SEAT, MR. SMITH IS ENTITLED TO BE SWORN IN AS A THAT, WITHOUT EXPRESSING ANY OPINION REGARDING HIS RIGHT TO MEMBER OF THE SENAE UPON HIS PRIMA CASE",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,2.9286803740734104,-0.45275590289604273,0.382,0.666,-0.159,0.314,0.595,0.833,-31.46045,
2016-10-19 13:03:23,RS0700002,70,Senate,2,1927-12-07,,30,59,"TO AMEND S. RES. 1, BY REFERRING THE MATTER TO THE COMMITTEE ON PRIVILEGES AND ELECTIONS INSTEAD OF TO A SPECIAL COMMIT- TEE.  (P.161)",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,4.580209769188081,-1.0461693616741226,0.426,0.905,-0.392,0.495,0.933,0.978,-7.728243,
2016-10-19 13:03:23,RS0700003,70,Senate,3,1927-12-07,,56,30,"TO PASS S. RES. 1, WHICH AS AMENDED PROVIDES THAT FRANK SMITH BE DENIED A SEAT AS A U. S. SENATOR FROM ILLINOIS UNTIL FURTHER HEARING AND REPORT BY THE SPECIAL COMMITTEE OF THE SENATE.  (P.3-2, 162-1)",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,2.6553057685381063,-0.6032284227860045,0.42,0.512,0.174,-0.379,0.667,0.884,-24.943854,
2016-10-19 13:03:23,RS0700004,70,Senate,4,1927-12-09,,34,59,"TO AGREE TO A SUBSTITUTE FOR S. RES. 2, AGAINST THE SEATING OF WILLIAM S. VARE AS A SENATOR FROM PENNSYLVANIA, WHICH SUBSTITUTE PROVIDES THAT WILLIAM S. VARE BE SWORN IN AS A SENATOR FROM PENNSYLVANIA UPON HIS PRIMA FACIE CASE AND THAT HIS CREDENTIALS AN ALL PAPERS BE REFERRED TO THE COMMITTEE ON PRIVILEGES AND ELECTIONS, TO REPORT THEREON NOT LATER THAN FEBRUARY 8, 1928",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,2.9601528467705793,-0.6369055712645786,0.429,0.633,-0.195,0.381,0.706,0.892,-25.886842,
2016-10-19 13:03:23,RS0700005,70,Senate,5,1927-12-09,,32,59,"TO AGREE TO A SUBSTITUTE TO S. RES. 2, WHICH SUBSTITUTE PRO- VIDES THAT WILLIAM S. VARE BE SWORN IN UPON HIS PRIMA FACIE CASE AND THAT HIS CREDENTIALS AND ALL PAPERS BE REFERRED TO THE SPECIAL COMMITTEE TO INVESTIGATE AND DETERMINE WITHIN SIXTY DAYS REGADING THE IMPROPER USE OF MONEY TO SECURE ELECTION",Impeachments and Investigations,Disputed Elections to Congress,Internal Organization,,Miscellaneous Policy,3.505262578460266,-0.776641924479603,0.312,0.317,-0.16,0.264,0.687,0.89,-27.613417,
2016-10-19 13:03:23,RS0700006,70,Senate,6,1927-12-09,,60,31,"TO PASS S. RES. 2, WHICH AS AMENDED PROVIDES THAT WILLIAM S. VARE SHALL BE DENIED A SEAT AS A U. S. SENATOR FROM PENNSYLVANIA UNTIL FURTHER HEARING AND REPORT BY THE SPECIAL COMMITTEE OF THE SENATE.  (P.337-2, 338-1)",Impeachments and Investigations,Disputed Elections to Congress,Internal Organization,,Miscellaneous Policy,2.624785012577898,-0.6327866401695161,0.411,0.446,0.172,-0.379,0.677,0.89,-26.24321,
2016-10-19 13:03:23,RS0700007,70,Senate,7,1927-12-12,,61,21,"TO PASS S. RES. 10, EXTENDING THE LIFE OF THE SPECIAL COM- MITTEE CREATED BY THE SENATE ON MAY 19, 1926 TO INVESTIGATE EXPENDITURES IN SENATORIAL PRIMARY AND GENERAL ELECTIONS. (P.340-1, 488-2, 489-1)",Impeachments and Investigations,"Campaign Contributions, Lobbying/House Ethics Campaign Laws",Internal Organization,,Miscellaneous Policy,5.375631981905552,-1.7420495594232315,0.474,0.806,0.303,-0.326,0.81,0.951,-11.82924,
2016-10-19 13:03:23,RS0700008,70,Senate,8,1927-12-15,,41,44,"TO AMEND S. RES. 69, PROVIDING THAT HON. GEORGE H. MOSES (R., N.H.) BE ELECTED PRESIDENT OF THE SENATE PRO TEMPORE, BY SUBSTITUTING THE NAME OF KEY PITTMAN OF NEVADA FOR THAT OF SENATOR MOSES.  (P.690-1)",Election of House Officers,,Internal Organization,,Miscellaneous Policy,-8.836182749868588,0.6013717762559136,-0.045,0.999,0.275,0.18,0.927,0.965,-14.914619,
2016-10-19 13:03:23,RS0700009,70,Senate,9,1927-12-15,,43,44,"TO AMEND S. RES. 71, PROVIDING THAT EDWIN P. THAYER OF INDIANA BE ELECTED SECRETARY OF THE SENATE BY SUBSTITUTING THE NAME OF EDWIN A HALSEY OF VIRGINIA.  (P.690-2)",Election of House Officers,,Internal Organization,,Miscellaneous Policy,-9.82677936835881,1.0482762463104989,0.085,0.213,0.717,0.422,0.977,0.989,-3.300023,
2016-10-19 13:03:23,RS0700010,70,Senate,10,1927-12-15,,42,44,"TO AMEND S. RES. 73, PROVIDING THAT DAVID S. BARRY OF RHODE ISLAND BE CHOSEN SERGEANT-AT-ARMS AND DOOR KEEPER OF THE SENATE, BY SUBSTITUTING THE NAME OF J. L. DOBELL OF MONTANA. (P.691-1)",Election of House Officers,,Internal Organization,,Miscellaneous Policy,-9.285016166351925,1.0227866328015445,0.101,0.085,0.716,0.446,0.976,0.988,-3.309792,
