id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RS1110001,111,Senate,1,2009-01-11,,66,12,"A bill to designate certain land components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.",Public Lands,Parks and Conservation,Government Organization,,Government Management,3.7835989572124524,-1.5386742394107178,0.154,-0.956,0.297,-0.454
RS1110002,111,Senate,2,2009-01-14,,68,24,To clarify standing.,Public Lands,Parks and Conservation,Government Organization,,Government Management,4.997305268107499,-1.9268816862646119,0.415,0.147,0.197,-0.228
RS1110003,111,Senate,3,2009-01-15,,73,21,"Ronald Kirk, of Texas, to be United States Trade Representative, with the rank of Ambassador",Public Lands,Parks and Conservation,Government Organization,,Government Management,10.985116516859202,-4.377356353260071,0.312,-0.95,0.283,-0.149
RS1110004,111,Senate,4,2009-01-15,,72,23,To ensure that the general public has full access to our national parks and to promote the health and safety of all visitors and employees of the National Park Service.,Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,-10.20067423303634,3.8022157545716286,0.32,0.538,0.515,0.292
RS1110005,111,Senate,5,2009-01-15,,42,52,To provide for the future energy needs of the United States and eliminate restrictions on the development of renewable energy.,Banking and Finance,,Budget General Interest,Regulation General Interest,Government Management,-20.71365630666869,-0.015969159026765767,-0.049,0.999,-0.154,-0.043
RS1110006,111,Senate,6,2009-01-21,,95,2,To prohibit the use of eminent domain and to ensure that no American has their property forcibly taken from them by authorities granted under this Act.,,,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RS1110007,111,Senate,7,2009-01-22,,40,55,To require Federal agencies to determine on an annual basis the quantity of land that is owned by each Federal agency and the cost to taxpayers of the ownership of the land.,Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,8.1458612573334,-0.9350237095053402,0.103,-0.096,-0.669,0.475
RS1110008,111,Senate,8,2009-01-22,,53,43,To prohibit funding for congressional earmarks for wasteful and parochial pork projects.,Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,-6.164922825894869,-0.40688490650906134,-0.066,0.0,0.663,0.622
RS1110009,111,Senate,9,2009-01-22,,55,39,"An act to designate certain land as components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.",Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,17.673744537232277,-2.3831968335423377,0.122,-0.227,0.712,-0.233
RS1110010,111,Senate,10,2009-01-22,,55,41,"Elena Kagan, of Massachusetts, to be Solicitor General of the United States",Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,25.60243787307379,-0.5552292544768855,0.012,-0.248,0.332,-0.075
RS1110011,111,Senate,11,2009-01-22,,66,31,A bill to reauthorize and reform the national service laws.,Union Regulation/Davis-Bacon/Situs Picketing,Judiciary,Regulation General Interest,,Social Welfare,-8.414268161472144,2.396580817050728,0.279,0.049,0.467,0.321
RS1110012,111,Senate,12,2009-01-22,,59,38,"David S. Kris, of Maryland, to be an Assistant Attorney General",Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,-45.77194489550696,6.6851953485945925,0.157,-0.501,0.736,0.093
RS1110013,111,Senate,13,2009-01-22,,59,38,"To preserve and protect the free choice of individual employees to form, join, or assist labor organizations, or to refrain from such activities.",Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,-19.21188698437831,2.326671907328479,0.107,0.271,0.382,0.115
RS1110014,111,Senate,14,2009-01-22,,61,36,"To increase the borrowing authority of the Federal Deposit Insurance Corporation, and for other purposes.",Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,11.069845368750325,-2.7123659811250715,0.22,-0.277,0.712,-0.372
RS1110015,111,Senate,15,2009-01-26,,61,34,"To clarify that nonprofit organizations assisted under the Nonprofit Capacity Building Program include certain crisis pregnancy centers, and organizations that serve battered women or victims of rape or incest.",Banking and Finance,,Government Organization,,Government Management,16.38710255430174,-3.9211629203130904,0.282,0.7,0.136,-0.048
RS1110016,111,Senate,16,2009-01-27,,60,37,To express the sense of the Senate regarding the Federal income tax charitable giving.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,17.91684486435804,-2.269095985369421,0.071,-0.997,0.285,-0.092
RS1110017,111,Senate,17,2009-01-27,,97,1,To express the sense of the Senate regarding the Federal income tax deduction for charitable giving.,Banking and Finance,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1110018,111,Senate,18,2009-01-28,,32,65,"To prohibit ACORN, or organizations affiliated or co-located with ACORN, from receiving assistance under this Act.","Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,16.742240999751008,-4.934476612927045,0.293,-0.029,-0.715,0.247
RS1110019,111,Senate,19,2009-01-28,,37,61,"A bill entitled ""The Edward M. Kennedy Serve America Act, an Act to reauthorize and reform the national service laws.""",Abortion/Care of deformed newborns,,Foreign Policy Resolutions,Regulation Special Interest,Foreign and Defense Policy,-4.9660945221536545,0.4173892782058314,0.077,0.035,-0.656,-0.764
RS1110020,111,Senate,20,2009-01-28,,64,33,To require that certain legislation relating to clean energy technologies not increase electricity or gasoline prices or increase the overall burden on consumers.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-22.008041474761242,4.779098824912684,0.261,-0.965,0.293,0.077
RS1110021,111,Senate,21,2009-01-28,,36,60,To amend the deficit-neutral reserve fund for climate change legislation to require that such legislation does not increase electricity or gasoline prices.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-6.300660528601065,0.8780472978780375,0.223,-0.527,-0.39,-0.358
RS1110022,111,Senate,22,2009-01-28,,42,56,"To prohibit the consideration of any budget resolution, or amendment thereto, or conference report thereon, that shows an increase in the public debt, for the period of the current fiscal year through the next 10 years, equal to or greater than the debt accumulated from 1789 to January 20, 2009.","Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-115.20471779828668,-4.702393429729754,-0.041,0.021,-0.737,-0.037
RS1110023,111,Senate,23,2009-01-28,,47,51,To create runaway debt point of order against consideration of a budget resolution that projects the ratio of public debt to GDP for any fiscal year in excess of 90% to ensure the continued viability of US dollar and prevent doubling or tripling the debt burden on future generations.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,20.39283873424217,2.8026756812760203,-0.157,-0.399,-0.476,0.135
RS1110024,111,Senate,24,2009-01-29,,36,62,To limit the application of the Act to claims resulting from discriminatory compensation decisions that are adopted on or after the date of enactment of the Act.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-20.52640527563056,4.308018702606787,0.209,0.018,-0.724,-0.204
RS1110025,111,Senate,25,2009-01-29,,54,44,"To restore the budget discipline of the Federal Government by freezing nondefense discretionary spending for fiscal years 2010 and 2011, and limiting the growth of nondefense discretionary spending to one percent annually for fiscal years 2012, 2013, and 2014.","Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,7.54819678971825,0.7023377110746425,-0.09,0.023,0.693,-0.531
RS1110026,111,Senate,26,2009-01-29,,39,59,"To protect middle-income taxpayers from tax increases by providing a point of order against legislation that increase taxes on them, including taxes that arise, directly or indirectly, from Federal revenues derived from climate change or similar legislation.","Children (aid, infant mortality, etc.)",Abortion/Care of deformed newborns,Domestic Social Policy,Budget Special Interest,Social Welfare,-4.637859213481626,0.3222055362917411,0.259,-0.879,-0.425,-0.53
RS1110027,111,Senate,27,2009-01-29,,40,58,To protect small businesses from higher taxes.,"Children (aid, infant mortality, etc.)",Tax rates,Domestic Social Policy,Budget Special Interest,Social Welfare,-3.6415783454003874,0.0772436980557911,-0.023,0.161,-0.204,-0.324
RS1110028,111,Senate,28,2009-01-29,,36,62,To establish a deficit-neutral reserve fund to address our Nations long term fiscal problems.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-7.934455640029134,1.4217600392858851,0.202,-0.181,-0.712,-0.519
RS1110029,111,Senate,29,2009-01-29,,55,43,To protect the fiscal discipline on discretionary spending exercised by the reported budget resolution by extending the resolution's discretionary spending limits to exactly the same level as already assumed in the resolution to make sure that debt is not increased further than contemplated by this budget resolution as a result of subsequent budget resolution or appropriation bills.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,110.46835016017529,-1.43196195272298,0.017,0.446,0.191,-0.01
RS1110030,111,Senate,30,2009-01-29,,17,81,Relative to a deficit-neutral reserve fund to invest in clean energy and preserve the environment.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-0.23606870426365062,0.9937902672407004,0.033,0.986,-0.01,-0.245
RS1110031,111,Senate,31,2009-01-29,,66,32,To prohibit the use of reconciliation in the Senate for climate change legislation involving a cap and trade system.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-104.2440053244237,30.77376154408287,0.29,0.543,0.757,0.042
RS1110032,111,Senate,32,2009-02-02,,76,21,"To protect all patients by prohibiting the use of data obtained from comparative effectiveness research to deny coverage of items or services under Federal health care programs and to ensure that comparative effectiveness research accounts for advancements in genomics and personalized medicine, the unique needs of health disparity populations, and differences in the treatment response and the treatment preferences of patients.",,,Government Organization,,Government Management,-2.8518622498947463,1.1088910724778969,0.21,0.51,0.321,0.651
RS1110033,111,Senate,33,2009-02-03,,58,39,"To require certain higher-income beneficiaries enrolled in the Medicare prescription drug benefit to pay higher premiums, as is currently required for physicians' services and outpatient services, and as proposed in the budget of the United States Government most recently submitted by the President.",Tax rates,,Budget General Interest,,Government Management,-167.14844605387776,11.81313345404083,0.075,-0.723,0.289,0.01
RS1110034,111,Senate,34,2009-02-03,,52,45,In the nature of a substitute.,Tax rates,,Budget General Interest,Budget Special Interest,Government Management,-69.40419905351327,-9.270524881689159,-0.125,-0.595,-0.168,-0.014
RS1110035,111,Senate,35,2009-02-03,,71,26,To preserve open competition and Federal Government neutrality towards the labor relations of Federal Government contractors on Federal and federally funded construction projects.,Tax rates,,Budget General Interest,,Government Management,12.338524276180138,-11.21617759600054,0.869,-0.494,0.064,-0.03
RS1110036,111,Senate,36,2009-02-03,,42,55,To provide for enhanced oversight of the Board of Governors of the Federal Reserve System concerning the use of emergency economic assistance.,Tax rates,,Budget General Interest,,Government Management,28.092175807374417,-1.0561843516147489,0.002,-1.0,-0.136,0.028
RS1110037,111,Senate,37,2009-02-04,,32,65,To require information from the Board of Governors of the Federal Reserve System about the use of emergency economic assistance.,Tax rates,,Budget General Interest,,Government Management,17.276899978064733,-5.034316794033608,0.272,-0.335,-0.699,0.234
RS1110038,111,Senate,38,2009-02-04,,36,61,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",Tax rates,,Budget General Interest,,Government Management,-7.29426957852219,1.023080549728673,0.143,-0.02,-0.705,-0.559
RS1110039,111,Senate,39,2009-02-04,,35,62,To provide for the expenditure of the remaining Troubled Asset Relief Program funds for the benefit of consumers.,Tax rates,,Budget General Interest,,Government Management,-11.443430439180462,2.1867499701677233,0.137,0.619,-0.554,-0.28
RS1110040,111,Senate,40,2009-02-04,,44,53,To end $272 billion in spending on bailouts under TARP and reduce record deficits and levels of debt.,Tax rates,,Budget General Interest,,Government Management,11.567366508918878,1.31081451503459,-0.116,-0.031,-0.73,0.365
RS1110041,111,Senate,41,2009-02-04,,38,59,To protect middle-income taxpayers from a national energy tax.,Tax rates,,Budget General Interest,,Government Management,9.21774518679473,-1.3750895322590666,0.253,0.957,-0.306,0.192
RS1110042,111,Senate,42,2009-02-04,,37,60,To establish a deficit-neutral reserve fund for outer Continental Shelf oil and natural gas leasing revenues.,Tax rates,,Budget General Interest,,Government Management,-10.917262577216073,1.177057207412743,0.096,0.129,-0.487,-0.258
RS1110043,111,Senate,43,2009-02-04,,39,57,To add a deficit-neutral reserve fund for the 21st Century Community Learning Centers afterschool program.,Tax rates,Social Security,Budget General Interest,,Government Management,-7.4194724577408975,-0.027355779661927183,-0.008,0.032,-0.381,-0.297
RS1110044,111,Senate,44,2009-02-04,,31,65,"To protect charitable giving by ensuring that organizations that provide important religious, educational, cultural, health care, and environmental services are not negatively impacted by changes to the Federal income tax deduction for charitable donations.",Tax rates,Tariffs,Budget General Interest,,Government Management,19.313370867569912,-4.870909571230327,0.255,0.054,-0.187,0.056
RS1110045,111,Senate,45,2009-02-05,,40,58,To ensure that millions of middle-income families do not face an alternative minimum tax increase in 2013 and 2014 and that the budget resolution reflects that result.,Tax rates,,Budget General Interest,,Government Management,4.7107254969612455,-0.2483640390668526,-0.022,-0.352,-0.641,0.787
RS1110046,111,Senate,46,2009-02-05,,32,65,"A bill to amend title VII of the Civil Rights Act of 1964 and the Age Discrimination in Employment Act of 1967, and to modify the operation of the Americans with Disabilities Act of 1990 and the Rehabilitation Act of 1973, to clarify that a discriminatory compensation decision or other practice that is unlawful under such Acts occurs each time compensation is paid pursuant to the discriminatory compensation decision or other practice, and for other purposes.",Tax rates,,Budget General Interest,Internal Organization,Government Management,266.0494297051342,-62.081714840116796,0.237,0.972,-0.138,0.003
RS1110047,111,Senate,47,2009-02-05,,43,54,"To provide for a deficit-neutral reserve fund to establish a national usury law, and for other purposes.",Tax rates,Religion,Budget General Interest,,Government Management,-6.386150260132298,-0.33569366326674716,-0.051,-0.01,-0.265,-0.24
RS1110048,111,Senate,48,2009-02-05,,35,63,To modify the authorization for climate change legislation.,Tax rates,Housing/Housing Programs/Rent Control,Budget General Interest,,Government Management,-69.40419905351327,12.162543232471847,0.177,-0.122,-0.204,-0.017
RS1110049,111,Senate,49,2009-02-05,,37,60,"To protect workers from significant job loss by providing a point of order against climate change or similar legislation that raises Federal revenues to such an extent that it causes significant job loss in manufacturing- or coal-dependent U.S. regions such as the Midwest, Great Plains or South.",Tax rates,,Budget General Interest,,Government Management,-10.917262577216073,1.177057207412743,0.096,0.129,-0.487,-0.258
RS1110050,111,Senate,50,2009-02-05,,1,96,"To save the American taxpayer over $150,000,000,000 by adjusting spending levels beyond fiscal year 2010 to compensate for spending from the stimulus bill in the corresponding fiscal years.",Tax rates,,Budget General Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS1110051,111,Senate,51,2009-02-06,,73,24,To increase transparency by requiring five days of public review of legislation before passage by the Senate.,Tax rates,,Budget General Interest,,Government Management,30.518158449062568,10.2020649219869,-0.334,0.009,-0.248,0.047
RS1110052,111,Senate,52,2009-02-06,,97,0,To ensure that law abiding Amtrak passengers are allowed to securely transport firearms in their checked baggage.,Tax rates,,Budget General Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS1110053,111,Senate,53,2009-02-06,,39,57,To create a deficit-neutral reserve fund for estate tax relief.,Tax rates,Housing/Housing Programs/Rent Control,Budget General Interest,,Government Management,21.20683859968461,-1.2642735439873845,0.04,-0.416,-0.187,0.051
RS1110054,111,Senate,54,2009-02-06,,47,49,"To provide that no additional estate tax relief beyone that which is already assumed in this resolution, which protects over 99.7 percent of estates from the estate tax, shall be allowed under any deficit-neutral reserve fund unless an equal amount of aggregate tax relief is also provided to Americans earning less than $100,000 per year.",Tax rates,Welfare,Budget General Interest,,Government Management,-13.272811571131276,-1.1357401703830852,-0.153,0.895,-0.179,-0.078
RS1110055,111,Senate,55,2009-02-06,,80,16,To prevent taxpayer-funded bailouts for auto manufacturers.,Tax rates,Pollution and Environmental Protection,Budget General Interest,,Government Management,-7.444638445483688,3.4466566300970016,0.521,-0.432,0.251,0.195
RS1110056,111,Senate,56,2009-02-06,,45,51,To implement President Obama's earmark reforms.,Tax rates,Welfare,Budget General Interest,,Government Management,-9.042640633920994,-1.1923259694458377,-0.078,-0.487,-0.702,-0.449
RS1110057,111,Senate,57,2009-02-06,,41,55,"Timothy F. Geithner, of New York, to be Secretary of the Treasury",Tax rates,,Budget General Interest,,Government Management,-23.044362966986828,-0.5074879926368552,-0.011,-0.254,-0.255,-0.064
RS1110058,111,Senate,58,2009-02-06,,35,61,To provide for a point of order against any appropriations bill that fails fully fund the construction of the Southwest border fence.,Tax rates,,Budget General Interest,,Government Management,-7.215474548723014,0.8340440853793707,-0.023,1.0,-0.383,-0.307
RS1110059,111,Senate,59,2009-02-09,,61,36,To establish a deficit-neutral reserve fund to protect small and home businesses from the burdensome and impractical requirements of the Consumer Product Safety Improvement Act of 2008.,Tax rates,,Budget General Interest,,Government Management,-40.991153162673704,5.964664127563729,0.151,-0.225,0.73,0.103
RS1110060,111,Senate,60,2009-02-10,,61,37,To protect the freedom of conscience for patients and the right of health care providers to serve patients without violating their moral and religious convictions.,Tax rates,,Budget General Interest,,Government Management,-40.991153162673704,5.964664127563729,0.151,-0.225,0.73,0.103
RS1110061,111,Senate,61,2009-02-10,,62,37,"To require States to implement drug testing programs for applicants for and recipients of assistance under the Temporary Assistance for Needy Families (TANF) program, which would encourage healthy, drug-free families instead of encouraging dependent behavior or on-going drug abuse.",Tax rates,,Budget General Interest,,Government Management,-40.991153162673704,5.964664127563729,0.151,-0.225,0.73,0.103
RS1110062,111,Senate,62,2009-02-11,,94,4,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",,,Defense Policy Resolutions,,Foreign and Defense Policy,-0.8244002857135949,1.1361628534284423,0.187,0.982,0.064,0.449
RS1110063,111,Senate,63,2009-02-13,,60,38,"Tony West, of California, to be an Assistant Attorney General",Tax rates,,Budget General Interest,,Government Management,-45.77194489550696,6.6851953485945925,0.157,-0.501,0.736,0.093
RS1110064,111,Senate,64,2009-02-13,,61,38,"Lanny A. Breuer, of the District of Columbia, to be an Assistant Attorney General",Tax rates,,Budget General Interest,,Government Management,-41.57380240334211,6.028365570114684,0.154,-0.374,0.726,0.101
RS1110065,111,Senate,65,2009-02-24,,62,34,"Christine Anne Varney, of the District of Columbia, to be an Assistant Attorney General",Ratio of Representatives to Population,,Government Organization,D. C.,Government Management,-3.9723099275133515,0.666720668326492,0.299,-0.521,0.25,0.364
RS1110066,111,Senate,66,2009-02-24,,81,17,"Christopher R. Hill, of Rhode Island, to be Ambassador to the Republic of Iraq",,,Government Organization,,Government Management,-10.645790605735783,4.77385423438759,0.486,-0.4,0.335,0.182
RS1110067,111,Senate,67,2009-02-25,,36,62,"Christopher R. Hill, of Rhode Island, to be Ambassador to the Republic of Iraq",Ratio of Representatives to Population,,Government Organization,D. C.,Government Management,-5.2082657878167895,0.8622268994333422,0.342,-0.919,-0.353,-0.392
RS1110068,111,Senate,68,2009-02-25,,7,91,To require States to impose cost-sharing for any individual enrolled in a State child health plan whose income exceeds 200 percent of the poverty line.,Ratio of Representatives to Population,Tax rates,Government Organization,D. C.,Government Management,7.868157929924516,-4.748551596681956,0.504,-0.783,-0.268,0.197
RS1110069,111,Senate,69,2009-02-26,,30,67,"To modify the definition of the term ""obligation"".",Ratio of Representatives to Population,,Government Organization,D. C.,Government Management,-3.1142909831704673,0.6617147335694897,0.085,0.397,-0.182,-0.338
RS1110070,111,Senate,70,2009-02-26,,57,41,"To establish the Financial Markets Commission, and for other purposes.",Ratio of Representatives to Population,Radio/Television/Motion Pictures/Telecommunications,Government Organization,D. C.,Government Management,4.746152288964807,-0.25107695422070386,-0.02,-0.346,0.645,-0.786
RS1110071,111,Senate,71,2009-02-26,,87,11,"To limit the amount that may be deducted from proceeds due to the United States under the False Claims Act for purposes of compensating private intervenors to the greater of $50,000,000 or 300 percent of the expenses and costs of the intervenor.",Ratio of Representatives to Population,Radio/Television/Motion Pictures/Telecommunications,Government Organization,D. C.,Government Management,8.059842470730572,3.682014152765379,-0.418,0.313,-0.216,0.155
RS1110072,111,Senate,72,2009-02-26,,62,36,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",Ratio of Representatives to Population,Firearms,Government Organization,D. C.,Government Management,-4.036861792707417,-1.0574356279506083,-0.473,0.852,-0.379,-0.543
RS1110073,111,Senate,73,2009-02-26,,61,37,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",Ratio of Representatives to Population,,Government Organization,D. C.,Government Management,-4.633083137524538,0.6522482667583429,0.34,-0.923,0.302,0.377
RS1110074,111,Senate,74,2009-03-03,,32,63,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",,,Budget General Interest,,Government Management,23.77736449055547,-4.8774877764510975,0.164,-0.978,-0.222,0.054
RS1110075,111,Senate,75,2009-03-03,,33,61,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",,,Budget General Interest,,Government Management,4.814952188265861,-1.3099941467363505,0.227,-0.217,-0.671,0.806
RS1110076,111,Senate,76,2009-03-03,,40,55,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",,,Budget General Interest,,Government Management,39.24642208383191,-1.3841605520957978,0.025,-0.403,-0.19,0.028
RS1110077,111,Senate,77,2009-03-04,,38,57,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",,,Budget General Interest,,Government Management,9.546561516396906,-1.0590286437708658,0.108,-0.028,-0.137,0.083
RS1110078,111,Senate,78,2009-03-04,,37,58,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",Civil Rights/Desegregation/Busing/Affirmative Action,,Budget General Interest,,Government Management,-14.618600981743937,0.964381399018256,-0.001,0.979,-0.321,-0.127
RS1110079,111,Senate,79,2009-03-04,,34,61,"Daniel K. Tarullo, of Massachusetts, to be a Member of the Board of Governors of the Federal Reserve System for a term of fourteen years from February 1, 2008",,,Budget General Interest,,Government Management,12.505261090723113,-2.568336317043671,0.254,0.608,-0.16,0.074
RS1110080,111,Senate,80,2009-03-04,,43,52,"A bill to improve enforcement of mortgage fraud, securities fraud, financial institution fraud, and other frauds related to federal assistance and relief programs, for the recovery of funds lost to these frauds, and for other purposes.",,,Budget General Interest,,Government Management,815.4993388787808,37.696470249545136,-0.045,0.999,-0.282,0.002
RS1110081,111,Senate,81,2009-03-05,,39,55,"A bill to improve enforcement of mortgage fraud, securities fraud, financial institution fraud, and other frauds related to federal assistance and relief programs, for the recovery of funds lost to these frauds, and for other purposes.",Abortion/Care of deformed newborns,U. N.,Budget General Interest,,Government Management,-4.228310267702418,-0.039744319214221946,0.115,-0.526,-0.367,-0.502
RS1110082,111,Senate,82,2009-03-05,,42,52,"Kathleen Sebelius, of Kansas, to be Secretary of Health and Human Services",Pollution and Environmental Protection,,Budget General Interest,,Government Management,-10.988998183472935,-1.099976831062983,-0.093,-0.078,-0.703,-0.37
RS1110083,111,Senate,83,2009-03-05,,43,51,"An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2010, revising the appropriate budgetary levels for fiscal year 2009, and setting forth the appropriate budgetary levels for fiscal years 2011 through 2014.",,,Budget General Interest,,Government Management,7.449533771116041,0.683054309569372,-0.098,-0.047,-0.398,0.309
RS1110084,111,Senate,84,2009-03-05,,26,68,To prevent mortgage foreclosures and preserve home values.,Public Health,,Budget General Interest,Indian Affairs,Government Management,-20.505786083992557,6.261530915481387,0.351,-0.936,-0.195,-0.055
RS1110085,111,Senate,85,2009-03-05,,41,53,"Thomas L. Strickland, of Colorado, to be Assistant Secretary for Fish and Wildlife",Iran,Energy,Foreign Policy Budget,,Foreign and Defense Policy,-31.153021166065614,0.034256343851965965,-0.031,1.0,-0.237,-0.044
RS1110086,111,Senate,86,2009-03-09,,32,63,To authorize and remove impediments to the repayment of funds received under the Troubled Asset Relief Program.,,,Budget General Interest,,Government Management,3.3582676961377387,-0.9275196756156353,0.462,0.624,-0.234,0.403
RS1110087,111,Senate,87,2009-03-09,,34,61,To provide that the primary and foundational responsibility of the Federal Housing Administration shall be to safeguard and preserve the solvency of the Administration.,,,Foreign Policy Budget,,Foreign and Defense Policy,-15.11469223832067,1.9351109187758815,0.062,0.998,-0.196,-0.075
RS1110088,111,Senate,88,2009-03-09,,39,56,To address safe harbor for certain servicers.,,,Foreign Policy Budget,,Foreign and Defense Policy,-11.507119808351591,0.29606569169055297,-0.061,0.998,-0.191,-0.096
RS1110089,111,Senate,89,2009-03-09,,42,53,To require the Secretary of the Treasury to use any amounts repaid by a financial institution that is a recipient of assistance under the Troubled Assets Relief Program to reduce the authorization level under the TARP.,,,Domestic Social Policy,Budget Special Interest,Social Welfare,267.49535051874904,31.209956010693638,-0.117,-0.087,-0.74,0.016
RS1110090,111,Senate,90,2009-03-10,,32,64,In the nature of a substitute.,Judiciary,,Regulation Special Interest,,Government Management,2.7779041522356778,-0.7246685622835353,0.015,-0.683,-0.256,0.533
RS1110091,111,Senate,91,2009-03-10,,38,59,Of a perfecting nature.,Union Regulation/Davis-Bacon/Situs Picketing,,Budget Special Interest,,Government Management,-13.77203784849005,1.0581459681214826,0.052,0.342,-0.481,-0.202
RS1110092,111,Senate,92,2009-03-10,,47,50,"To prohibit the use of Troubled Asset Relief Program funds for the purchase of common stock, and for other purposes.",Radio/Television/Motion Pictures/Telecommunications,,Regulation Special Interest,,Government Management,8.291343022999222,0.9105044476449105,-0.115,-0.043,-1.187,0.828
RS1110093,111,Senate,93,2009-03-10,,50,47,"To protect the interests of bona fide tenants in the case of any foreclosure on any dwelling or residential real property, and for other purposes.",Immigration/Naturalization,,Budget Special Interest,Regulation Special Interest,Government Management,23.072206712384144,3.5702642471319264,-0.156,-0.029,0.738,-0.185
RS1110094,111,Senate,94,2009-03-10,,39,58,To establish a pilot program for the expedited disposal of Federal real property.,Education,,D. C.,Budget Special Interest,Social Welfare,88.40772974673713,-6.702910163284652,0.066,-0.868,-0.214,0.014
RS1110095,111,Senate,95,2009-03-10,,52,45,"To amend chapter 7 of title 31, United States Code, to provide the Comptroller General additional audit authorities relating to the Board of Governors of the Federal Reserve System, and for other purposes.",Congressional Pay and Benefits,,Internal Organization,Budget Special Interest,Government Management,-21.50021383722965,-0.8100179623272907,-0.084,0.996,0.171,0.046
RS1110096,111,Senate,96,2009-03-10,,62,35,A bill to prevent mortgage foreclosures and enhance mortgage credit availability.,,,Budget General Interest,,Government Management,3.119440273817244,-0.7389984985742079,0.36,0.384,0.233,-0.432
RS1110097,111,Senate,97,2009-03-12,,66,28,"A bill to improve the organization and procedures of the Department of Defense for the acquisition of major weapon systems, and for other purposes.",,,Government Organization,,Government Management,-2.24589762114748,0.4572777362119527,0.237,-0.075,0.226,0.582
RS1110098,111,Senate,98,2009-03-12,,73,20,"R. Gil Kerlikowske, of Washington, to be Director of National Drug Control Policy",,,Government Organization,,Government Management,-2.3790542699284303,0.8607108220362784,0.052,0.737,0.341,0.829
