date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-18 10:30:10,RS1140001,114,Senate,1,2015-01-08,,31,66,In the nature of a substitute.,,,,,,-9.268723164197818,-2.272075050929696,-0.231,-0.131,0.375,0.234,0.742,0.918,-13.256024,Amendment Rejected
2016-10-18 10:30:10,RS1140002,114,Senate,2,2015-01-08,,93,4,"A bill to extend the termination date of the Terrorism Insurance Program established under the Terrorism Risk Insurance Act of 2002, and for other purposes.",,,,,,-1.071052454529526,-1.259376257540214,-0.329,-0.907,-0.11,-0.594,-0.25,0.948,-14.221652,Bill Passed
2016-10-18 10:30:10,RS1140003,114,Senate,3,2015-01-12,,63,32,A bill to approve the Keystone XL Pipeline.,,,,,,-4.692963831782224,-1.0607420195339692,-0.193,-0.155,-0.327,-0.403,0.844,0.947,-12.915239,Cloture on the Motion to Proceed Agreed to
2016-10-18 10:30:10,RS1140004,114,Senate,4,2015-01-20,,57,42,To ensure that oil transported through the Keystone XL pipeline into the United States is used to reduce United States dependence on Middle Eastern oil.,,,,,,-11.363920364289651,-0.9846579476860134,-0.076,-0.121,-0.391,-0.199,0.929,0.97,-5.72618,Motion to Table Agreed to
2016-10-18 10:30:10,RS1140005,114,Senate,5,2015-01-20,,53,46,"To require the use of iron, steel, and manufactured goods produced in the United States in the construction of the Keystone XL Pipeline and facilities.",,,,,,8.95969429014526,-1.228881174848448,0.127,-0.091,-0.268,0.173,0.978,0.99,-7.001205,Motion to Table Agreed to
2016-10-18 10:30:10,RS1140006,114,Senate,6,2015-01-20,,94,5,To promote energy efficiency.,,,,,,-13.266323464916338,9.97493848026625,0.762,-0.134,0.367,0.16,0.4,0.97,-6.367458,Amendment Agreed to
2016-10-18 10:30:10,RS1140007,114,Senate,7,2015-01-21,,54,45,To conform citizen suits under the Endangered Species Act of 1973.,,,,,,18.45076418500089,-0.7931290390300337,0.038,-0.092,-0.453,0.142,1.0,1.0,-0.425892,Amendment Rejected
2016-10-18 10:30:10,RS1140008,114,Senate,8,2015-01-21,,41,58,To ensure that the storage and transportation of petroleum coke is regulated in a manner that ensures the protection of public and ecological health.,,,,,,-2.650489139372914,-0.24087396782927278,-0.049,-0.111,0.302,0.659,0.878,0.949,-7.887805,Amendment Rejected
2016-10-18 10:30:10,RS1140009,114,Senate,9,2015-01-21,,54,45,"To continue cleaning up fields and streams while protecting neighborhoods, generating affordable energy, and creating jobs.",,,,,,-2.340782430135355,0.04517320524920414,0.068,-0.114,-0.24,-0.593,0.889,0.949,-11.287286,Amendment Rejected
2016-10-18 10:30:10,RS1140010,114,Senate,10,2015-01-21,,98,1,To express the sense of the Senate that climate change is real and not a hoax.,,,,,,,,0.0,0.0,0.0,0.0,-45.0,0.535,0.0,Amendment Agreed to
