id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RH1130001,113,House,1,2014-01-08,,405,0,,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,14.993241607379176,-0.5555877380501297,0.061,0.359,-0.744,0.287
RH1130002,113,House,2,2014-01-08,,388,18,,,,Internal Organization,,Miscellaneous Policy,13.733892809449287,-0.5573641045197109,0.055,0.198,-0.729,0.307
RH1130003,113,House,3,2014-01-08,,406,0,,,,Internal Organization,,Miscellaneous Policy,9.426228690112223,-0.867786760897058,0.152,0.565,-0.722,0.443
RH1130004,113,House,4,2014-01-09,,226,191,,,,Internal Organization,,Miscellaneous Policy,17.86411843917714,-1.3780636339713825,0.132,0.98,0.766,-0.248
RH1130005,113,House,5,2014-01-09,,223,186,,,,Internal Organization,,Miscellaneous Policy,8.873257642525378,-0.7650875110166874,0.165,0.699,-0.718,0.468
RH1130006,113,House,6,2014-01-09,,189,228,,Public Safety,,Budget Special Interest,,Government Management,12.273140852173043,-7.372694835112537,0.581,-0.242,1.339,-0.631
RH1130007,113,House,7,2014-01-09,,190,227,,,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1130008,113,House,8,2014-01-09,,188,225,,,,Internal Organization,,Miscellaneous Policy,5.264634757264361,-4.613443171054224,0.799,-0.407,0.071,-0.078
RH1130009,113,House,9,2014-01-09,,225,188,,,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH1130010,113,House,10,2014-01-10,,291,122,,,,Budget Special Interest,,Government Management,8.958186093373266,2.686250292237888,-0.281,0.169,-0.206,0.133
RH1130011,113,House,11,2014-01-13,,396,0,,,,Budget Special Interest,,Government Management,2.861401189048354,1.5703100461330093,-0.207,0.978,-0.141,0.285
RH1130012,113,House,12,2014-01-13,,387,7,,,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH1130013,113,House,13,2014-01-14,,422,0,,,,Budget Special Interest,,Government Management,18.28390190119436,-6.181009589370251,0.31,-0.513,-0.196,0.062
RH1130014,113,House,14,2014-01-14,,417,4,,,,Budget Special Interest,,Government Management,15.601952004973246,-8.31184041865074,0.533,0.004,1.338,-0.496
RH1130015,113,House,15,2014-01-14,,274,138,,,,Budget Special Interest,,Government Management,-3.492333331244634,0.45574433285502125,0.229,-0.344,-0.221,-0.366
RH1130016,113,House,16,2014-01-14,,418,0,,,,Budget Special Interest,,Government Management,-11.675472737974195,2.3505511659264773,0.214,-0.148,-0.216,-0.107
RH1130017,113,House,17,2014-01-14,,420,0,,,,Budget Special Interest,,Government Management,-4.781754429807838,1.0657319391192617,0.212,0.052,-1.217,-1.472
RH1130018,113,House,18,2014-01-15,,228,195,,,,Budget Special Interest,,Government Management,-15.150735481790484,2.197529444795125,0.176,-0.469,-0.241,-0.092
RH1130019,113,House,19,2014-01-15,,230,191,,,,Budget Special Interest,,Government Management,-6.426314727177154,1.3359312103304721,0.347,-0.894,-0.26,-0.234
RH1130020,113,House,20,2014-01-15,,359,67,,Public Lands,,Budget Special Interest,,Government Management,-4.033132239756582,0.33429215735050666,0.039,0.177,-0.235,-0.337
RH1130021,113,House,21,2014-01-16,,186,226,,,,Budget Special Interest,,Government Management,271.2134326109015,-69.8237059114453,0.261,0.963,1.313,-0.028
RH1130022,113,House,22,2014-01-16,,259,154,,,,Budget Special Interest,,Government Management,-20.597764906221087,6.273882534896969,0.321,-0.338,1.364,0.383
RH1130023,113,House,23,2014-01-27,,394,0,,Public Health,,Domestic Social Policy,Budget Special Interest,Social Welfare,26.372246676310677,-21.285425094372233,0.799,-0.214,1.564,-0.343
RH1130024,113,House,24,2014-01-27,,367,27,,,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH1130025,113,House,25,2014-01-28,,222,194,,Debt Ceilings,,Budget General Interest,,Government Management,6.508968292800012,0.47925111219840033,-0.028,0.297,-0.7,0.622
RH1130026,113,House,26,2014-01-28,,224,192,,Debt Ceilings,,Budget General Interest,,Government Management,-132.11150170712617,-4.993348566577921,-0.039,0.159,-1.302,-0.057
RH1130027,113,House,27,2014-01-28,,260,142,,,,Internal Organization,,Miscellaneous Policy,0.749736718170668,-1.2057925339184865,0.788,-0.615,0.021,-0.162
RH1130028,113,House,28,2014-01-28,,192,221,,Debt Ceilings,,Budget General Interest,,Government Management,3.3582676961377387,0.42516929474499765,0.167,0.986,0.162,-0.279
RH1130029,113,House,29,2014-01-28,,227,188,,Debt Ceilings,,Budget General Interest,,Government Management,-3.063975057421964,-1.0577049097402882,-0.605,0.796,-0.178,-0.336
RH1130030,113,House,30,2014-01-29,,251,166,,"Children (aid, infant mortality, etc.)",Public Health,Budget Special Interest,,Social Welfare,34.354007479034536,-25.094469354988725,0.716,-0.497,1.283,-0.216
RH1130031,113,House,31,2014-02-03,,391,2,,"Children (aid, infant mortality, etc.)",Public Health,Budget Special Interest,,Social Welfare,-31.736108114213334,20.189095247266586,0.659,-0.725,1.07,0.195
RH1130032,113,House,32,2014-02-03,,390,0,,Budget resolution ,,Budget General Interest,Government Organization,Government Management,-4.621344973296888,-0.031992699512825795,0.169,-0.813,-0.66,-0.826
RH1130033,113,House,33,2014-02-04,,225,193,,Budget resolution ,,Budget General Interest,Government Organization,Government Management,5.706329466076751,0.12953413460471308,0.121,0.82,-0.959,0.972
RH1130034,113,House,34,2014-02-04,,234,185,,Budget resolution ,,Budget General Interest,Government Organization,Government Management,-12.365473337939266,0.020127606302797973,-0.079,0.997,1.193,0.558
RH1130035,113,House,35,2014-02-05,,226,196,,Budget resolution ,,Budget General Interest,Government Organization,Government Management,0.9675306559504638,0.9698117336012384,0.025,0.994,0.045,-0.269
RH1130036,113,House,36,2014-02-05,,229,190,,Budget resolution ,,Budget General Interest,Government Organization,Government Management,-12.4851366061834,-0.028940546424733597,-0.004,0.021,0.721,0.334
RH1130037,113,House,37,2014-02-05,,185,237,,Budget resolution ,,Budget General Interest,Government Organization,Government Management,-9.9803802500733,-1.8598209932656125,-0.213,0.266,-0.283,-0.164
RH1130038,113,House,38,2014-02-05,,181,242,,Religion,,Budget Special Interest,,Social Welfare,-1.1225263248026636,-0.7048332651317833,-0.219,-0.459,-0.105,-0.541
RH1130039,113,House,39,2014-02-05,,187,231,,Energy,,Regulation Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1130040,113,House,40,2014-02-05,,268,154,,Congressional Pay and Benefits,,Budget Special Interest,,Government Management,-6.806582606901025,-0.00011946969622517178,0.073,-0.497,-0.712,-0.605
RH1130041,113,House,41,2014-02-05,,179,239,,Congressional Pay and Benefits,,Budget Special Interest,,Government Management,26.334217371368513,-0.2460185647987388,0.021,0.307,-1.284,0.282
RH1130042,113,House,42,2014-02-05,,193,228,,,,Internal Organization,,Miscellaneous Policy,-5.208343035429442,0.6575010478263796,0.108,0.095,-0.688,-0.764
RH1130043,113,House,43,2014-02-05,,194,226,,Congressional Pay and Benefits,,Budget Special Interest,,Government Management,-6.999094952860336,-1.2647936492521568,-0.228,0.331,-0.167,-0.138
RH1130044,113,House,44,2014-02-05,,194,227,,Communists/Communism/Unamerican Activities,Nuclear Weapons,Defense Policy Budget,Defense Policy Resolutions,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1130045,113,House,45,2014-02-05,,189,231,,,,Internal Organization,,Miscellaneous Policy,-3.8976995845270133,3.4084744161029605,0.924,-0.193,0.093,0.138
RH1130046,113,House,46,2014-02-05,,193,230,,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1130047,113,House,47,2014-02-05,,192,231,,,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH1130048,113,House,48,2014-02-05,,191,231,,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,,,0.0,0.0,0.0,0.0
RH1130049,113,House,49,2014-02-05,,229,191,,,,Internal Organization,,Miscellaneous Policy,-19.786284817887555,17.855954602092325,0.922,-0.387,0.065,0.019
RH1130050,113,House,50,2014-02-06,,190,224,,Women's Equality,,Domestic Social Policy,Budget Special Interest,Civil Liberties,-6.623810113750666,-0.058119050568753335,-0.005,-0.025,-0.954,-0.833
RH1130051,113,House,51,2014-02-06,,218,198,,Women's Equality,,Domestic Social Policy,Regulation Special Interest,Civil Liberties,,,0.0,0.0,0.0,0.0
RH1130052,113,House,52,2014-02-06,,194,222,,,,Internal Organization,,Miscellaneous Policy,-7.204237036256495,6.466595525189875,0.943,-0.327,0.071,0.057
