date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood
2017-01-22 01:59:02,RS0700001,70,Senate,1,1927-12-07,,37,53,"TO AMEND S. RES. 1, DECLARING THAT FRANK L. SMITH IS NOT ENTITLED TO A SEAT AS A SENATOR FROM ILLINOIS, BY PROVIDING RETAIN HIS SEAT, MR. SMITH IS ENTITLED TO BE SWORN IN AS A THAT, WITHOUT EXPRESSING ANY OPINION REGARDING HIS RIGHT TO MEMBER OF THE SENAE UPON HIS PRIMA CASE",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,2.9190376299936354,-0.4489104499175559,0.384,0.672,-0.161,0.319,0.595,0.833,-31.475291
2017-01-22 01:59:02,RS0700002,70,Senate,2,1927-12-07,,30,59,"TO AMEND S. RES. 1, BY REFERRING THE MATTER TO THE COMMITTEE ON PRIVILEGES AND ELECTIONS INSTEAD OF TO A SPECIAL COMMIT- TEE.  (P.161)",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,4.467701787383581,-1.0136440667875564,0.429,0.903,-0.404,0.523,0.933,0.978,-7.734282
2017-01-22 01:59:02,RS0700003,70,Senate,3,1927-12-07,,56,30,"TO PASS S. RES. 1, WHICH AS AMENDED PROVIDES THAT FRANK SMITH BE DENIED A SEAT AS A U. S. SENATOR FROM ILLINOIS UNTIL FURTHER HEARING AND REPORT BY THE SPECIAL COMMITTEE OF THE SENATE.  (P.3-2, 162-1)",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,2.631650221180773,-0.595188043559467,0.423,0.518,0.177,-0.389,0.667,0.884,-24.941759
2017-01-22 01:59:02,RS0700004,70,Senate,4,1927-12-09,,34,59,"TO AGREE TO A SUBSTITUTE FOR S. RES. 2, AGAINST THE SEATING OF WILLIAM S. VARE AS A SENATOR FROM PENNSYLVANIA, WHICH SUBSTITUTE PROVIDES THAT WILLIAM S. VARE BE SWORN IN AS A SENATOR FROM PENNSYLVANIA UPON HIS PRIMA FACIE CASE AND THAT HIS CREDENTIALS AN ALL PAPERS BE REFERRED TO THE COMMITTEE ON PRIVILEGES AND ELECTIONS, TO REPORT THEREON NOT LATER THAN FEBRUARY 8, 1928",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,2.936104509279154,-0.6313332525178735,0.433,0.64,-0.199,0.392,0.706,0.892,-25.873957
2017-01-22 01:59:02,RS0700005,70,Senate,5,1927-12-09,,32,59,"TO AGREE TO A SUBSTITUTE TO S. RES. 2, WHICH SUBSTITUTE PRO- VIDES THAT WILLIAM S. VARE BE SWORN IN UPON HIS PRIMA FACIE CASE AND THAT HIS CREDENTIALS AND ALL PAPERS BE REFERRED TO THE SPECIAL COMMITTEE TO INVESTIGATE AND DETERMINE WITHIN SIXTY DAYS REGADING THE IMPROPER USE OF MONEY TO SECURE ELECTION",Impeachments and Investigations,Disputed Elections to Congress,Internal Organization,,Miscellaneous Policy,3.5223935609865755,-0.7735091845887982,0.313,0.329,-0.162,0.266,0.687,0.89,-27.634527
2017-01-22 01:59:02,RS0700006,70,Senate,6,1927-12-09,,60,31,"TO PASS S. RES. 2, WHICH AS AMENDED PROVIDES THAT WILLIAM S. VARE SHALL BE DENIED A SEAT AS A U. S. SENATOR FROM PENNSYLVANIA UNTIL FURTHER HEARING AND REPORT BY THE SPECIAL COMMITTEE OF THE SENATE.  (P.337-2, 338-1)",Impeachments and Investigations,Disputed Elections to Congress,Internal Organization,,Miscellaneous Policy,2.601914060489465,-0.6241924210426384,0.414,0.453,0.175,-0.389,0.677,0.89,-26.239863
2017-01-22 01:59:02,RS0700007,70,Senate,7,1927-12-12,,61,21,"TO PASS S. RES. 10, EXTENDING THE LIFE OF THE SPECIAL COM- MITTEE CREATED BY THE SENATE ON MAY 19, 1926 TO INVESTIGATE EXPENDITURES IN SENATORIAL PRIMARY AND GENERAL ELECTIONS. (P.340-1, 488-2, 489-1)",Impeachments and Investigations,"Campaign Contributions, Lobbying/House Ethics Campaign Laws",Internal Organization,,Miscellaneous Policy,5.240932919730107,-1.6954068685507213,0.479,0.815,0.309,-0.341,0.81,0.951,-11.86837
2017-01-22 01:59:02,RS0700008,70,Senate,8,1927-12-15,,41,44,"TO AMEND S. RES. 69, PROVIDING THAT HON. GEORGE H. MOSES (R., N.H.) BE ELECTED PRESIDENT OF THE SENATE PRO TEMPORE, BY SUBSTITUTING THE NAME OF KEY PITTMAN OF NEVADA FOR THAT OF SENATOR MOSES.  (P.690-1)",Election of House Officers,,Internal Organization,,Miscellaneous Policy,-9.018624735767263,0.6111991363620077,-0.043,0.999,0.276,0.177,0.927,0.965,-14.962101
2017-01-22 01:59:02,RS0700009,70,Senate,9,1927-12-15,,43,44,"TO AMEND S. RES. 71, PROVIDING THAT EDWIN P. THAYER OF INDIANA BE ELECTED SECRETARY OF THE SENATE BY SUBSTITUTING THE NAME OF EDWIN A HALSEY OF VIRGINIA.  (P.690-2)",Election of House Officers,,Internal Organization,,Miscellaneous Policy,-10.779358250599211,1.0683486600479368,0.08,0.206,0.725,0.389,0.977,0.989,-3.309185
2017-01-22 01:59:02,RS0700010,70,Senate,10,1927-12-15,,42,44,"TO AMEND S. RES. 73, PROVIDING THAT DAVID S. BARRY OF RHODE ISLAND BE CHOSEN SERGEANT-AT-ARMS AND DOOR KEEPER OF THE SENATE, BY SUBSTITUTING THE NAME OF J. L. DOBELL OF MONTANA. (P.691-1)",Election of House Officers,,Internal Organization,,Miscellaneous Policy,-10.379134553175973,1.0412595134453655,0.093,0.076,0.725,0.404,0.976,0.988,-3.301251
2017-01-22 01:59:02,RS0700011,70,Senate,11,1927-12-19,,42,37,"TO REFER TO THE COMMITTEE ON INTERSTATE COMMERCE THE RESOLU- TION S. RES. 83, AUTHORIZING AN INVESTIGATION OF PUBLIC UTILITY CORPORATIONS.  (P.810-1)",Interstate Commerce/Anti-trust/Restraint of Commerce,,Budget Special Interest,,Government Management,1.4783063917854167,0.07297696575657908,0.506,0.821,-0.194,0.759,0.676,0.848,-26.308967
2017-01-22 01:59:02,RS0700012,70,Senate,12,1928-01-04,,76,7,"TO PASS S. J. RES. 47, PROPOSING AN AMENDMENT TO THE U. S. CONSTITUTION AND FIXING COMMENCEMENT OF THE TERMS OF PRESI- DENT AND VICE PRESIDENT AND MEMBERS OF CONGRESS AND FIXING THE TIME FOR CONGRESS TO ASSEMBLE.  (P.679-1)",Constitutional Amendments,,Government Organization,,Government Management,-1.916537160903349,-1.518634610364884,-0.891,0.189,-0.225,-0.679,0.143,0.928,-19.640513
2017-01-22 01:59:02,RS0700013,70,Senate,13,1928-01-16,,56,37,"TO PASS S. RES. 52, FAVORING A REDUCTION OF TARIFF SCHEDULES AND THEIR CONSIDERATION AT THE PRESENT SESSION.  (P.1512-2)",Tariffs,,Regulation General Interest,,Government Management,3.5102598978185595,-0.32482079182548473,0.08,-0.044,0.298,-0.491,0.757,0.903,-16.427508
2017-01-22 01:59:02,RS0700014,70,Senate,14,1928-01-16,,62,21,"TO PROCEED TO THE CONSIDERATION OF S. 744 (45 STAT. 689, 5/22/1928), A BILL TO FURTHER DEVELOP AN AMERICAN MERCHANT MARINE AND TO ASSURE ITS PERMANENCE IN THE TRANSPORTATION OF FOREIGN TRADE OF THE UNITED STATES, AND FOR OTHER PURPOSES. (P.1513-1)",Shipping/Maritime,,Budget Special Interest,Foreign Policy Resolutions,Government Management,1.5461331472317315,-0.8144634143721166,0.281,-0.38,0.081,-0.303,0.381,0.843,-31.980964
2017-01-22 01:59:02,RS0700015,70,Senate,15,1928-01-19,,31,60,"TO AMEND, IN MOTION OF A SUBSTITUTE, S. RES. 112 DECLARING FRANK L. SMITH NOT ENTITLED TO MEMBERSHIP IN THE SENATE AS A SENATOR FROM THE STATE OF ILLINOIS, BY PROVIDING THAT THE OATH OF OFFICE BY ADMINISTERED TO HIM AND THAT THE CREDEN- TIALS AND ALL CHAGES RELATIVE TO THE SMITH CASE BE REFERRED TO THE COMMITTEE ON PRIVILEGES AND ELECTION, AND THAT SAID COMMITTEE ON PRIVILEGES AND ELECTIONS, AND THAT SAID COMMIT- TEE BE DIRECTED TO HEAR AND DETERMINE ALL CHARGES",Impeachments and Investigations,Disputed Elections to Congress,Internal Organization,,Miscellaneous Policy,3.177220735180021,-0.8182304211235297,0.464,0.656,-0.167,0.304,0.581,0.857,-31.340919
2017-01-22 01:59:02,RS0700016,70,Senate,16,1928-01-19,,66,25,"TO PASS S. RES. 112, WHICH AS MODIFIED PROVIDES THAT FRANK L. SMITH IS NOT ENTITLED TO MEMBERSHIP IN THE SENATE OF THE UNITED STATES AND THAT A VACANCY EXISTS IN THE REPRESENTA- TION OF THE STATE OF ILLINOIS IN THE SENATE OF THE UNITED STATES.  (P.1718-12)",Impeachments and Investigations,Disputed Elections to Congress,Internal Organization,,Miscellaneous Policy,3.2557157392652476,-1.0826563262306692,0.421,0.288,0.17,-0.302,0.6,0.89,-25.285086
2017-01-22 01:59:02,RS0700017,70,Senate,17,1928-01-26,,44,35,"TO AMEND AN AMENDMENT TO S. 744 (45 STAT. 689, 5/22/1829), A BILL TO FURTHER DEVELOP AN AMERICAN MERCHANT MARINE, BY CHANGING FROM FOUR TO FIVE THE NUMBER OF MEMBERS OF THE SHIPPING BOARD REQUIRED TO VOTE IN ORDER TO SELL VESSELS (UNANIMOUS CONSENT WAS RQUIRED BY PROVISIONS IN THE ORIGIN- AL BILL)",Shipping/Maritime,,Budget Special Interest,,Government Management,6.885337207689808,-0.9214586511692408,-0.004,-0.949,0.075,-0.063,0.229,0.658,-46.181198
2017-01-22 01:59:02,RS0700018,70,Senate,18,1928-01-26,,25,55,"TO AMEND S. 744, BY REQUIRING THE VOTES OF FIVE MEMBERS OF THE SHIPPING BOARD TO SELL A SHIP OR SHIPS, INSTEAD OF REQUIRING A UNANIMOUS VOTE.  (P.2010-1,2; 2071-2)",Shipping/Maritime,,Budget Special Interest,,Government Management,2.8005203126856237,-0.3878993797229541,0.191,0.147,-0.23,0.475,0.72,0.912,-16.513866
2017-01-22 01:59:02,RS0700019,70,Senate,19,1928-01-26,,51,25,"TO AGREE TO AN AMENDMENT TO S. 744, WHICH AMENDED AMENDMENT ELIMINATES SECTION TWO OF THE BILL AND SUBSTITUTES A PROVI- SION THAT THE SHIPPING BOARD SHALL NOT SELL ANY VESSEL OR ANY LINE OF VESSELS UNLESS THE BUILDING UP AND MAINTENANCE OF AN ADEQUATE MECHANT MARINE CAN BEST BE SERVED THEREBY, AND THEN ONLY UPON THE AFFIRMATIVE UNANIMOUS VOTE OF THE MEMBERS OF THE BOARD, DULY RECORDED",Shipping/Maritime,,Budget Special Interest,,Government Management,3.2598941979680474,-0.5302967269689313,0.409,0.803,0.217,-0.385,0.64,0.882,-21.099956
