date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-19 13:03:23,RH1020001,102,House,1,1991-01-03,,262,165,"(HOUSE ELECTED THOMAS S. FOLEY, OF THE STATE OF WASHINGTON, AS SPEAKER OF THE HOUSE OF HOUSE OF REPRESENTATIVES OVER ROBERT H. MICHEL OF ILLINOIS.)",Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,5.054705341293327,-0.2675711510407864,0.047,-0.03,0.735,-0.841,0.994,0.998,-6.083281,Foley
2016-10-19 13:03:23,RH1020002,102,House,2,1991-01-03,,250,163,RULES FOR THE 102ND CONGRESS,,,Internal Organization,,Miscellaneous Policy,4.029847998691072,-0.2173133119424072,0.044,-0.04,0.71,-1.019,0.994,0.998,-5.025868,Passed
2016-10-19 13:03:23,RH1020003,102,House,3,1991-01-03,,161,256,RULES FOR THE 102ND CONGRESS,Constitutional Amendments,,Budget General Interest,,Government Management,4.840763596441942,-0.2820827614007488,0.056,-0.011,-0.729,0.871,0.994,0.998,-5.851213,Failed
2016-10-19 13:03:23,RH1020004,102,House,4,1991-01-03,,242,161,RULES FOR THE 102ND CONGRESS,,,Internal Organization,,Miscellaneous Policy,4.844167887087572,-0.2805850659027289,0.054,-0.019,0.727,-0.868,0.994,0.998,-5.848808,Passed
2016-10-19 13:03:23,RH1020005,102,House,5,1991-01-12,,286,92,"(HOUSE APPROVED THE JOURNAL OF FRIDAY, JANUARY 11, 1991.)",,,Internal Organization,,Miscellaneous Policy,1.8199323307365702,-0.796191511240096,0.421,-0.03,0.236,-0.75,0.522,0.884,-96.341084,Passed
2016-10-19 13:03:23,RH1020006,102,House,6,1991-01-12,,302,132,TO EXPRESS THE SENSE OF CONGRESS THAT CONGRESS MUST APPROVE ANY OFFENSIVE MILITARY ACTION AGAINST IRAQ,,,Defense Policy Resolutions,,Foreign and Defense Policy,-8.794367688287641,1.4888565348539688,0.132,0.328,0.222,0.146,0.674,0.901,-97.672593,Passed
2016-10-19 13:03:23,RH1020007,102,House,7,1991-01-12,,183,251,REGARDING UNITED STATES POLICY TO REVERSE IRAQ’S OCCUPATION OF KUWAIT,,,Defense Policy Resolutions,,Foreign and Defense Policy,-6.347221622842666,-1.170319373118277,-0.119,-0.415,0.214,0.195,0.694,0.871,-127.312317,Failed
2016-10-19 13:03:23,RH1020008,102,House,8,1991-01-12,,251,183,TO AUTHORIZE THE USE OF UNITED STATES ARMED FORCES PURSUANT TO UNITED NATIONS SECURITY COUNCIL RESOLUTION 678,,,Defense Policy Resolutions,Defense Policy Budget,Foreign and Defense Policy,-6.211049012178116,-1.151702665656224,-0.136,-0.307,-0.218,-0.203,0.716,0.88,-123.655219,Passed
2016-10-19 13:03:23,RH1020009,102,House,9,1991-01-18,,399,6,SUPPORTING THE UNITED STATES PRESENCE IN THE PERSIAN GULF,,,Defense Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0,-26.333,0.595,0.0,Passed
2016-10-19 13:03:23,RH1020010,102,House,10,1991-01-23,,416,0,CONDEMNING THE IRAQI ATTACK AGAINST ISRAEL,,,Defense Policy Resolutions,Foreign Policy Resolutions,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0,-16600000.0,0.601,0.0,Passed
2016-10-19 13:03:23,RH1020011,102,House,11,1991-01-23,,418,0,CONDEMNING THE TREATMENT BY THE GOVERNMENT OF IRAQ OF CAPTURED SERVICE MEMBERS OF THE U.S. AND ITS ALLIES IN THE PERSIAN GULF CONFLICT,,,Defense Policy Resolutions,Foreign Policy Resolutions,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0,-16600000.0,0.603,0.0,Passed
2016-10-19 13:03:23,RH1020012,102,House,12,1991-01-23,,415,0,EXTENSION OF TIME UNDER THE INTERNAL REVENUE LAWS FOR INDIVIDUALS PERFORMING SERVICES AS PART OF THE DESERT SHIELD OPERATION,Tax rates,,Defense Policy Budget,Regulation Special Interest,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0,-16600000.0,0.6,0.0,Passed
