date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-23 07:31:50,RS1110001,111,Senate,1,2009-01-11,,66,12,"A bill to designate certain land components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.",Public Lands,Parks and Conservation,Government Organization,,Government Management,0.152,-0.954,0.299,-0.464,0.25,0.885,-13.183,0.844
2017-01-23 07:31:50,RS1110002,111,Senate,2,2009-01-14,,68,24,"A bill to designate certain land as components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.",Public Lands,Parks and Conservation,Government Organization,,Government Management,0.415,0.145,0.198,-0.227,0.25,0.804,-28.239,0.736
2017-01-23 07:31:50,RS1110003,111,Senate,3,2009-01-15,,73,21,"A bill to designate certain land as components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.",Public Lands,Parks and Conservation,Government Organization,,Government Management,0.312,-0.95,0.286,-0.151,0.476,0.883,-22.069,0.791
2017-01-23 07:31:50,RS1110004,111,Senate,4,2009-01-15,,72,23,"A bill to amend title VII of the Civil Rights Act of 1964 and the Age Discrimination in Employment Act of 1967, and to modify the operation of the Americans with Disabilities Act of 1990 and the Rehabilitation Act of 1973, to clarify that a discriminator compensation decision or other practice that is unlawful under such Acts occurs each time compensation is paid pursuant to the discriminatory compensation decision or other practice, and for other purposes.",Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,0.318,0.537,0.516,0.303,0.783,0.947,-15.251,0.852
2017-01-23 07:31:50,RS1110005,111,Senate,5,2009-01-15,CQ,42,52,A joint resolution relating to the disapproval of obligations under the Emergency Economic Stabilization Act of 2008.,Banking and Finance,,Budget General Interest,Regulation General Interest,Government Management,-0.048,0.999,-0.155,-0.043,0.643,0.84,-36.083,0.681
2017-01-23 07:31:50,RS1110006,111,Senate,6,2009-01-21,,95,2,"Hillary Rodham Clinton, of New York, to be Secretary of State",,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1110007,111,Senate,7,2009-01-22,,40,55,In the nature of a substitute.,Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,0.101,-0.094,-0.67,0.478,0.975,0.989,-2.035,0.979
2017-01-23 07:31:50,RS1110008,111,Senate,8,2009-01-22,,53,43,To provide a rule of construction.,Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,-0.066,0.001,0.666,0.622,0.93,0.969,-7.64,0.924
2017-01-23 07:31:50,RS1110009,111,Senate,9,2009-01-22,,55,39,To limit the application of the bill to discriminatory compensation decisions.,Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,0.12,-0.226,0.713,-0.233,0.949,0.979,-2.605,0.973
2017-01-23 07:31:50,RS1110010,111,Senate,10,2009-01-22,,55,41,To clarify standing.,Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,0.011,-0.247,0.336,-0.075,0.951,0.979,-6.202,0.937
2017-01-23 07:31:50,RS1110011,111,Senate,11,2009-01-22,,66,31,"To preserve and protect the free choice of individual employees to form, join, or assist labor organizations, or to refrain from such activities.",Union Regulation/Davis-Bacon/Situs Picketing,Judiciary,Regulation General Interest,,Social Welfare,0.278,0.048,0.469,0.331,0.839,0.948,-11.056,0.892
2017-01-23 07:31:50,RS1110012,111,Senate,12,2009-01-22,,59,38,To limit the application of the Act to claims resulting from discriminatory compensation decisions that are adopted on or after the date of enactment of the Act.,Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,0.156,-0.501,0.74,0.093,1.0,1.0,-1.234,0.987
2017-01-23 07:31:50,RS1110013,111,Senate,13,2009-01-22,,59,38,To preserve open competition and Federal Government neutrality towards the labor relations of Federal Government contractors on Federal and federally funded construction projects.,Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,0.106,0.272,0.385,0.113,0.895,0.959,-5.869,0.941
2017-01-23 07:31:50,RS1110014,111,Senate,14,2009-01-22,CQ,61,36,"A bill to amend title VII of the Civil Rights Act of 1964 and the Age Discrimination in Employment Act of 1967, and to modify the operation of the Americans with Disabilities Act of 1990 and the Rehabilitation Act of 1973, to clarify that a discriminator compensation decision or other practice that is unlawful under such Acts occurs each time compensation is paid pursuant to the discriminatory compensation decision or other practice, and for other purposes.",Women's Equality,Judiciary,Regulation General Interest,,Social Welfare,0.22,-0.276,0.716,-0.362,0.972,0.99,-5.133,0.948
2017-01-23 07:31:50,RS1110015,111,Senate,15,2009-01-26,,61,34,"Timothy F. Geithner, of New York, to be Secretary of the Treasury",Banking and Finance,,Government Organization,,Government Management,0.287,0.699,0.138,-0.053,0.529,0.832,-37.519,0.674
2017-01-23 07:31:50,RS1110016,111,Senate,16,2009-01-27,,60,37,To require States to impose cost-sharing for any individual enrolled in a State child health plan whose income exceeds 200 percent of the poverty line.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,0.075,-0.997,0.288,-0.087,0.865,0.948,-12.751,0.877
2017-01-23 07:31:50,RS1110017,111,Senate,17,2009-01-27,,97,1,"Daniel K. Tarullo, of Massachusetts, to be a Member of the Board of Governors of the Federal Reserve System for a term of fourteen years from February 1, 2008",Banking and Finance,,Government Organization,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1110018,111,Senate,18,2009-01-28,,32,65,In the nature of a substitute.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,0.293,-0.028,-0.716,0.237,0.812,0.938,-9.708,0.905
2017-01-23 07:31:50,RS1110019,111,Senate,19,2009-01-28,,37,61,"To restore the prohibition on funding of nongovernmental organizations that promote abortion as a method of birth control (the ""Mexico City Policy"").",Abortion/Care of deformed newborns,,Foreign Policy Resolutions,Regulation Special Interest,Foreign and Defense Policy,0.077,0.033,-0.659,-0.767,0.946,0.98,-3.569,0.964
2017-01-23 07:31:50,RS1110020,111,Senate,20,2009-01-28,,64,33,"To ensure redistributed funds go towards coverage of low-income children or outreach and enrollment of low-income children, rather than to States that will use the funds to cover children from higher income families.","Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,0.271,-0.962,0.299,0.094,0.879,0.959,-14.175,0.864
2017-01-23 07:31:50,RS1110021,111,Senate,21,2009-01-28,,36,60,To prohibit CHIP coverage for higher income children and to prohibit any payments to a State from its CHIP allotments for any fiscal year quarter in which the State Medicaid income eligibility level for children is greater than the income eligibility levl for children under CHIP.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,0.223,-0.527,-0.395,-0.367,0.889,0.958,-6.833,0.931
2017-01-23 07:31:50,RS1110022,111,Senate,22,2009-01-28,,42,56,"To reinstate the crowd out policy agreed to in section 116 of H.R. 3963 (CHIPRA II), as agreed to and passed by the House and Senate.","Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-0.041,0.021,-0.742,-0.033,1.0,1.0,-1.257,0.987
2017-01-23 07:31:50,RS1110023,111,Senate,23,2009-01-28,,47,51,To provide for the development of best practice recommendations and to ensure coverage of low income children.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-0.16,-0.398,-0.479,0.139,0.894,0.949,-13.224,0.874
2017-01-23 07:31:50,RS1110024,111,Senate,24,2009-01-29,,36,62,To ensure that children do not lose their private insurance and that uninsured children can get access to private insurance.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,0.207,0.017,-0.726,-0.209,0.944,0.98,-3.907,0.961
2017-01-23 07:31:50,RS1110025,111,Senate,25,2009-01-29,,54,44,To eliminate any exceptions to the prohibition on States receiving an enhanced Federal matching rate for providing coverage to children whose family income exceeds 300 percent of the poverty line.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,-0.092,0.026,0.696,-0.533,0.932,0.969,-6.715,0.934
2017-01-23 07:31:50,RS1110026,111,Senate,26,2009-01-29,,39,59,To codify regulations specifying that an unborn child is eligible for child health assistance.,"Children (aid, infant mortality, etc.)",Abortion/Care of deformed newborns,Domestic Social Policy,Budget Special Interest,Social Welfare,0.261,-0.878,-0.432,-0.541,0.923,0.969,-8.526,0.917
2017-01-23 07:31:50,RS1110027,111,Senate,27,2009-01-29,,40,58,To provide an above-the-line Federal income tax deduction for health care costs of certain children in an amount comparable to the average federal share of the benefit provided to any non-citizen child for medical assistance or child health assistance.,"Children (aid, infant mortality, etc.)",Tax rates,Domestic Social Policy,Budget Special Interest,Social Welfare,-0.023,0.159,-0.207,-0.331,0.85,0.939,-21.337,0.804
2017-01-23 07:31:50,RS1110028,111,Senate,28,2009-01-29,,36,62,To ensure that American children have high-quality health coverage that fits their individual needs.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,0.201,-0.182,-0.716,-0.525,1.0,1.0,-1.948,0.98
2017-01-23 07:31:50,RS1110029,111,Senate,29,2009-01-29,,55,43,To clarify that new paperwork and enrollment barriers are not created in the Express Lane Enrollment option and that income may be determined by Express Lane agencies based on State income tax records or returns.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,0.014,0.447,0.193,-0.008,0.814,0.918,-23.244,0.789
2017-01-23 07:31:50,RS1110030,111,Senate,30,2009-01-29,,17,81,To provide assistance for States with percentages of children with no health insurance coverage above the national average.,"Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,0.03,0.984,-0.01,-0.249,0.0,0.827,-45.184,0.631
2017-01-23 07:31:50,RS1110031,111,Senate,31,2009-01-29,CQ,66,32,"A bill to amend title XXI of the Social Security Act to extend and improve the Children's Health Insurance Program, and for other purposes.","Children (aid, infant mortality, etc.)",Public Health,Domestic Social Policy,Budget Special Interest,Social Welfare,0.288,0.544,0.758,0.049,0.781,0.929,-11.192,0.892
2017-01-23 07:31:50,RS1110032,111,Senate,32,2009-02-02,,76,21,"Eric H. Holder, Jr., of the District of Columbia, to be Attorney General",,,Government Organization,,Government Management,0.208,0.507,0.319,0.658,0.619,0.918,-16.089,0.847
2017-01-23 07:31:50,RS1110033,111,Senate,33,2009-02-03,,58,39,To strengthen the infrastructure investments made by the bill.,Tax rates,,Budget General Interest,,Government Management,0.077,-0.723,0.293,0.014,0.949,0.979,-9.829,0.904
2017-01-23 07:31:50,RS1110034,111,Senate,34,2009-02-03,,52,45,To strike the $246 million tax earmark for Hollywood production companies.,Tax rates,,Budget General Interest,Budget Special Interest,Government Management,-0.121,-0.596,-0.169,-0.021,0.622,0.825,-34.65,0.7
2017-01-23 07:31:50,RS1110035,111,Senate,35,2009-02-03,,71,26,To amend the Internal Revenue Code of 1986 to allow an above-the-line deduction against individual income tax for interest on indebtedness and for State sales and excise taxes with respect to the purchase of certain motor vehicles.,Tax rates,,Budget General Interest,,Government Management,0.869,-0.493,0.065,-0.034,0.0,0.732,-55.264,0.566
2017-01-23 07:31:50,RS1110036,111,Senate,36,2009-02-03,,42,55,"To amend the Internal Revenue Code of 1986 to allow the deduction for dividends received from controlled foreign corporations for an additional year, and for other purposes.",Tax rates,,Budget General Interest,,Government Management,0.005,-1.0,-0.137,0.026,0.619,0.835,-39.888,0.663
2017-01-23 07:31:50,RS1110037,111,Senate,37,2009-02-04,,32,65,To eliminate unnecessary spending.,Tax rates,,Budget General Interest,,Government Management,0.272,-0.337,-0.7,0.236,0.875,0.959,-9.449,0.907
2017-01-23 07:31:50,RS1110038,111,Senate,38,2009-02-04,,36,61,In the nature of a substitute.,Tax rates,,Budget General Interest,,Government Management,0.142,-0.021,-0.709,-0.562,1.0,1.0,-1.76,0.982
2017-01-23 07:31:50,RS1110039,111,Senate,39,2009-02-04,,35,62,To ensure that the $1 trillion spending bill is not used to expand the scope of the Federal Government by adding new spending programs.,Tax rates,,Budget General Interest,,Government Management,0.134,0.618,-0.555,-0.284,0.886,0.959,-6.043,0.94
2017-01-23 07:31:50,RS1110040,111,Senate,40,2009-02-04,,44,53,To reimplement Gramm-Rudman-Hollings to require deficit reduction and spending cuts upon 2 consecutive quarters of positive GDP growth.,Tax rates,,Budget General Interest,,Government Management,-0.118,-0.031,-0.735,0.368,0.932,0.969,-6.353,0.937
2017-01-23 07:31:50,RS1110041,111,Senate,41,2009-02-04,,38,59,"To appropriate, with an offset, $5,232,000,000 for procurement for the Department of Defense to reconstitute military units to an acceptable readiness rating and to restock prepositioned assets and war reserve material.",Tax rates,,Budget General Interest,,Government Management,0.25,0.955,-0.309,0.192,0.921,0.969,-13.448,0.871
2017-01-23 07:31:50,RS1110042,111,Senate,42,2009-02-04,,37,60,To reduce income taxes for all working taxpayers.,Tax rates,,Budget General Interest,,Government Management,0.096,0.13,-0.488,-0.255,0.946,0.979,-4.354,0.956
2017-01-23 07:31:50,RS1110043,111,Senate,43,2009-02-04,,39,57,"To amend the Internal Revenue Code of 1986 to suspend for 2009 the 1993 income tax increase on Social Security benefits, and for other purposes.",Tax rates,Social Security,Budget General Interest,,Government Management,-0.008,0.033,-0.385,-0.294,0.897,0.958,-7.107,0.929
2017-01-23 07:31:50,RS1110044,111,Senate,44,2009-02-04,,31,65,To prohibit the applicability of Buy American requirements in the Act to the utilization of funds provided by the Act.,Tax rates,Tariffs,Budget General Interest,,Government Management,0.253,0.054,-0.189,0.052,0.742,0.917,-22.568,0.791
2017-01-23 07:31:50,RS1110045,111,Senate,45,2009-02-05,,40,58,In the nature of a substitute.,Tax rates,,Budget General Interest,,Government Management,-0.022,-0.35,-0.644,0.79,1.0,1.0,-0.308,0.997
2017-01-23 07:31:50,RS1110046,111,Senate,46,2009-02-05,,32,65,To provide greater accountability of taxpayers' dollars by curtailing congressional earmarking and requiring disclosure of lobbying by recipients of Federal funds.,Tax rates,,Budget General Interest,Internal Organization,Government Management,0.253,0.967,-0.142,0.014,0.437,0.814,-39.722,0.664
2017-01-23 07:31:50,RS1110047,111,Senate,47,2009-02-05,,43,54,To allow the free exercise of religion at institutions of higher education that receive funding under section 803 of division A.,Tax rates,Religion,Budget General Interest,,Government Management,-0.051,-0.011,-0.268,-0.236,0.86,0.938,-16.274,0.846
2017-01-23 07:31:50,RS1110048,111,Senate,48,2009-02-05,,35,63,In the nature of a substitute.,Tax rates,Housing/Housing Programs/Rent Control,Budget General Interest,,Government Management,0.178,-0.123,-0.207,-0.018,0.886,0.959,-16.509,0.845
2017-01-23 07:31:50,RS1110049,111,Senate,49,2009-02-05,,37,60,In the nature of a substitute.,Tax rates,,Budget General Interest,,Government Management,0.096,0.13,-0.488,-0.255,0.946,0.979,-4.354,0.956
2017-01-23 07:31:50,RS1110050,111,Senate,50,2009-02-05,,1,96,"To require the use of competitive procedures to award contracts, grants, and cooperative agreements funded under this Act.",Tax rates,,Budget General Interest,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1110051,111,Senate,51,2009-02-06,,73,24,To ensure that taxpayer money is not lost on wasteful and non-stimulative projects.,Tax rates,,Budget General Interest,,Government Management,-0.336,0.01,-0.251,0.058,0.292,0.825,-34.517,0.701
2017-01-23 07:31:50,RS1110052,111,Senate,52,2009-02-06,,97,0,"To require the use of competitive procedures to award contracts, grants, and cooperative agreements funded under this Act.",Tax rates,,Budget General Interest,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 07:31:50,RS1110053,111,Senate,53,2009-02-06,,39,57,"To limit wasteful spending, to fund a systematic program of foreclosure prevention,  to be administered by the Federal Deposit Insurance Corporation, and for other purposes.",Tax rates,Housing/Housing Programs/Rent Control,Budget General Interest,,Government Management,0.039,-0.414,-0.189,0.054,0.846,0.938,-20.319,0.809
2017-01-23 07:31:50,RS1110054,111,Senate,54,2009-02-06,,47,49,To provide the same temporary increase in the FMAP for all States and to permit States to choose the period through June 2011 for receiving the increase.,Tax rates,Welfare,Budget General Interest,,Government Management,-0.153,0.894,-0.182,-0.079,0.723,0.865,-35.138,0.693
2017-01-23 07:31:50,RS1110055,111,Senate,55,2009-02-06,,80,16,To improve provisions relating to energy tax incentives and provisions relating manufacturing tax incentives for energy property.,Tax rates,Pollution and Environmental Protection,Budget General Interest,,Government Management,0.519,-0.429,0.252,0.19,0.562,0.927,-19.598,0.815
2017-01-23 07:31:50,RS1110056,111,Senate,56,2009-02-06,,45,51,Prohibiting direct or indirect use of funds to fund the Association of Community Organizations for Reform Now (ACORN).,Tax rates,Welfare,Budget General Interest,,Government Management,-0.075,-0.488,-0.702,-0.467,0.889,0.948,-12.181,0.881
2017-01-23 07:31:50,RS1110057,111,Senate,57,2009-02-06,,41,55,To temporarily increase the limitations on offsetting ordinary income with capital losses and to strike the 5-year carry back of general business credits.,Tax rates,,Budget General Interest,,Government Management,-0.012,-0.255,-0.258,-0.064,0.878,0.948,-13.745,0.867
2017-01-23 07:31:50,RS1110058,111,Senate,58,2009-02-06,,35,61,No Statement of Purpose on File.,Tax rates,,Budget General Interest,,Government Management,-0.026,1.0,-0.386,-0.313,0.914,0.969,-8.449,0.916
2017-01-23 07:31:50,RS1110059,111,Senate,59,2009-02-09,CQ,61,36,In the nature of a substitute.,Tax rates,,Budget General Interest,,Government Management,0.15,-0.225,0.733,0.103,1.0,1.0,-1.229,0.987
2017-01-23 07:31:50,RS1110060,111,Senate,60,2009-02-10,,61,37,In the nature of a substitute.,Tax rates,,Budget General Interest,,Government Management,0.15,-0.225,0.733,0.103,1.0,1.0,-1.229,0.988
2017-01-23 07:31:50,RS1110061,111,Senate,61,2009-02-10,,62,37,"A bill making supplemental appropriations for job preservation and creation, infrastructure investment, energy efficiency and science, assistance to the unemployed, and State and local fiscal stabilization, for fiscal year ending September 30, 2009, and or other purposes.",Tax rates,,Budget General Interest,,Government Management,0.15,-0.225,0.733,0.103,1.0,1.0,-1.229,0.988
2017-01-23 07:31:50,RS1110062,111,Senate,62,2009-02-11,,94,4,"William J. Lynn, III, of Virginia, to be Deputy Secretary of Defense",,,Defense Policy Resolutions,,Foreign and Defense Policy,0.184,0.983,0.067,0.456,0.0,0.959,-16.418,0.846
2017-01-23 07:31:50,RS1110063,111,Senate,63,2009-02-13,,60,38,"A bill making supplemental appropriations for job preservation and creation, infrastructure investment, energy efficiency and science, assistance to the unemployed, and State and local fiscal stabilization, for fiscal year ending September 30, 2009, and or other purposes.",Tax rates,,Budget General Interest,,Government Management,0.156,-0.501,0.74,0.093,1.0,1.0,-1.234,0.987
2017-01-23 07:31:50,RS1110064,111,Senate,64,2009-02-13,,61,38,"A bill making supplemental appropriations for job preservation and creation, infrastructure investment, energy efficiency and science, assistance to the unemployed, and State and local fiscal stabilization, for fiscal year ending September 30, 2009, and or other purposes.",Tax rates,,Budget General Interest,,Government Management,0.153,-0.374,0.73,0.101,1.0,1.0,-1.221,0.988
2017-01-23 07:31:50,RS1110065,111,Senate,65,2009-02-24,,62,34,A bill to provide the District of Columbia a voting seat and the State of Utah an additional seat in the House of Representatives.,Ratio of Representatives to Population,,Government Organization,D. C.,Government Management,0.302,-0.523,0.255,0.373,0.853,0.948,-16.407,0.843
2017-01-23 07:31:50,RS1110066,111,Senate,66,2009-02-24,,81,17,"Hilda L. Solis, of California, to be Secretary of Labor",,,Government Organization,,Government Management,0.487,-0.4,0.339,0.188,0.588,0.929,-17.257,0.839
2017-01-23 07:31:50,RS1110067,111,Senate,67,2009-02-25,,36,62,A bill to provide the District of Columbia a voting seat and the State of Utah an additional seat in the House of Representatives.,Ratio of Representatives to Population,,Government Organization,D. C.,Government Management,0.349,-0.915,-0.36,-0.413,0.889,0.959,-10.633,0.897
2017-01-23 07:31:50,RS1110068,111,Senate,68,2009-02-25,,7,91,In the nature of a substitute.,Ratio of Representatives to Population,Tax rates,Government Organization,D. C.,Government Management,0.505,-0.785,-0.27,0.201,0.429,0.959,-14.358,0.864
2017-01-23 07:31:50,RS1110069,111,Senate,69,2009-02-26,,30,67,"To provide for the retrocession of the District of Columbia to the State of Maryland, and for other purposes.",Ratio of Representatives to Population,,Government Organization,D. C.,Government Management,0.083,0.397,-0.185,-0.347,0.767,0.928,-21.701,0.8
2017-01-23 07:31:50,RS1110070,111,Senate,70,2009-02-26,,57,41,"To encourage and promote diversity in communication media ownership, and to ensure that the public airwaves are used in the public interest.",Ratio of Representatives to Population,Radio/Television/Motion Pictures/Telecommunications,Government Organization,D. C.,Government Management,-0.021,-0.345,0.648,-0.789,1.0,1.0,-0.306,0.997
2017-01-23 07:31:50,RS1110071,111,Senate,71,2009-02-26,,87,11,To prevent the Federal Communications Commission from repromulgating the fairness doctrine.,Ratio of Representatives to Population,Radio/Television/Motion Pictures/Telecommunications,Government Organization,D. C.,Government Management,-0.418,0.317,-0.219,0.166,-0.091,0.878,-27.807,0.753
2017-01-23 07:31:50,RS1110072,111,Senate,72,2009-02-26,CQ,62,36,To restore Second Amendment rights in the District of Columbia.,Ratio of Representatives to Population,Firearms,Government Organization,D. C.,Government Management,-0.472,0.844,-0.382,-0.551,0.806,0.929,-26.793,0.761
2017-01-23 07:31:50,RS1110073,111,Senate,73,2009-02-26,,61,37,A bill to provide the District of Columbia a voting seat and the State of Utah an additional seat in the House of Representatives.,Ratio of Representatives to Population,,Government Organization,D. C.,Government Management,0.343,-0.92,0.307,0.389,0.892,0.959,-14.641,0.861
2017-01-23 07:31:50,RS1110074,111,Senate,74,2009-03-03,,32,63,In the nature of a substitute.,,,Budget General Interest,,Government Management,0.163,-0.977,-0.224,0.056,0.75,0.916,-20.38,0.807
2017-01-23 07:31:50,RS1110075,111,Senate,75,2009-03-03,,33,61,"A bill making omnibus appropriations for the fiscal year ending September 30, 2009, and for other purposes.",,,Budget General Interest,,Government Management,0.226,-0.217,-0.677,0.812,0.879,0.957,-7.139,0.927
2017-01-23 07:31:50,RS1110076,111,Senate,76,2009-03-03,,40,55,"A bill making omnibus appropriations for the fiscal year ending September 30, 2009, and for other purposes.",,,Budget General Interest,,Government Management,0.024,-0.404,-0.192,0.028,0.775,0.905,-21.474,0.798
2017-01-23 07:31:50,RS1110077,111,Senate,77,2009-03-04,,38,57,"To require the use of competitive procedures to award contracts, grants, and cooperative agreements funded under this Act.",,,Budget General Interest,,Government Management,0.106,-0.026,-0.138,0.074,0.605,0.842,-33.671,0.702
2017-01-23 07:31:50,RS1110078,111,Senate,78,2009-03-04,,37,58,To provide funds for the Emmett Till Unsolved Civil Rights Crime Act from funds already provided for the Weed and Seed Program.,Civil Rights/Desegregation/Busing/Affirmative Action,,Budget General Interest,,Government Management,-0.005,0.979,-0.326,-0.134,0.865,0.947,-11.333,0.888
2017-01-23 07:31:50,RS1110079,111,Senate,79,2009-03-04,,34,61,To prohibit funding for congressional earmarks for wasteful and parochial pork projects.,,,Budget General Interest,,Government Management,0.249,0.614,-0.162,0.07,0.647,0.874,-30.869,0.723
2017-01-23 07:31:50,RS1110080,111,Senate,80,2009-03-04,,43,52,To prohibit taxpayer dollars from being earmarked to 14 clients of a lobbying firm under Federal investigation for making campaign donations in exchange for political favors for the group's clients.,,,Budget General Interest,,Government Management,-0.047,0.999,-0.286,-0.001,0.791,0.905,-19.824,0.812
2017-01-23 07:31:50,RS1110081,111,Senate,81,2009-03-05,,39,55,To require that amounts appropriated for the United Nations Population Fund are not used by organizations which support coercive abortion or involuntary sterilization.,Abortion/Care of deformed newborns,U. N.,Budget General Interest,,Government Management,0.116,-0.526,-0.372,-0.506,0.949,0.979,-10.139,0.898
2017-01-23 07:31:50,RS1110082,111,Senate,82,2009-03-05,,42,52,To modify a provision relating to the repromulgation of final rules by the Secretary of the Interior and the Secretary of Commerce.,Pollution and Environmental Protection,,Budget General Interest,,Government Management,-0.093,-0.079,-0.706,-0.356,0.952,0.979,-6.595,0.932
2017-01-23 07:31:50,RS1110083,111,Senate,83,2009-03-05,,43,51,To provide that no funds may be made available to make any assessed contribution or voluntary payment of the United Nations if the United Nations implements or imposes any taxation on any United States persons.,,,Budget General Interest,,Government Management,-0.101,-0.042,-0.402,0.317,0.907,0.957,-10.13,0.898
